"Step","drqv2/run4 - train/score","drqv2/run4 - train/score__MIN","drqv2/run4 - train/score__MAX","drqv2/run3 - train/score","drqv2/run3 - train/score__MIN","drqv2/run3 - train/score__MAX","drqv2/run2 - train/score","drqv2/run2 - train/score__MIN","drqv2/run2 - train/score__MAX","drqv2/run1 - train/score","drqv2/run1 - train/score__MIN","drqv2/run1 - train/score__MAX","drqv2/run0 - train/score","drqv2/run0 - train/score__MIN","drqv2/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run4 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run3 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run2 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run1 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run0 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run0 - train/score__MAX"
"244","65.07142639160156","65.07142639160156","65.07142639160156","45.775917053222656","45.775917053222656","45.775917053222656","31.747459411621094","31.747459411621094","31.747459411621094","60.836280822753906","60.836280822753906","60.836280822753906","64.3432846069336","64.3432846069336","64.3432846069336","-52.53094058856368","-52.53094058856368","-52.53094058856368","-45.55509913759306","-45.55509913759306","-45.55509913759306","-45.654751077876426","-45.654751077876426","-45.654751077876426","69.23062029480934","69.23062029480934","69.23062029480934","-37.28994408249855","-37.28994408249855","-37.28994408249855"
"245","70.01092529296875","70.01092529296875","70.01092529296875","64.66046905517578","64.66046905517578","64.66046905517578","65.15162658691406","65.15162658691406","65.15162658691406","70.67479705810547","70.67479705810547","70.67479705810547","51.56536102294922","51.56536102294922","51.56536102294922","44.251653785351664","44.251653785351664","44.251653785351664","35.89735445007682","35.89735445007682","35.89735445007682","-55.042318219318986","-55.042318219318986","-55.042318219318986","65.55864951759577","65.55864951759577","65.55864951759577","48.149008587002754","48.149008587002754","48.149008587002754"
"246","68.61090087890625","68.61090087890625","68.61090087890625","76.68868255615234","76.68868255615234","76.68868255615234","50.90102767944336","50.90102767944336","50.90102767944336","61.924644470214844","61.924644470214844","61.924644470214844","61.423736572265625","61.423736572265625","61.423736572265625","45.14164725318551","45.14164725318551","45.14164725318551","-46.238374054431915","-46.238374054431915","-46.238374054431915","35.688879042863846","35.688879042863846","35.688879042863846","65.97194044664502","65.97194044664502","65.97194044664502","35.34058110229671","35.34058110229671","35.34058110229671"
"247","62.438804626464844","62.438804626464844","62.438804626464844","71.77677154541016","71.77677154541016","71.77677154541016","80.29570007324219","80.29570007324219","80.29570007324219","75.37355041503906","75.37355041503906","75.37355041503906","32.644493103027344","32.644493103027344","32.644493103027344","-80.98042619228363","-80.98042619228363","-80.98042619228363","76.25767847895622","76.25767847895622","76.25767847895622","31.926967605948448","31.926967605948448","31.926967605948448","-28.549535309895873","-28.549535309895873","-28.549535309895873","-79.9591361284256","-79.9591361284256","-79.9591361284256"
"248","59.980384826660156","59.980384826660156","59.980384826660156","57.83781433105469","57.83781433105469","57.83781433105469","51.008094787597656","51.008094787597656","51.008094787597656","62.86582946777344","62.86582946777344","62.86582946777344","67.76533508300781","67.76533508300781","67.76533508300781","-81.06988149881363","-81.06988149881363","-81.06988149881363","49.836239356547594","49.836239356547594","49.836239356547594","-38.452240630984306","-38.452240630984306","-38.452240630984306","34.098527159076184","34.098527159076184","34.098527159076184","49.03818887472153","49.03818887472153","49.03818887472153"
"249","62.71822738647461","62.71822738647461","62.71822738647461","73.69873809814453","73.69873809814453","73.69873809814453","48.814048767089844","48.814048767089844","48.814048767089844","48.17247009277344","48.17247009277344","48.17247009277344","68.37109375","68.37109375","68.37109375","-27.06994461733848","-27.06994461733848","-27.06994461733848","65.35505925118923","65.35505925118923","65.35505925118923","-51.5682984739542","-51.5682984739542","-51.5682984739542","60.76175677217543","60.76175677217543","60.76175677217543","56.47542859427631","56.47542859427631","56.47542859427631"
"250","63.55122375488281","63.55122375488281","63.55122375488281","51.61138916015625","51.61138916015625","51.61138916015625","62.617530822753906","62.617530822753906","62.617530822753906","76.24678802490234","76.24678802490234","76.24678802490234","34.41842269897461","34.41842269897461","34.41842269897461","-4.925131311640143","-4.925131311640143","-4.925131311640143","71.67089599370956","71.67089599370956","71.67089599370956","52.356543987989426","52.356543987989426","52.356543987989426","49.2209675014019","49.2209675014019","49.2209675014019","-58.06724216043949","-58.06724216043949","-58.06724216043949"
"251","53.324432373046875","53.324432373046875","53.324432373046875","73.1795425415039","73.1795425415039","73.1795425415039","70.60157775878906","70.60157775878906","70.60157775878906","67.96800994873047","67.96800994873047","67.96800994873047","48.104068756103516","48.104068756103516","48.104068756103516","46.67040390521288","46.67040390521288","46.67040390521288","56.0277398750186","56.0277398750186","56.0277398750186","-35.1030550301075","-35.1030550301075","-35.1030550301075","71.61469167470932","71.61469167470932","71.61469167470932","58.589400719851255","58.589400719851255","58.589400719851255"
"252","","","","","","","","","","","","","","","","-70.89315705373883","-70.89315705373883","-70.89315705373883","65.28723688423634","65.28723688423634","65.28723688423634","60.96809048950672","60.96809048950672","60.96809048950672","61.26136268675327","61.26136268675327","61.26136268675327","3.2362494319677353","3.2362494319677353","3.2362494319677353"
"253","64.41773223876953","64.41773223876953","64.41773223876953","53.99699020385742","53.99699020385742","53.99699020385742","48.9088020324707","48.9088020324707","48.9088020324707","38.26993179321289","38.26993179321289","38.26993179321289","71.0226058959961","71.0226058959961","71.0226058959961","20.97211596556008","20.97211596556008","20.97211596556008","51.45736222714186","51.45736222714186","51.45736222714186","-56.71534338593483","-56.71534338593483","-56.71534338593483","55.80636323988438","55.80636323988438","55.80636323988438","28.765191977843642","28.765191977843642","28.765191977843642"
"254","69.20603942871094","69.20603942871094","69.20603942871094","62.7626953125","62.7626953125","62.7626953125","73.08969116210938","73.08969116210938","73.08969116210938","62.655426025390625","62.655426025390625","62.655426025390625","67.22504425048828","67.22504425048828","67.22504425048828","-68.47431705147028","-68.47431705147028","-68.47431705147028","40.76289517072291","40.76289517072291","40.76289517072291","-59.50942366570234","-59.50942366570234","-59.50942366570234","-29.031618043780327","-29.031618043780327","-29.031618043780327","-0.07068552449345589","-0.07068552449345589","-0.07068552449345589"
"255","63.05775451660156","63.05775451660156","63.05775451660156","66.94781494140625","66.94781494140625","66.94781494140625","75.74134063720703","75.74134063720703","75.74134063720703","45.238258361816406","45.238258361816406","45.238258361816406","56.93793487548828","56.93793487548828","56.93793487548828","","","","","","","","","","","","","","",""
"256","61.04410171508789","61.04410171508789","61.04410171508789","59.376678466796875","59.376678466796875","59.376678466796875","68.44364166259766","68.44364166259766","68.44364166259766","68.36277770996094","68.36277770996094","68.36277770996094","72.1901626586914","72.1901626586914","72.1901626586914","-62.12639790773392","-62.12639790773392","-62.12639790773392","34.98540412433795","34.98540412433795","34.98540412433795","-59.97754135262221","-59.97754135262221","-59.97754135262221","65.39852654188871","65.39852654188871","65.39852654188871","-40.78299278020859","-40.78299278020859","-40.78299278020859"
"257","71.51828002929688","71.51828002929688","71.51828002929688","65.27458953857422","65.27458953857422","65.27458953857422","74.23056030273438","74.23056030273438","74.23056030273438","52.61499786376953","52.61499786376953","52.61499786376953","55.006195068359375","55.006195068359375","55.006195068359375","15.043090482475236","15.043090482475236","15.043090482475236","-27.977285742759705","-27.977285742759705","-27.977285742759705","-24.099964261054993","-24.099964261054993","-24.099964261054993","66.43999201059341","66.43999201059341","66.43999201059341","24.36143110692501","24.36143110692501","24.36143110692501"
"258","67.6535873413086","67.6535873413086","67.6535873413086","70.0350112915039","70.0350112915039","70.0350112915039","67.662109375","67.662109375","67.662109375","47.51829147338867","47.51829147338867","47.51829147338867","80.12480926513672","80.12480926513672","80.12480926513672","-60.10945117473602","-60.10945117473602","-60.10945117473602","53.064154903404415","53.064154903404415","53.064154903404415","-14.222795367240906","-14.222795367240906","-14.222795367240906","69.5378167629242","69.5378167629242","69.5378167629242","58.687699779868126","58.687699779868126","58.687699779868126"
"259","49.172142028808594","49.172142028808594","49.172142028808594","63.994972229003906","63.994972229003906","63.994972229003906","60.32231140136719","60.32231140136719","60.32231140136719","75.85350799560547","75.85350799560547","75.85350799560547","61.11053466796875","61.11053466796875","61.11053466796875","-72.20575499534607","-72.20575499534607","-72.20575499534607","-70.0844597518444","-70.0844597518444","-70.0844597518444","-63.56304834783077","-63.56304834783077","-63.56304834783077","75.5475899875164","75.5475899875164","75.5475899875164","35.02360885217786","35.02360885217786","35.02360885217786"
"260","55.013458251953125","55.013458251953125","55.013458251953125","60.482357025146484","60.482357025146484","60.482357025146484","75.08950805664062","75.08950805664062","75.08950805664062","62.53664016723633","62.53664016723633","62.53664016723633","45.240013122558594","45.240013122558594","45.240013122558594","-30.830253683030605","-30.830253683030605","-30.830253683030605","-45.48674776335247","-45.48674776335247","-45.48674776335247","-61.84461745619774","-61.84461745619774","-61.84461745619774","-47.829982221126556","-47.829982221126556","-47.829982221126556","59.064473669975996","59.064473669975996","59.064473669975996"
"261","73.15699005126953","73.15699005126953","73.15699005126953","-54.235904693603516","-54.235904693603516","-54.235904693603516","5.34250020980835","5.34250020980835","5.34250020980835","39.91700744628906","39.91700744628906","39.91700744628906","65.69017028808594","65.69017028808594","65.69017028808594","56.020168639719486","56.020168639719486","56.020168639719486","1.0954694338142872","1.0954694338142872","1.0954694338142872","-67.24704259634018","-67.24704259634018","-67.24704259634018","44.789014806970954","44.789014806970954","44.789014806970954","69.41188060492277","69.41188060492277","69.41188060492277"
"262","69.14334106445312","69.14334106445312","69.14334106445312","56.702701568603516","56.702701568603516","56.702701568603516","53.364322662353516","53.364322662353516","53.364322662353516","64.19625091552734","64.19625091552734","64.19625091552734","58.992984771728516","58.992984771728516","58.992984771728516","63.583674766123295","63.583674766123295","63.583674766123295","-36.17594897001982","-36.17594897001982","-36.17594897001982","-44.720584876835346","-44.720584876835346","-44.720584876835346","49.74098192155361","49.74098192155361","49.74098192155361","-61.39845599140972","-61.39845599140972","-61.39845599140972"
"263","72.06449127197266","72.06449127197266","72.06449127197266","74.91481018066406","74.91481018066406","74.91481018066406","55.84088897705078","55.84088897705078","55.84088897705078","76.20218658447266","76.20218658447266","76.20218658447266","80.3850326538086","80.3850326538086","80.3850326538086","-82.24186766147614","-82.24186766147614","-82.24186766147614","54.83430177718401","54.83430177718401","54.83430177718401","-43.4487551022321","-43.4487551022321","-43.4487551022321","54.35513004474342","54.35513004474342","54.35513004474342","-64.24524092674255","-64.24524092674255","-64.24524092674255"
"264","58.124908447265625","58.124908447265625","58.124908447265625","73.22472381591797","73.22472381591797","73.22472381591797","66.02457427978516","66.02457427978516","66.02457427978516","77.95240783691406","77.95240783691406","77.95240783691406","56.55777359008789","56.55777359008789","56.55777359008789","53.30726248398423","53.30726248398423","53.30726248398423","35.804094698280096","35.804094698280096","35.804094698280096","44.04507504403591","44.04507504403591","44.04507504403591","68.93274281919003","68.93274281919003","68.93274281919003","-45.13520736247301","-45.13520736247301","-45.13520736247301"
"265","78.15892028808594","78.15892028808594","78.15892028808594","-10.577095985412598","-10.577095985412598","-10.577095985412598","80.52884674072266","80.52884674072266","80.52884674072266","61.463260650634766","61.463260650634766","61.463260650634766","54.930904388427734","54.930904388427734","54.930904388427734","61.57258705422282","61.57258705422282","61.57258705422282","71.93729044497013","71.93729044497013","71.93729044497013","-75.69547588005662","-75.69547588005662","-75.69547588005662","48.45019009336829","48.45019009336829","48.45019009336829","4.4804614268941805","4.4804614268941805","4.4804614268941805"
"266","70.13633728027344","70.13633728027344","70.13633728027344","66.18952941894531","66.18952941894531","66.18952941894531","61.68359375","61.68359375","61.68359375","59.76688003540039","59.76688003540039","59.76688003540039","75.69554138183594","75.69554138183594","75.69554138183594","34.24244304187596","34.24244304187596","34.24244304187596","-77.5680878739804","-77.5680878739804","-77.5680878739804","-35.132451705634594","-35.132451705634594","-35.132451705634594","65.0378450602293","65.0378450602293","65.0378450602293","-56.722130538895726","-56.722130538895726","-56.722130538895726"
"267","59.88211441040039","59.88211441040039","59.88211441040039","66.87335968017578","66.87335968017578","66.87335968017578","56.69731140136719","56.69731140136719","56.69731140136719","69.95751953125","69.95751953125","69.95751953125","39.69470977783203","39.69470977783203","39.69470977783203","-69.1495521813631","-69.1495521813631","-69.1495521813631","57.33303305134177","57.33303305134177","57.33303305134177","27.3887702152133","27.3887702152133","27.3887702152133","0.4244445103686303","0.4244445103686303","0.4244445103686303","-64.34680658578873","-64.34680658578873","-64.34680658578873"
"268","67.45742797851562","67.45742797851562","67.45742797851562","38.45487594604492","38.45487594604492","38.45487594604492","64.35578155517578","64.35578155517578","64.35578155517578","74.17250061035156","74.17250061035156","74.17250061035156","-25.03827476501465","-25.03827476501465","-25.03827476501465","45.24433333799243","45.24433333799243","45.24433333799243","-83.86198465526104","-83.86198465526104","-83.86198465526104","-57.73752021789551","-57.73752021789551","-57.73752021789551","67.3736339583993","67.3736339583993","67.3736339583993","22.79752328246832","22.79752328246832","22.79752328246832"
"269","","","","","","","","","","","","","","","","32.43207813380286","32.43207813380286","32.43207813380286","40.61771788448095","40.61771788448095","40.61771788448095","-47.269041697494686","-47.269041697494686","-47.269041697494686","63.99168390035629","63.99168390035629","63.99168390035629","25.905494262900902","25.905494262900902","25.905494262900902"
"270","54.568660736083984","54.568660736083984","54.568660736083984","43.123573303222656","43.123573303222656","43.123573303222656","77.01720428466797","77.01720428466797","77.01720428466797","70.23689270019531","70.23689270019531","70.23689270019531","68.1895980834961","68.1895980834961","68.1895980834961","-69.37468421459198","-69.37468421459198","-69.37468421459198","35.70711049193051","35.70711049193051","35.70711049193051","-51.06258304417133","-51.06258304417133","-51.06258304417133","67.59287014603615","67.59287014603615","67.59287014603615","43.517251460812986","43.517251460812986","43.517251460812986"
"271","53.68895721435547","53.68895721435547","53.68895721435547","68.15990447998047","68.15990447998047","68.15990447998047","55.63549041748047","55.63549041748047","55.63549041748047","73.81342315673828","73.81342315673828","73.81342315673828","70.8410873413086","70.8410873413086","70.8410873413086","-70.3961792588234","-70.3961792588234","-70.3961792588234","-48.56488160789013","-48.56488160789013","-48.56488160789013","-50.28594189323485","-50.28594189323485","-50.28594189323485","-28.86599588394165","-28.86599588394165","-28.86599588394165","47.53352380357683","47.53352380357683","47.53352380357683"
"272","42.908592224121094","42.908592224121094","42.908592224121094","51.19950866699219","51.19950866699219","51.19950866699219","62.185585021972656","62.185585021972656","62.185585021972656","57.76172637939453","57.76172637939453","57.76172637939453","59.46397018432617","59.46397018432617","59.46397018432617","-23.715744465589523","-23.715744465589523","-23.715744465589523","41.69288629665971","41.69288629665971","41.69288629665971","-48.234408751130104","-48.234408751130104","-48.234408751130104","56.04993235319853","56.04993235319853","56.04993235319853","-19.75497353449464","-19.75497353449464","-19.75497353449464"
"273","54.002872467041016","54.002872467041016","54.002872467041016","45.85511779785156","45.85511779785156","45.85511779785156","47.32978057861328","47.32978057861328","47.32978057861328","75.35662078857422","75.35662078857422","75.35662078857422","63.42924499511719","63.42924499511719","63.42924499511719","-15.948182774707675","-15.948182774707675","-15.948182774707675","41.62948649912141","41.62948649912141","41.62948649912141","","","","33.056621223688126","33.056621223688126","33.056621223688126","62.2202867642045","62.2202867642045","62.2202867642045"
"274","52.93965530395508","52.93965530395508","52.93965530395508","63.03736877441406","63.03736877441406","63.03736877441406","59.04276657104492","59.04276657104492","59.04276657104492","70.3503646850586","70.3503646850586","70.3503646850586","56.995094299316406","56.995094299316406","56.995094299316406","51.77188932709396","51.77188932709396","51.77188932709396","-55.85385546833277","-55.85385546833277","-55.85385546833277","46.47558303177357","46.47558303177357","46.47558303177357","60.612920969724655","60.612920969724655","60.612920969724655","38.68244337697979","38.68244337697979","38.68244337697979"
"275","67.48175048828125","67.48175048828125","67.48175048828125","63.704429626464844","63.704429626464844","63.704429626464844","56.99991226196289","56.99991226196289","56.99991226196289","56.39162063598633","56.39162063598633","56.39162063598633","59.432456970214844","59.432456970214844","59.432456970214844","","","","66.52311114780605","66.52311114780605","66.52311114780605","57.95649763941765","57.95649763941765","57.95649763941765","47.25289769470692","47.25289769470692","47.25289769470692","-58.573920749127865","-58.573920749127865","-58.573920749127865"
"276","60.165592193603516","60.165592193603516","60.165592193603516","58.10342025756836","58.10342025756836","58.10342025756836","64.09542846679688","64.09542846679688","64.09542846679688","75.70464324951172","75.70464324951172","75.70464324951172","69.30650329589844","69.30650329589844","69.30650329589844","39.08469135966152","39.08469135966152","39.08469135966152","66.53015420585871","66.53015420585871","66.53015420585871","-54.96707475185394","-54.96707475185394","-54.96707475185394","48.82147657126188","48.82147657126188","48.82147657126188","38.1600731711369","38.1600731711369","38.1600731711369"
"277","65.7684555053711","65.7684555053711","65.7684555053711","69.40047454833984","69.40047454833984","69.40047454833984","24.99251937866211","24.99251937866211","24.99251937866211","73.81971740722656","73.81971740722656","73.81971740722656","50.205448150634766","50.205448150634766","50.205448150634766","-16.084108130075037","-16.084108130075037","-16.084108130075037","46.22865626378916","46.22865626378916","46.22865626378916","-62.967410892248154","-62.967410892248154","-62.967410892248154","81.58266710489988","81.58266710489988","81.58266710489988","45.339477479457855","45.339477479457855","45.339477479457855"
"278","71.17094421386719","71.17094421386719","71.17094421386719","69.34307098388672","69.34307098388672","69.34307098388672","58.09358215332031","58.09358215332031","58.09358215332031","79.13233947753906","79.13233947753906","79.13233947753906","70.6429443359375","70.6429443359375","70.6429443359375","58.99209182150662","58.99209182150662","58.99209182150662","69.42499959468842","69.42499959468842","69.42499959468842","-57.65620318055153","-57.65620318055153","-57.65620318055153","","","","31.066319920122623","31.066319920122623","31.066319920122623"
"279","64.87739562988281","64.87739562988281","64.87739562988281","42.85472106933594","42.85472106933594","42.85472106933594","58.49698257446289","58.49698257446289","58.49698257446289","74.7477035522461","74.7477035522461","74.7477035522461","48.229888916015625","48.229888916015625","48.229888916015625","-44.508675426244736","-44.508675426244736","-44.508675426244736","74.08911764528602","74.08911764528602","74.08911764528602","-46.33102313801646","-46.33102313801646","-46.33102313801646","68.49085625633597","68.49085625633597","68.49085625633597","35.050268322229385","35.050268322229385","35.050268322229385"
"280","53.018733978271484","53.018733978271484","53.018733978271484","60.01280212402344","60.01280212402344","60.01280212402344","58.43102264404297","58.43102264404297","58.43102264404297","46.20536422729492","46.20536422729492","46.20536422729492","64.08820343017578","64.08820343017578","64.08820343017578","35.9887555912137","35.9887555912137","35.9887555912137","67.75623667240143","67.75623667240143","67.75623667240143","52.92105080187321","52.92105080187321","52.92105080187321","81.84290309250355","81.84290309250355","81.84290309250355","52.51980793196708","52.51980793196708","52.51980793196708"
"281","68.51869201660156","68.51869201660156","68.51869201660156","66.54470825195312","66.54470825195312","66.54470825195312","56.331119537353516","56.331119537353516","56.331119537353516","66.95001220703125","66.95001220703125","66.95001220703125","65.44556427001953","65.44556427001953","65.44556427001953","39.22298590093851","39.22298590093851","39.22298590093851","16.241693172603846","16.241693172603846","16.241693172603846","57.072638999670744","57.072638999670744","57.072638999670744","47.689869590103626","47.689869590103626","47.689869590103626","-68.34106400609016","-68.34106400609016","-68.34106400609016"
"282","57.80147171020508","57.80147171020508","57.80147171020508","70.1817626953125","70.1817626953125","70.1817626953125","68.7415771484375","68.7415771484375","68.7415771484375","77.69452667236328","77.69452667236328","77.69452667236328","30.565658569335938","30.565658569335938","30.565658569335938","57.635710563510656","57.635710563510656","57.635710563510656","65.2260822057724","65.2260822057724","65.2260822057724","58.86016762256622","58.86016762256622","58.86016762256622","77.59107039868832","77.59107039868832","77.59107039868832","47.94138419628143","47.94138419628143","47.94138419628143"
"283","32.862857818603516","32.862857818603516","32.862857818603516","64.29875183105469","64.29875183105469","64.29875183105469","67.29035186767578","67.29035186767578","67.29035186767578","65.53628540039062","65.53628540039062","65.53628540039062","53.4265251159668","53.4265251159668","53.4265251159668","27.21552948653698","27.21552948653698","27.21552948653698","-22.041011959314346","-22.041011959314346","-22.041011959314346","61.53112953156233","61.53112953156233","61.53112953156233","67.54496240057051","67.54496240057051","67.54496240057051","35.33013952150941","35.33013952150941","35.33013952150941"
"284","67.66981506347656","67.66981506347656","67.66981506347656","71.75848388671875","71.75848388671875","71.75848388671875","65.53551483154297","65.53551483154297","65.53551483154297","56.282676696777344","56.282676696777344","56.282676696777344","56.33895492553711","56.33895492553711","56.33895492553711","-16.53199126571417","-16.53199126571417","-16.53199126571417","0.9055568128824234","0.9055568128824234","0.9055568128824234","-63.07097860425711","-63.07097860425711","-63.07097860425711","63.460534766316414","63.460534766316414","63.460534766316414","54.755630403757095","54.755630403757095","54.755630403757095"
"285","69.26117706298828","69.26117706298828","69.26117706298828","55.73226547241211","55.73226547241211","55.73226547241211","79.1954574584961","79.1954574584961","79.1954574584961","59.200225830078125","59.200225830078125","59.200225830078125","73.22073364257812","73.22073364257812","73.22073364257812","11.95372474938631","11.95372474938631","11.95372474938631","-80.09382086992264","-80.09382086992264","-80.09382086992264","46.458055924624205","46.458055924624205","46.458055924624205","58.24427852407098","58.24427852407098","58.24427852407098","38.863323429599404","38.863323429599404","38.863323429599404"
"286","62.037227630615234","62.037227630615234","62.037227630615234","55.576026916503906","55.576026916503906","55.576026916503906","4.804483413696289","4.804483413696289","4.804483413696289","26.84181785583496","26.84181785583496","26.84181785583496","75.13665771484375","75.13665771484375","75.13665771484375","-68.4868222028017","-68.4868222028017","-68.4868222028017","49.3437699303031","49.3437699303031","49.3437699303031","-54.945298817008734","-54.945298817008734","-54.945298817008734","78.9038057923317","78.9038057923317","78.9038057923317","62.33309380710125","62.33309380710125","62.33309380710125"
"287","57.189849853515625","57.189849853515625","57.189849853515625","79.29049682617188","79.29049682617188","79.29049682617188","74.89681243896484","74.89681243896484","74.89681243896484","41.70121765136719","41.70121765136719","41.70121765136719","63.14043426513672","63.14043426513672","63.14043426513672","-77.6665061712265","-77.6665061712265","-77.6665061712265","","","","-70.57575602270663","-70.57575602270663","-70.57575602270663","69.62985295802355","69.62985295802355","69.62985295802355","-35.346154779195786","-35.346154779195786","-35.346154779195786"
"288","75.25363159179688","75.25363159179688","75.25363159179688","65.81813049316406","65.81813049316406","65.81813049316406","64.75479888916016","64.75479888916016","64.75479888916016","76.19819641113281","76.19819641113281","76.19819641113281","37.20271682739258","37.20271682739258","37.20271682739258","-81.15580098330975","-81.15580098330975","-81.15580098330975","-7.149800330400467","-7.149800330400467","-7.149800330400467","31.765431597828865","31.765431597828865","31.765431597828865","72.38307897746563","72.38307897746563","72.38307897746563","-45.479314014315605","-45.479314014315605","-45.479314014315605"
"289","47.47163009643555","47.47163009643555","47.47163009643555","69.79888916015625","69.79888916015625","69.79888916015625","72.42740631103516","72.42740631103516","72.42740631103516","55.647308349609375","55.647308349609375","55.647308349609375","12.466180801391602","12.466180801391602","12.466180801391602","15.954550598282367","15.954550598282367","15.954550598282367","58.917926251888275","58.917926251888275","58.917926251888275","-52.93330170074478","-52.93330170074478","-52.93330170074478","38.049674570560455","38.049674570560455","38.049674570560455","41.38251429796219","41.38251429796219","41.38251429796219"
"290","60.87997817993164","60.87997817993164","60.87997817993164","67.87596130371094","67.87596130371094","67.87596130371094","69.43502807617188","69.43502807617188","69.43502807617188","62.06904983520508","62.06904983520508","62.06904983520508","61.07097625732422","61.07097625732422","61.07097625732422","48.75059618020896","48.75059618020896","48.75059618020896","33.796291157603264","33.796291157603264","33.796291157603264","-26.902580186724663","-26.902580186724663","-26.902580186724663","16.519383564591408","16.519383564591408","16.519383564591408","-68.0284716039896","-68.0284716039896","-68.0284716039896"
"291","68.70709991455078","68.70709991455078","68.70709991455078","79.95840454101562","79.95840454101562","79.95840454101562","43.5897331237793","43.5897331237793","43.5897331237793","39.49471664428711","39.49471664428711","39.49471664428711","59.772430419921875","59.772430419921875","59.772430419921875","65.17580847069621","65.17580847069621","65.17580847069621","34.57784394919872","34.57784394919872","34.57784394919872","-18.400393053889275","-18.400393053889275","-18.400393053889275","82.54514642804861","82.54514642804861","82.54514642804861","25.318433666136116","25.318433666136116","25.318433666136116"
"292","68.9201889038086","68.9201889038086","68.9201889038086","69.31200408935547","69.31200408935547","69.31200408935547","69.94319915771484","69.94319915771484","69.94319915771484","53.296226501464844","53.296226501464844","53.296226501464844","66.68489837646484","66.68489837646484","66.68489837646484","-4.536555759608746","-4.536555759608746","-4.536555759608746","27.926797342428472","27.926797342428472","27.926797342428472","7.574283421039581","7.574283421039581","7.574283421039581","74.52040186524391","74.52040186524391","74.52040186524391","-45.737328231334686","-45.737328231334686","-45.737328231334686"
"293","69.52010345458984","69.52010345458984","69.52010345458984","57.88433074951172","57.88433074951172","57.88433074951172","60.38549041748047","60.38549041748047","60.38549041748047","77.20691680908203","77.20691680908203","77.20691680908203","54.09212112426758","54.09212112426758","54.09212112426758","-37.37632738426328","-37.37632738426328","-37.37632738426328","-59.70033514872193","-59.70033514872193","-59.70033514872193","54.87833669409156","54.87833669409156","54.87833669409156","44.10224875807762","44.10224875807762","44.10224875807762","","",""
"294","62.74001693725586","62.74001693725586","62.74001693725586","62.97768783569336","62.97768783569336","62.97768783569336","73.03811645507812","73.03811645507812","73.03811645507812","62.42289352416992","62.42289352416992","62.42289352416992","72.86483001708984","72.86483001708984","72.86483001708984","42.92807188484585","42.92807188484585","42.92807188484585","42.2032354157418","42.2032354157418","42.2032354157418","61.82588252425194","61.82588252425194","61.82588252425194","35.816399707924575","35.816399707924575","35.816399707924575","42.97565920324996","42.97565920324996","42.97565920324996"
"295","66.90823364257812","66.90823364257812","66.90823364257812","63.84596252441406","63.84596252441406","63.84596252441406","53.87922286987305","53.87922286987305","53.87922286987305","72.69807434082031","72.69807434082031","72.69807434082031","72.65157318115234","72.65157318115234","72.65157318115234","-26.82375756651163","-26.82375756651163","-26.82375756651163","13.913728088140488","13.913728088140488","13.913728088140488","57.19925108551979","57.19925108551979","57.19925108551979","69.41583292931318","69.41583292931318","69.41583292931318","50.97953107999638","50.97953107999638","50.97953107999638"
"296","65.01101684570312","65.01101684570312","65.01101684570312","57.147037506103516","57.147037506103516","57.147037506103516","-74.50839233398438","-74.50839233398438","-74.50839233398438","36.12109375","36.12109375","36.12109375","63.958160400390625","63.958160400390625","63.958160400390625","43.79812330752611","43.79812330752611","43.79812330752611","44.45847568754107","44.45847568754107","44.45847568754107","-30.211038472130895","-30.211038472130895","-30.211038472130895","77.47434215247631","77.47434215247631","77.47434215247631","48.71063216030598","48.71063216030598","48.71063216030598"
"297","77.22982788085938","77.22982788085938","77.22982788085938","45.40272903442383","45.40272903442383","45.40272903442383","78.8249282836914","78.8249282836914","78.8249282836914","73.44954681396484","73.44954681396484","73.44954681396484","70.11444091796875","70.11444091796875","70.11444091796875","-42.887724094092846","-42.887724094092846","-42.887724094092846","68.32142689824104","68.32142689824104","68.32142689824104","51.933352917432785","51.933352917432785","51.933352917432785","52.301056085154414","52.301056085154414","52.301056085154414","62.570830304175615","62.570830304175615","62.570830304175615"
