"Step","drqv2/run4 - train/score","drqv2/run4 - train/score__MIN","drqv2/run4 - train/score__MAX","drqv2/run3 - train/score","drqv2/run3 - train/score__MIN","drqv2/run3 - train/score__MAX","drqv2/run2 - train/score","drqv2/run2 - train/score__MIN","drqv2/run2 - train/score__MAX","drqv2/run1 - train/score","drqv2/run1 - train/score__MIN","drqv2/run1 - train/score__MAX","drqv2/run0 - train/score","drqv2/run0 - train/score__MIN","drqv2/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run4 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run3 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run2 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run1 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run0 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run0 - train/score__MAX"
"423","71.70003509521484","71.70003509521484","71.70003509521484","59.152496337890625","59.152496337890625","59.152496337890625","77.29612731933594","77.29612731933594","77.29612731933594","57.46471405029297","57.46471405029297","57.46471405029297","65.54769134521484","65.54769134521484","65.54769134521484","-4.710714180022478","-4.710714180022478","-4.710714180022478","73.81982108205557","73.81982108205557","73.81982108205557","-16.748503893613815","-16.748503893613815","-16.748503893613815","71.80595713108778","71.80595713108778","71.80595713108778","52.63776549696922","52.63776549696922","52.63776549696922"
"424","52.40467071533203","52.40467071533203","52.40467071533203","63.439971923828125","63.439971923828125","63.439971923828125","68.2687759399414","68.2687759399414","68.2687759399414","64.89256286621094","64.89256286621094","64.89256286621094","74.38387298583984","74.38387298583984","74.38387298583984","49.6590052228421","49.6590052228421","49.6590052228421","72.70048850029707","72.70048850029707","72.70048850029707","-4.150124594569206","-4.150124594569206","-4.150124594569206","84.89296245574951","84.89296245574951","84.89296245574951","-31.411084116087295","-31.411084116087295","-31.411084116087295"
"425","71.15929412841797","71.15929412841797","71.15929412841797","64.39331817626953","64.39331817626953","64.39331817626953","78.03282928466797","78.03282928466797","78.03282928466797","68.5597915649414","68.5597915649414","68.5597915649414","45.23908615112305","45.23908615112305","45.23908615112305","68.42632026970387","68.42632026970387","68.42632026970387","45.02938935905695","45.02938935905695","45.02938935905695","-28.03730073571205","-28.03730073571205","-28.03730073571205","74.86002723127604","74.86002723127604","74.86002723127604","73.17081063985825","73.17081063985825","73.17081063985825"
"426","60.16685485839844","60.16685485839844","60.16685485839844","73.35118103027344","73.35118103027344","73.35118103027344","67.1881332397461","67.1881332397461","67.1881332397461","57.71836471557617","57.71836471557617","57.71836471557617","40.183013916015625","40.183013916015625","40.183013916015625","68.27046501636505","68.27046501636505","68.27046501636505","81.78611406683922","81.78611406683922","81.78611406683922","51.4216100461781","51.4216100461781","51.4216100461781","62.58384992927313","62.58384992927313","62.58384992927313","68.08535753935575","68.08535753935575","68.08535753935575"
"427","76.10101318359375","76.10101318359375","76.10101318359375","81.89928436279297","81.89928436279297","81.89928436279297","60.79709243774414","60.79709243774414","60.79709243774414","68.93964385986328","68.93964385986328","68.93964385986328","73.63501739501953","73.63501739501953","73.63501739501953","-8.384312868118286","-8.384312868118286","-8.384312868118286","70.25805294513702","70.25805294513702","70.25805294513702","12.641874575987458","12.641874575987458","12.641874575987458","67.22007951140404","67.22007951140404","67.22007951140404","-13.415011435747147","-13.415011435747147","-13.415011435747147"
"428","64.77192687988281","64.77192687988281","64.77192687988281","44.95508575439453","44.95508575439453","44.95508575439453","75.04672241210938","75.04672241210938","75.04672241210938","65.71369171142578","65.71369171142578","65.71369171142578","63.92486572265625","63.92486572265625","63.92486572265625","47.35973379202187","47.35973379202187","47.35973379202187","76.72026038169861","76.72026038169861","76.72026038169861","39.16692680679262","39.16692680679262","39.16692680679262","81.90488700568676","81.90488700568676","81.90488700568676","-61.61334543116391","-61.61334543116391","-61.61334543116391"
"429","72.03001403808594","72.03001403808594","72.03001403808594","62.96784973144531","62.96784973144531","62.96784973144531","70.7657470703125","70.7657470703125","70.7657470703125","60.265628814697266","60.265628814697266","60.265628814697266","74.00194549560547","74.00194549560547","74.00194549560547","38.29464130476117","38.29464130476117","38.29464130476117","65.56978413462639","65.56978413462639","65.56978413462639","64.74362745136023","64.74362745136023","64.74362745136023","76.49141778051853","76.49141778051853","76.49141778051853","77.62616258859634","77.62616258859634","77.62616258859634"
"430","74.4684066772461","74.4684066772461","74.4684066772461","67.53927612304688","67.53927612304688","67.53927612304688","85.90187072753906","85.90187072753906","85.90187072753906","79.60423278808594","79.60423278808594","79.60423278808594","71.79393005371094","71.79393005371094","71.79393005371094","31.75008675456047","31.75008675456047","31.75008675456047","64.39884728193283","64.39884728193283","64.39884728193283","-28.235951302573085","-28.235951302573085","-28.235951302573085","75.49749128520489","75.49749128520489","75.49749128520489","62.71491792052984","62.71491792052984","62.71491792052984"
"431","64.78636169433594","64.78636169433594","64.78636169433594","79.60617065429688","79.60617065429688","79.60617065429688","52.925018310546875","52.925018310546875","52.925018310546875","69.52632141113281","69.52632141113281","69.52632141113281","72.45328521728516","72.45328521728516","72.45328521728516","50.848524913191795","50.848524913191795","50.848524913191795","61.62977710366249","61.62977710366249","61.62977710366249","76.52697578072548","76.52697578072548","76.52697578072548","67.63535824418068","67.63535824418068","67.63535824418068","73.21776878833771","73.21776878833771","73.21776878833771"
"432","72.3191146850586","72.3191146850586","72.3191146850586","62.36450958251953","62.36450958251953","62.36450958251953","72.88895416259766","72.88895416259766","72.88895416259766","23.243654251098633","23.243654251098633","23.243654251098633","58.97699737548828","58.97699737548828","58.97699737548828","53.95534444600344","53.95534444600344","53.95534444600344","-17.07984783127904","-17.07984783127904","-17.07984783127904","57.00835192203522","57.00835192203522","57.00835192203522","53.92157196626067","53.92157196626067","53.92157196626067","57.595355466008186","57.595355466008186","57.595355466008186"
"433","74.83627319335938","74.83627319335938","74.83627319335938","67.39324188232422","67.39324188232422","67.39324188232422","59.274253845214844","59.274253845214844","59.274253845214844","50.518333435058594","50.518333435058594","50.518333435058594","73.37030029296875","73.37030029296875","73.37030029296875","23.476445564068854","23.476445564068854","23.476445564068854","66.18589115142822","66.18589115142822","66.18589115142822","20.12470133951865","20.12470133951865","20.12470133951865","55.83683334290981","55.83683334290981","55.83683334290981","66.46303960680962","66.46303960680962","66.46303960680962"
"434","63.68858337402344","63.68858337402344","63.68858337402344","71.4278335571289","71.4278335571289","71.4278335571289","65.14628601074219","65.14628601074219","65.14628601074219","50.03580093383789","50.03580093383789","50.03580093383789","71.11564636230469","71.11564636230469","71.11564636230469","-37.26578096766025","-37.26578096766025","-37.26578096766025","77.0183681063354","77.0183681063354","77.0183681063354","59.70910034328699","59.70910034328699","59.70910034328699","59.929120659828186","59.929120659828186","59.929120659828186","65.51291498541832","65.51291498541832","65.51291498541832"
"435","67.15473175048828","67.15473175048828","67.15473175048828","71.73159790039062","71.73159790039062","71.73159790039062","75.21171569824219","75.21171569824219","75.21171569824219","66.8556900024414","66.8556900024414","66.8556900024414","61.59175491333008","61.59175491333008","61.59175491333008","25.54726439222577","25.54726439222577","25.54726439222577","31.396325632929802","31.396325632929802","31.396325632929802","46.323553424328566","46.323553424328566","46.323553424328566","54.529062524437904","54.529062524437904","54.529062524437904","56.78471088409424","56.78471088409424","56.78471088409424"
"436","63.833126068115234","63.833126068115234","63.833126068115234","71.15828704833984","71.15828704833984","71.15828704833984","79.87464141845703","79.87464141845703","79.87464141845703","58.87752914428711","58.87752914428711","58.87752914428711","55.52752685546875","55.52752685546875","55.52752685546875","48.526161044836044","48.526161044836044","48.526161044836044","63.0516546331346","63.0516546331346","63.0516546331346","47.55786581337452","47.55786581337452","47.55786581337452","49.07330372836441","49.07330372836441","49.07330372836441","-39.28872653841972","-39.28872653841972","-39.28872653841972"
"437","54.54924774169922","54.54924774169922","54.54924774169922","62.46687698364258","62.46687698364258","62.46687698364258","64.2111587524414","64.2111587524414","64.2111587524414","80.25634002685547","80.25634002685547","80.25634002685547","65.71475982666016","65.71475982666016","65.71475982666016","","","","-42.537822261452675","-42.537822261452675","-42.537822261452675","-13.25140574015677","-13.25140574015677","-13.25140574015677","67.58626037836075","67.58626037836075","67.58626037836075","55.867992985993624","55.867992985993624","55.867992985993624"
"438","63.381004333496094","63.381004333496094","63.381004333496094","76.37797546386719","76.37797546386719","76.37797546386719","61.38922119140625","61.38922119140625","61.38922119140625","60.043968200683594","60.043968200683594","60.043968200683594","83.39299774169922","83.39299774169922","83.39299774169922","38.19087352603674","38.19087352603674","38.19087352603674","76.13113477826118","76.13113477826118","76.13113477826118","3.878328195307404","3.878328195307404","3.878328195307404","56.5761093236506","56.5761093236506","56.5761093236506","62.98075811564922","62.98075811564922","62.98075811564922"
"439","62.753639221191406","62.753639221191406","62.753639221191406","78.61891174316406","78.61891174316406","78.61891174316406","64.07763671875","64.07763671875","64.07763671875","77.22454071044922","77.22454071044922","77.22454071044922","51.57575225830078","51.57575225830078","51.57575225830078","66.59664499759674","66.59664499759674","66.59664499759674","-21.319601505994797","-21.319601505994797","-21.319601505994797","0.22401174157857895","0.22401174157857895","0.22401174157857895","51.621632136404514","51.621632136404514","51.621632136404514","66.38074737787247","66.38074737787247","66.38074737787247"
"440","61.18318176269531","61.18318176269531","61.18318176269531","35.263710021972656","35.263710021972656","35.263710021972656","56.250144958496094","56.250144958496094","56.250144958496094","58.02993392944336","58.02993392944336","58.02993392944336","76.78327941894531","76.78327941894531","76.78327941894531","51.03809270262718","51.03809270262718","51.03809270262718","55.96179884672165","55.96179884672165","55.96179884672165","-12.692551463842392","-12.692551463842392","-12.692551463842392","79.1133944094181","79.1133944094181","79.1133944094181","72.8031170964241","72.8031170964241","72.8031170964241"
"441","71.19878387451172","71.19878387451172","71.19878387451172","60.545379638671875","60.545379638671875","60.545379638671875","62.106143951416016","62.106143951416016","62.106143951416016","69.4737319946289","69.4737319946289","69.4737319946289","80.33319854736328","80.33319854736328","80.33319854736328","-4.095554374158382","-4.095554374158382","-4.095554374158382","32.5916840787977","32.5916840787977","32.5916840787977","22.307832794380374","22.307832794380374","22.307832794380374","49.81325696129352","49.81325696129352","49.81325696129352","55.57492949068546","55.57492949068546","55.57492949068546"
"442","52.64000701904297","52.64000701904297","52.64000701904297","81.78616333007812","81.78616333007812","81.78616333007812","74.51871490478516","74.51871490478516","74.51871490478516","67.61797332763672","67.61797332763672","67.61797332763672","62.419830322265625","62.419830322265625","62.419830322265625","49.19042295217514","49.19042295217514","49.19042295217514","55.320528626441956","55.320528626441956","55.320528626441956","22.799835942685604","22.799835942685604","22.799835942685604","69.60592377185822","69.60592377185822","69.60592377185822","58.9480152875185","58.9480152875185","58.9480152875185"
"443","67.02385711669922","67.02385711669922","67.02385711669922","65.3733139038086","65.3733139038086","65.3733139038086","63.72999572753906","63.72999572753906","63.72999572753906","77.97723388671875","77.97723388671875","77.97723388671875","68.938720703125","68.938720703125","68.938720703125","71.18286740779877","71.18286740779877","71.18286740779877","67.57955316081643","67.57955316081643","67.57955316081643","-44.65075576864183","-44.65075576864183","-44.65075576864183","72.33875060081482","72.33875060081482","72.33875060081482","71.5937327593565","71.5937327593565","71.5937327593565"
"444","23.61022186279297","23.61022186279297","23.61022186279297","64.75898742675781","64.75898742675781","64.75898742675781","58.53094482421875","58.53094482421875","58.53094482421875","79.25421905517578","79.25421905517578","79.25421905517578","68.94271850585938","68.94271850585938","68.94271850585938","-22.41813711449504","-22.41813711449504","-22.41813711449504","66.27522601932287","66.27522601932287","66.27522601932287","-7.76565021649003","-7.76565021649003","-7.76565021649003","67.24476701021194","67.24476701021194","67.24476701021194","72.70813596248627","72.70813596248627","72.70813596248627"
"445","57.419517517089844","57.419517517089844","57.419517517089844","73.41702270507812","73.41702270507812","73.41702270507812","67.14688110351562","67.14688110351562","67.14688110351562","65.33975219726562","65.33975219726562","65.33975219726562","69.71430206298828","69.71430206298828","69.71430206298828","39.43430142477155","39.43430142477155","39.43430142477155","67.79823213815689","67.79823213815689","67.79823213815689","57.50004777312279","57.50004777312279","57.50004777312279","51.83042477071285","51.83042477071285","51.83042477071285","74.43434853851795","74.43434853851795","74.43434853851795"
"446","63.93854904174805","63.93854904174805","63.93854904174805","68.67283630371094","68.67283630371094","68.67283630371094","74.88118743896484","74.88118743896484","74.88118743896484","51.64436340332031","51.64436340332031","51.64436340332031","63.53178024291992","63.53178024291992","63.53178024291992","67.56894606351852","67.56894606351852","67.56894606351852","-86.54019823670387","-86.54019823670387","-86.54019823670387","39.43663095869124","39.43663095869124","39.43663095869124","70.68273413181305","70.68273413181305","70.68273413181305","68.66991749405861","68.66991749405861","68.66991749405861"
"447","57.881134033203125","57.881134033203125","57.881134033203125","71.32500457763672","71.32500457763672","71.32500457763672","72.1371841430664","72.1371841430664","72.1371841430664","57.16238021850586","57.16238021850586","57.16238021850586","72.50263214111328","72.50263214111328","72.50263214111328","-33.953796124551445","-33.953796124551445","-33.953796124551445","57.819540958851576","57.819540958851576","57.819540958851576","-28.32088752090931","-28.32088752090931","-28.32088752090931","51.24875319749117","51.24875319749117","51.24875319749117","41.2660260964185","41.2660260964185","41.2660260964185"
"448","","","","","","","","","","","","","","","","55.89696745574474","55.89696745574474","55.89696745574474","60.38709658384323","60.38709658384323","60.38709658384323","62.286634996533394","62.286634996533394","62.286634996533394","59.130289286375046","59.130289286375046","59.130289286375046","-23.815771028399467","-23.815771028399467","-23.815771028399467"
"449","49.085060119628906","49.085060119628906","49.085060119628906","53.50332260131836","53.50332260131836","53.50332260131836","48.228370666503906","48.228370666503906","48.228370666503906","72.72882843017578","72.72882843017578","72.72882843017578","81.54402160644531","81.54402160644531","81.54402160644531","37.95052037015557","37.95052037015557","37.95052037015557","59.32741301320493","59.32741301320493","59.32741301320493","50.50524082034826","50.50524082034826","50.50524082034826","69.62617448717356","69.62617448717356","69.62617448717356","65.76866212487221","65.76866212487221","65.76866212487221"
"450","51.9554443359375","51.9554443359375","51.9554443359375","64.22911834716797","64.22911834716797","64.22911834716797","73.21641540527344","73.21641540527344","73.21641540527344","71.69971466064453","71.69971466064453","71.69971466064453","74.69017028808594","74.69017028808594","74.69017028808594","47.32247217744589","47.32247217744589","47.32247217744589","61.11187035962939","61.11187035962939","61.11187035962939","","","","-61.187482580542564","-61.187482580542564","-61.187482580542564","46.596390780992806","46.596390780992806","46.596390780992806"
"451","64.28608703613281","64.28608703613281","64.28608703613281","69.95419311523438","69.95419311523438","69.95419311523438","59.36703872680664","59.36703872680664","59.36703872680664","76.24899291992188","76.24899291992188","76.24899291992188","70.82391357421875","70.82391357421875","70.82391357421875","66.83701577782631","66.83701577782631","66.83701577782631","48.64590612240136","48.64590612240136","48.64590612240136","48.589803010225296","48.589803010225296","48.589803010225296","69.868930734694","69.868930734694","69.868930734694","78.7879126816988","78.7879126816988","78.7879126816988"
"452","73.83429718017578","73.83429718017578","73.83429718017578","76.19667053222656","76.19667053222656","76.19667053222656","62.81332015991211","62.81332015991211","62.81332015991211","57.316795349121094","57.316795349121094","57.316795349121094","70.89376068115234","70.89376068115234","70.89376068115234","60.80701833963394","60.80701833963394","60.80701833963394","60.79078462719917","60.79078462719917","60.79078462719917","-71.78254901710898","-71.78254901710898","-71.78254901710898","81.98598186578602","81.98598186578602","81.98598186578602","77.00466713309288","77.00466713309288","77.00466713309288"
"453","68.08816528320312","68.08816528320312","68.08816528320312","66.68067169189453","66.68067169189453","66.68067169189453","52.44954299926758","52.44954299926758","52.44954299926758","61.50810623168945","61.50810623168945","61.50810623168945","79.49092864990234","79.49092864990234","79.49092864990234","-57.60996532253921","-57.60996532253921","-57.60996532253921","72.49996377900243","72.49996377900243","72.49996377900243","40.77890086919069","40.77890086919069","40.77890086919069","69.08061110973358","69.08061110973358","69.08061110973358","59.09976355731487","59.09976355731487","59.09976355731487"
"454","46.54029846191406","46.54029846191406","46.54029846191406","69.74407958984375","69.74407958984375","69.74407958984375","55.154972076416016","55.154972076416016","55.154972076416016","70.45323944091797","70.45323944091797","70.45323944091797","80.13976287841797","80.13976287841797","80.13976287841797","55.83772378787398","55.83772378787398","55.83772378787398","60.545309364795685","60.545309364795685","60.545309364795685","54.751348719000816","54.751348719000816","54.751348719000816","-45.43887174036354","-45.43887174036354","-45.43887174036354","66.43389428034425","66.43389428034425","66.43389428034425"
"455","80.81648254394531","80.81648254394531","80.81648254394531","77.73782348632812","77.73782348632812","77.73782348632812","56.68251037597656","56.68251037597656","56.68251037597656","76.80631256103516","76.80631256103516","76.80631256103516","64.27987670898438","64.27987670898438","64.27987670898438","53.60961863771081","53.60961863771081","53.60961863771081","81.61256214231253","81.61256214231253","81.61256214231253","27.463282994925976","27.463282994925976","27.463282994925976","65.99133647978306","65.99133647978306","65.99133647978306","74.03665524721146","74.03665524721146","74.03665524721146"
"456","53.86697769165039","53.86697769165039","53.86697769165039","59.939640045166016","59.939640045166016","59.939640045166016","56.48787307739258","56.48787307739258","56.48787307739258","37.216468811035156","37.216468811035156","37.216468811035156","81.14167022705078","81.14167022705078","81.14167022705078","59.68967478722334","59.68967478722334","59.68967478722334","75.69546469673514","75.69546469673514","75.69546469673514","58.804854825139046","58.804854825139046","58.804854825139046","68.47038905322552","68.47038905322552","68.47038905322552","-51.83664122223854","-51.83664122223854","-51.83664122223854"
"457","65.87771606445312","65.87771606445312","65.87771606445312","57.17702102661133","57.17702102661133","57.17702102661133","80.70156860351562","80.70156860351562","80.70156860351562","74.36134338378906","74.36134338378906","74.36134338378906","61.99058532714844","61.99058532714844","61.99058532714844","-74.0527481585741","-74.0527481585741","-74.0527481585741","-3.0253727734088898","-3.0253727734088898","-3.0253727734088898","68.3257568879053","68.3257568879053","68.3257568879053","17.862526178359985","17.862526178359985","17.862526178359985","66.31917966902256","66.31917966902256","66.31917966902256"
"458","71.94178009033203","71.94178009033203","71.94178009033203","71.46087646484375","71.46087646484375","71.46087646484375","74.98399353027344","74.98399353027344","74.98399353027344","69.09873962402344","69.09873962402344","69.09873962402344","64.746337890625","64.746337890625","64.746337890625","37.00206992961466","37.00206992961466","37.00206992961466","61.112136609852314","61.112136609852314","61.112136609852314","30.80430960468948","30.80430960468948","30.80430960468948","73.02881375141442","73.02881375141442","73.02881375141442","72.25070333480835","72.25070333480835","72.25070333480835"
"459","62.31932830810547","62.31932830810547","62.31932830810547","58.092567443847656","58.092567443847656","58.092567443847656","77.56970977783203","77.56970977783203","77.56970977783203","67.84896850585938","67.84896850585938","67.84896850585938","65.04283142089844","65.04283142089844","65.04283142089844","54.20905987918377","54.20905987918377","54.20905987918377","33.69969216675963","33.69969216675963","33.69969216675963","3.616553601808846","3.616553601808846","3.616553601808846","72.00299601256847","72.00299601256847","72.00299601256847","68.84001016616821","68.84001016616821","68.84001016616821"
"460","63.38420486450195","63.38420486450195","63.38420486450195","70.59374237060547","70.59374237060547","70.59374237060547","62.49040222167969","62.49040222167969","62.49040222167969","49.11759948730469","49.11759948730469","49.11759948730469","77.50709533691406","77.50709533691406","77.50709533691406","-36.803794706240296","-36.803794706240296","-36.803794706240296","-28.933889880776405","-28.933889880776405","-28.933889880776405","-27.843664824962616","-27.843664824962616","-27.843664824962616","","","","64.22470637410879","64.22470637410879","64.22470637410879"
"461","74.48912048339844","74.48912048339844","74.48912048339844","66.7159423828125","66.7159423828125","66.7159423828125","64.63172149658203","64.63172149658203","64.63172149658203","60.38655090332031","60.38655090332031","60.38655090332031","70.6902084350586","70.6902084350586","70.6902084350586","-67.46460254536942","-67.46460254536942","-67.46460254536942","","","","42.401417795568705","42.401417795568705","42.401417795568705","68.46262407302856","68.46262407302856","68.46262407302856","","",""
"462","68.48784637451172","68.48784637451172","68.48784637451172","56.79056930541992","56.79056930541992","56.79056930541992","62.90961837768555","62.90961837768555","62.90961837768555","61.70407485961914","61.70407485961914","61.70407485961914","62.06714630126953","62.06714630126953","62.06714630126953","","","","40.98826289550698","40.98826289550698","40.98826289550698","","","","","","","72.40637361072004","72.40637361072004","72.40637361072004"
"463","62.055084228515625","62.055084228515625","62.055084228515625","67.81299591064453","67.81299591064453","67.81299591064453","75.02590942382812","75.02590942382812","75.02590942382812","58.78951644897461","58.78951644897461","58.78951644897461","66.55693054199219","66.55693054199219","66.55693054199219","67.28333070129156","67.28333070129156","67.28333070129156","-5.766242880374193","-5.766242880374193","-5.766242880374193","42.51064885593951","42.51064885593951","42.51064885593951","63.48093609511852","63.48093609511852","63.48093609511852","-27.38091691210866","-27.38091691210866","-27.38091691210866"
"464","75.93327331542969","75.93327331542969","75.93327331542969","31.53358268737793","31.53358268737793","31.53358268737793","17.85517692565918","17.85517692565918","17.85517692565918","64.34516143798828","64.34516143798828","64.34516143798828","39.45661163330078","39.45661163330078","39.45661163330078","4.301633793860674","4.301633793860674","4.301633793860674","","","","29.901698552072048","29.901698552072048","29.901698552072048","71.17863180488348","71.17863180488348","71.17863180488348","58.35956062376499","58.35956062376499","58.35956062376499"
"465","60.735836029052734","60.735836029052734","60.735836029052734","73.49250030517578","73.49250030517578","73.49250030517578","62.682254791259766","62.682254791259766","62.682254791259766","78.25374603271484","78.25374603271484","78.25374603271484","53.17106246948242","53.17106246948242","53.17106246948242","-28.930447965860367","-28.930447965860367","-28.930447965860367","70.46474745497108","70.46474745497108","70.46474745497108","39.2923066301737","39.2923066301737","39.2923066301737","68.40764996409416","68.40764996409416","68.40764996409416","62.96802434325218","62.96802434325218","62.96802434325218"
"466","73.7536392211914","73.7536392211914","73.7536392211914","76.55997467041016","76.55997467041016","76.55997467041016","54.288856506347656","54.288856506347656","54.288856506347656","59.95765686035156","59.95765686035156","59.95765686035156","68.33049774169922","68.33049774169922","68.33049774169922","55.53565238416195","55.53565238416195","55.53565238416195","65.23429253697395","65.23429253697395","65.23429253697395","19.92848199652508","19.92848199652508","19.92848199652508","56.67771351337433","56.67771351337433","56.67771351337433","-28.748544871457852","-28.748544871457852","-28.748544871457852"
"467","66.02745056152344","66.02745056152344","66.02745056152344","61.24797821044922","61.24797821044922","61.24797821044922","72.74983978271484","72.74983978271484","72.74983978271484","47.73995590209961","47.73995590209961","47.73995590209961","47.37061309814453","47.37061309814453","47.37061309814453","-40.997278809547424","-40.997278809547424","-40.997278809547424","42.489265125244856","42.489265125244856","42.489265125244856","51.30992002785206","51.30992002785206","51.30992002785206","72.05064610019326","72.05064610019326","72.05064610019326","69.70395654812455","69.70395654812455","69.70395654812455"
"468","62.823585510253906","62.823585510253906","62.823585510253906","75.2024154663086","75.2024154663086","75.2024154663086","68.12798309326172","68.12798309326172","68.12798309326172","69.0988998413086","69.0988998413086","69.0988998413086","73.41325378417969","73.41325378417969","73.41325378417969","47.048212382011116","47.048212382011116","47.048212382011116","66.57740062475204","66.57740062475204","66.57740062475204","-35.85624507814646","-35.85624507814646","-35.85624507814646","68.72460556030273","68.72460556030273","68.72460556030273","51.95711911469698","51.95711911469698","51.95711911469698"
"469","49.247894287109375","49.247894287109375","49.247894287109375","57.059940338134766","57.059940338134766","57.059940338134766","62.83802795410156","62.83802795410156","62.83802795410156","67.35006713867188","67.35006713867188","67.35006713867188","58.6522331237793","58.6522331237793","58.6522331237793","57.35673274286091","57.35673274286091","57.35673274286091","68.1167978644371","68.1167978644371","68.1167978644371","57.979842111468315","57.979842111468315","57.979842111468315","40.49972303211689","40.49972303211689","40.49972303211689","64.51894029974937","64.51894029974937","64.51894029974937"
"470","56.60979080200195","56.60979080200195","56.60979080200195","46.18852615356445","46.18852615356445","46.18852615356445","76.74188232421875","76.74188232421875","76.74188232421875","65.09027862548828","65.09027862548828","65.09027862548828","63.82732391357422","63.82732391357422","63.82732391357422","66.95289809047244","66.95289809047244","66.95289809047244","82.43004983663559","82.43004983663559","82.43004983663559","68.58219894766808","68.58219894766808","68.58219894766808","63.07471773028374","63.07471773028374","63.07471773028374","44.993280589580536","44.993280589580536","44.993280589580536"
"471","73.06123352050781","73.06123352050781","73.06123352050781","64.59693908691406","64.59693908691406","64.59693908691406","66.84033203125","66.84033203125","66.84033203125","64.46992492675781","64.46992492675781","64.46992492675781","54.80482482910156","54.80482482910156","54.80482482910156","29.1525085195899","29.1525085195899","29.1525085195899","69.05402917787433","69.05402917787433","69.05402917787433","2.87445018440485","2.87445018440485","2.87445018440485","41.25511413812637","41.25511413812637","41.25511413812637","70.22089398652315","70.22089398652315","70.22089398652315"
"472","76.7188491821289","76.7188491821289","76.7188491821289","77.21367645263672","77.21367645263672","77.21367645263672","70.1579360961914","70.1579360961914","70.1579360961914","73.75029754638672","73.75029754638672","73.75029754638672","30.201488494873047","30.201488494873047","30.201488494873047","51.5450924038887","51.5450924038887","51.5450924038887","72.4791592657566","72.4791592657566","72.4791592657566","24.452361322240904","24.452361322240904","24.452361322240904","74.61964175105095","74.61964175105095","74.61964175105095","66.64812336862087","66.64812336862087","66.64812336862087"
"473","65.53678131103516","65.53678131103516","65.53678131103516","65.80823516845703","65.80823516845703","65.80823516845703","73.32038116455078","73.32038116455078","73.32038116455078","50.5684928894043","50.5684928894043","50.5684928894043","67.16893005371094","67.16893005371094","67.16893005371094","68.45028325915337","68.45028325915337","68.45028325915337","67.82106055691838","67.82106055691838","67.82106055691838","-26.707289092242718","-26.707289092242718","-26.707289092242718","63.028681963682175","63.028681963682175","63.028681963682175","53.38670650497079","53.38670650497079","53.38670650497079"
"474","12.188237190246582","12.188237190246582","12.188237190246582","74.19512176513672","74.19512176513672","74.19512176513672","74.1860122680664","74.1860122680664","74.1860122680664","64.6092758178711","64.6092758178711","64.6092758178711","74.27615356445312","74.27615356445312","74.27615356445312","-11.640710338950157","-11.640710338950157","-11.640710338950157","14.10309625044465","14.10309625044465","14.10309625044465","24.905400002840906","24.905400002840906","24.905400002840906","71.83569394052029","71.83569394052029","71.83569394052029","74.13686368614435","74.13686368614435","74.13686368614435"
"475","","","","","","","","","","","","","","","","-14.936735481023788","-14.936735481023788","-14.936735481023788","-30.46889616549015","-30.46889616549015","-30.46889616549015","44.407574255019426","44.407574255019426","44.407574255019426","82.2973495721817","82.2973495721817","82.2973495721817","71.6587977707386","71.6587977707386","71.6587977707386"
"476","62.662288665771484","62.662288665771484","62.662288665771484","55.775333404541016","55.775333404541016","55.775333404541016","66.91677856445312","66.91677856445312","66.91677856445312","73.21074676513672","73.21074676513672","73.21074676513672","72.45382690429688","72.45382690429688","72.45382690429688","4.296559520997107","4.296559520997107","4.296559520997107","76.32320207357407","76.32320207357407","76.32320207357407","35.37548407912254","35.37548407912254","35.37548407912254","72.8806101679802","72.8806101679802","72.8806101679802","61.80059263110161","61.80059263110161","61.80059263110161"
"477","73.33934020996094","73.33934020996094","73.33934020996094","58.567806243896484","58.567806243896484","58.567806243896484","88.57776641845703","88.57776641845703","88.57776641845703","63.008338928222656","63.008338928222656","63.008338928222656","57.879417419433594","57.879417419433594","57.879417419433594","49.20574989914894","49.20574989914894","49.20574989914894","78.00547105818987","78.00547105818987","78.00547105818987","71.87223567068577","71.87223567068577","71.87223567068577","47.868280470371246","47.868280470371246","47.868280470371246","80.28656098246574","80.28656098246574","80.28656098246574"
