"Step","dreamerv3/medium/ih_15/room0/rotation/run4 - train/score","dreamerv3/medium/ih_15/room0/rotation/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run3 - train/score","dreamerv3/medium/ih_15/room0/rotation/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run2 - train/score","dreamerv3/medium/ih_15/room0/rotation/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run1 - train/score","dreamerv3/medium/ih_15/room0/rotation/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run0 - train/score","dreamerv3/medium/ih_15/room0/rotation/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run4 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run3 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run2 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run1 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run0 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run0 - train/score__MAX"
"452","11.652378529310226","11.652378529310226","11.652378529310226","-48.14753903262317","-48.14753903262317","-48.14753903262317","-10.17901317588985","-10.17901317588985","-10.17901317588985","31.689158364664763","31.689158364664763","31.689158364664763","-18.74530617892742","-18.74530617892742","-18.74530617892742","-47.06677204929292","-47.06677204929292","-47.06677204929292","-90.85484232008457","-90.85484232008457","-90.85484232008457","-26.916977311018854","-26.916977311018854","-26.916977311018854","31.221717029809952","31.221717029809952","31.221717029809952","-89.61687580123544","-89.61687580123544","-89.61687580123544"
"453","","","","1.1307141929864883","1.1307141929864883","1.1307141929864883","34.138110876083374","34.138110876083374","34.138110876083374","24.88792372867465","24.88792372867465","24.88792372867465","22.677253983914852","22.677253983914852","22.677253983914852","-85.74994462169707","-85.74994462169707","-85.74994462169707","-89.85738392849453","-89.85738392849453","-89.85738392849453","6.149250808630313","6.149250808630313","6.149250808630313","-18.65307641774416","-18.65307641774416","-18.65307641774416","-40.77829203894362","-40.77829203894362","-40.77829203894362"
"454","21.14456079574302","21.14456079574302","21.14456079574302","-27.13379617780447","-27.13379617780447","-27.13379617780447","-8.786901391111314","-8.786901391111314","-8.786901391111314","45.92777833342552","45.92777833342552","45.92777833342552","29.819391010329127","29.819391010329127","29.819391010329127","-5.677954819984734","-5.677954819984734","-5.677954819984734","-50.08460772037506","-50.08460772037506","-50.08460772037506","-94.97233394905925","-94.97233394905925","-94.97233394905925","-100","-100","-100","-98.04865899682045","-98.04865899682045","-98.04865899682045"
"455","32.4498138576746","32.4498138576746","32.4498138576746","-16.81825534813106","-16.81825534813106","-16.81825534813106","-28.647071920335293","-28.647071920335293","-28.647071920335293","22.81844826042652","22.81844826042652","22.81844826042652","14.161601756699383","14.161601756699383","14.161601756699383","-92.99463175237179","-92.99463175237179","-92.99463175237179","-96.7168442606926","-96.7168442606926","-96.7168442606926","-19.74336968571879","-19.74336968571879","-19.74336968571879","","","","-73.27245013415813","-73.27245013415813","-73.27245013415813"
"456","17.864067723974586","17.864067723974586","17.864067723974586","-38.99054845562205","-38.99054845562205","-38.99054845562205","4.790486279758625","4.790486279758625","4.790486279758625","40.73420836031437","40.73420836031437","40.73420836031437","-59.496055886149406","-59.496055886149406","-59.496055886149406","-67.54010466858745","-67.54010466858745","-67.54010466858745","-52.24362373072654","-52.24362373072654","-52.24362373072654","-96.19903363287449","-96.19903363287449","-96.19903363287449","-84.21454901620746","-84.21454901620746","-84.21454901620746","14.825256794691086","14.825256794691086","14.825256794691086"
"457","41.65915838535875","41.65915838535875","41.65915838535875","0.7570201114285737","0.7570201114285737","0.7570201114285737","-2.886807631701231","-2.886807631701231","-2.886807631701231","3.1685987641103566","3.1685987641103566","3.1685987641103566","24.431364696007222","24.431364696007222","24.431364696007222","-48.29142997786403","-48.29142997786403","-48.29142997786403","24.393305256962776","24.393305256962776","24.393305256962776","-22.26319543365389","-22.26319543365389","-22.26319543365389","-94.5982518196106","-94.5982518196106","-94.5982518196106","-75.70623442903161","-75.70623442903161","-75.70623442903161"
"458","13.408704636618495","13.408704636618495","13.408704636618495","-15.079834550619125","-15.079834550619125","-15.079834550619125","14.296505806036294","14.296505806036294","14.296505806036294","35.14732891321182","35.14732891321182","35.14732891321182","51.83094261586666","51.83094261586666","51.83094261586666","-29.05106121301651","-29.05106121301651","-29.05106121301651","-95.10820901207626","-95.10820901207626","-95.10820901207626","-80.09147310256958","-80.09147310256958","-80.09147310256958","-64.71214206609875","-64.71214206609875","-64.71214206609875","-36.55338721582666","-36.55338721582666","-36.55338721582666"
"459","44.64009155333042","44.64009155333042","44.64009155333042","18.488789446651936","18.488789446651936","18.488789446651936","-38.070060634054244","-38.070060634054244","-38.070060634054244","10.783166505862027","10.783166505862027","10.783166505862027","47.46249556541443","47.46249556541443","47.46249556541443","-26.63936437293887","-26.63936437293887","-26.63936437293887","-82.64388363715261","-82.64388363715261","-82.64388363715261","-16.156225230544806","-16.156225230544806","-16.156225230544806","-49.19749131432036","-49.19749131432036","-49.19749131432036","-84.08289276063442","-84.08289276063442","-84.08289276063442"
"460","5.407022774219513","5.407022774219513","5.407022774219513","-2.72965046367608","-2.72965046367608","-2.72965046367608","12.241217195987701","12.241217195987701","12.241217195987701","52.56041810661554","52.56041810661554","52.56041810661554","51.38465967774391","51.38465967774391","51.38465967774391","36.75352877925616","36.75352877925616","36.75352877925616","-42.9694950056728","-42.9694950056728","-42.9694950056728","16.769072773866355","16.769072773866355","16.769072773866355","-91.07579851034097","-91.07579851034097","-91.07579851034097","-58.204890698194504","-58.204890698194504","-58.204890698194504"
"461","43.49791446328163","43.49791446328163","43.49791446328163","-16.147792567498982","-16.147792567498982","-16.147792567498982","22.261651158332825","22.261651158332825","22.261651158332825","19.849126686807722","19.849126686807722","19.849126686807722","38.376092322170734","38.376092322170734","38.376092322170734","-84.27443284913898","-84.27443284913898","-84.27443284913898","-30.58295785356313","-30.58295785356313","-30.58295785356313","-42.85141638526693","-42.85141638526693","-42.85141638526693","-48.44847283978015","-48.44847283978015","-48.44847283978015","-91.49977090675384","-91.49977090675384","-91.49977090675384"
"462","","","","","","","","","","","","","","","","-74.36199626140296","-74.36199626140296","-74.36199626140296","-91.97744280099869","-91.97744280099869","-91.97744280099869","-99.25769254565239","-99.25769254565239","-99.25769254565239","-24.510764876380563","-24.510764876380563","-24.510764876380563","","",""
"463","15.166536263655871","15.166536263655871","15.166536263655871","35.8983346298337","35.8983346298337","35.8983346298337","4.926128555089235","4.926128555089235","4.926128555089235","25.424017547629774","25.424017547629774","25.424017547629774","-39.11554640159011","-39.11554640159011","-39.11554640159011","","","","","","","","","","","","","-72.02073089778423","-72.02073089778423","-72.02073089778423"
"464","-7.706083646044135","-7.706083646044135","-7.706083646044135","-23.429030089173466","-23.429030089173466","-23.429030089173466","-1.2000718982890248","-1.2000718982890248","-1.2000718982890248","-16.07108416594565","-16.07108416594565","-16.07108416594565","33.46419734507799","33.46419734507799","33.46419734507799","-53.78771099448204","-53.78771099448204","-53.78771099448204","-40.34149548970163","-40.34149548970163","-40.34149548970163","7.659104384481907","7.659104384481907","7.659104384481907","-47.277106500347145","-47.277106500347145","-47.277106500347145","","",""
"465","11.597928814357147","11.597928814357147","11.597928814357147","-58.261790002696216","-58.261790002696216","-58.261790002696216","-23.48254431830719","-23.48254431830719","-23.48254431830719","-94.00776216387749","-94.00776216387749","-94.00776216387749","20.18247229489498","20.18247229489498","20.18247229489498","-93.11789910495281","-93.11789910495281","-93.11789910495281","-79.1807794602355","-79.1807794602355","-79.1807794602355","-48.980511117726564","-48.980511117726564","-48.980511117726564","-46.43400977551937","-46.43400977551937","-46.43400977551937","-90.75477123260498","-90.75477123260498","-90.75477123260498"
"466","-8.718419599812478","-8.718419599812478","-8.718419599812478","-0.24377986788749695","-0.24377986788749695","-0.24377986788749695","-6.703609083313495","-6.703609083313495","-6.703609083313495","43.20254564285278","43.20254564285278","43.20254564285278","7.3986266842111945","7.3986266842111945","7.3986266842111945","-59.59358307719231","-59.59358307719231","-59.59358307719231","-64.9591205008328","-64.9591205008328","-64.9591205008328","-72.67965532373637","-72.67965532373637","-72.67965532373637","-32.455930126830935","-32.455930126830935","-32.455930126830935","-94.59304864704609","-94.59304864704609","-94.59304864704609"
"467","48.17599558830261","48.17599558830261","48.17599558830261","-11.202562246471643","-11.202562246471643","-11.202562246471643","-3.2537182085216045","-3.2537182085216045","-3.2537182085216045","-16.27658373862505","-16.27658373862505","-16.27658373862505","29.490869011729956","29.490869011729956","29.490869011729956","29.274225393339293","29.274225393339293","29.274225393339293","","","","-4.882375294691883","-4.882375294691883","-4.882375294691883","-13.305574227124453","-13.305574227124453","-13.305574227124453","-96.71079725027084","-96.71079725027084","-96.71079725027084"
"468","27.00775734335184","27.00775734335184","27.00775734335184","-10.996442217379808","-10.996442217379808","-10.996442217379808","19.013853601180017","19.013853601180017","19.013853601180017","23.419373152777553","23.419373152777553","23.419373152777553","-3.8711578864604235","-3.8711578864604235","-3.8711578864604235","-93.09251467883587","-93.09251467883587","-93.09251467883587","-29.73507893783244","-29.73507893783244","-29.73507893783244","-100","-100","-100","39.52872313559055","39.52872313559055","39.52872313559055","-38.078804256394506","-38.078804256394506","-38.078804256394506"
"469","55.490264326334","55.490264326334","55.490264326334","32.96164844930172","32.96164844930172","32.96164844930172","16.88041925802827","16.88041925802827","16.88041925802827","-3.8952473998069763","-3.8952473998069763","-3.8952473998069763","38.17630785703659","38.17630785703659","38.17630785703659","-86.04473279416561","-86.04473279416561","-86.04473279416561","-94.8291013687849","-94.8291013687849","-94.8291013687849","1.9153132282663137","1.9153132282663137","1.9153132282663137","6.738018176518381","6.738018176518381","6.738018176518381","-54.69070015678881","-54.69070015678881","-54.69070015678881"
"470","-24.9797727522091","-24.9797727522091","-24.9797727522091","36.107128486037254","36.107128486037254","36.107128486037254","13.743047592695802","13.743047592695802","13.743047592695802","40.83953718561679","40.83953718561679","40.83953718561679","54.05411046743393","54.05411046743393","54.05411046743393","-96.99079513549805","-96.99079513549805","-96.99079513549805","-87.89408333599567","-87.89408333599567","-87.89408333599567","-64.70812224410474","-64.70812224410474","-64.70812224410474","-62.40744908154011","-62.40744908154011","-62.40744908154011","-97.23079338669777","-97.23079338669777","-97.23079338669777"
"471","32.663894198834896","32.663894198834896","32.663894198834896","6.424260379746556","6.424260379746556","6.424260379746556","48.692302107810974","48.692302107810974","48.692302107810974","40.62449361407198","40.62449361407198","40.62449361407198","-41.00732525251806","-41.00732525251806","-41.00732525251806","-65.18104629404843","-65.18104629404843","-65.18104629404843","-93.27183921635151","-93.27183921635151","-93.27183921635151","-15.703762190882117","-15.703762190882117","-15.703762190882117","-96.07147800922394","-96.07147800922394","-96.07147800922394","-64.02134585380554","-64.02134585380554","-64.02134585380554"
"472","24.926525946706533","24.926525946706533","24.926525946706533","-21.84444531518966","-21.84444531518966","-21.84444531518966","11.308467088267207","11.308467088267207","11.308467088267207","-5.225990103557706","-5.225990103557706","-5.225990103557706","-27.703346699476242","-27.703346699476242","-27.703346699476242","-27.840398924890906","-27.840398924890906","-27.840398924890906","-60.203397162258625","-60.203397162258625","-60.203397162258625","-39.07069855928421","-39.07069855928421","-39.07069855928421","-9.065590569283813","-9.065590569283813","-9.065590569283813","-63.67709045857191","-63.67709045857191","-63.67709045857191"
"473","57.63518729805946","57.63518729805946","57.63518729805946","8.735019156709313","8.735019156709313","8.735019156709313","-25.208906717132777","-25.208906717132777","-25.208906717132777","41.08007265999913","41.08007265999913","41.08007265999913","55.84794397652149","55.84794397652149","55.84794397652149","-46.01718398928642","-46.01718398928642","-46.01718398928642","-8.03597047436051","-8.03597047436051","-8.03597047436051","-93.90986858680844","-93.90986858680844","-93.90986858680844","-66.2097677141428","-66.2097677141428","-66.2097677141428","-98.39324015378952","-98.39324015378952","-98.39324015378952"
"474","8.812372644431889","8.812372644431889","8.812372644431889","-9.797501280903816","-9.797501280903816","-9.797501280903816","-3.6782036842778325","-3.6782036842778325","-3.6782036842778325","-19.026597013697028","-19.026597013697028","-19.026597013697028","42.08298530802131","42.08298530802131","42.08298530802131","-89.16263397037983","-89.16263397037983","-89.16263397037983","-73.30639699101448","-73.30639699101448","-73.30639699101448","-93.70350302755833","-93.70350302755833","-93.70350302755833","-42.09183101914823","-42.09183101914823","-42.09183101914823","-81.79965816438198","-81.79965816438198","-81.79965816438198"
"475","44.70072612166405","44.70072612166405","44.70072612166405","-5.746006486937404","-5.746006486937404","-5.746006486937404","13.339297704398632","13.339297704398632","13.339297704398632","10.891864936798811","10.891864936798811","10.891864936798811","5.636091873049736","5.636091873049736","5.636091873049736","-57.18526907078922","-57.18526907078922","-57.18526907078922","-48.16018372029066","-48.16018372029066","-48.16018372029066","-98.5267122387886","-98.5267122387886","-98.5267122387886","-48.61302220984362","-48.61302220984362","-48.61302220984362","-49.42015468515456","-49.42015468515456","-49.42015468515456"
"476","38.63927288260311","38.63927288260311","38.63927288260311","-6.77532147616148","-6.77532147616148","-6.77532147616148","1.9180588526651263","1.9180588526651263","1.9180588526651263","9.571494221687317","9.571494221687317","9.571494221687317","43.85599772632122","43.85599772632122","43.85599772632122","-91.33298430949799","-91.33298430949799","-91.33298430949799","-22.043514021788724","-22.043514021788724","-22.043514021788724","","","","-97.82911488413811","-97.82911488413811","-97.82911488413811","-88.5277511458844","-88.5277511458844","-88.5277511458844"
"477","9.128408948046854","9.128408948046854","9.128408948046854","11.698287956416607","11.698287956416607","11.698287956416607","-42.15344474464655","-42.15344474464655","-42.15344474464655","43.76046816323651","43.76046816323651","43.76046816323651","46.48066883161664","46.48066883161664","46.48066883161664","-4.590778045356274","-4.590778045356274","-4.590778045356274","-2.002294707694091","-2.002294707694091","-2.002294707694091","-85.25256295129657","-85.25256295129657","-85.25256295129657","2.774645962752402","2.774645962752402","2.774645962752402","-92.33737901039422","-92.33737901039422","-92.33737901039422"
"478","51.82718908414245","51.82718908414245","51.82718908414245","27.24738734215498","27.24738734215498","27.24738734215498","-17.401874357368797","-17.401874357368797","-17.401874357368797","13.71391437575221","13.71391437575221","13.71391437575221","40.137204833328724","40.137204833328724","40.137204833328724","-55.54839332215488","-55.54839332215488","-55.54839332215488","-17.217714474070817","-17.217714474070817","-17.217714474070817","-60.65351018216461","-60.65351018216461","-60.65351018216461","-54.93324505537748","-54.93324505537748","-54.93324505537748","-78.14354406297207","-78.14354406297207","-78.14354406297207"
"479","-19.054055968299508","-19.054055968299508","-19.054055968299508","-5.1183538138866425","-5.1183538138866425","-5.1183538138866425","-9.297015216201544","-9.297015216201544","-9.297015216201544","43.250020829960704","43.250020829960704","43.250020829960704","29.29282657057047","29.29282657057047","29.29282657057047","-88.9646625071764","-88.9646625071764","-88.9646625071764","-92.67277089692652","-92.67277089692652","-92.67277089692652","-71.74988204613328","-71.74988204613328","-71.74988204613328","-34.45829473226331","-34.45829473226331","-34.45829473226331","-49.78239109925926","-49.78239109925926","-49.78239109925926"
"480","41.71047043800354","41.71047043800354","41.71047043800354","-8.938351064920425","-8.938351064920425","-8.938351064920425","-15.791329801082611","-15.791329801082611","-15.791329801082611","45.66465225815773","45.66465225815773","45.66465225815773","28.976737320423126","28.976737320423126","28.976737320423126","-92.75167444348335","-92.75167444348335","-92.75167444348335","29.754297079518437","29.754297079518437","29.754297079518437","-51.16590888798237","-51.16590888798237","-51.16590888798237","-17.94740142999217","-17.94740142999217","-17.94740142999217","-98.1940603684634","-98.1940603684634","-98.1940603684634"
"481","33.94900208711624","33.94900208711624","33.94900208711624","0.5291241705417633","0.5291241705417633","0.5291241705417633","9.862035484984517","9.862035484984517","9.862035484984517","3.6637508415151387","3.6637508415151387","3.6637508415151387","23.33524563908577","23.33524563908577","23.33524563908577","-97.73529022186995","-97.73529022186995","-97.73529022186995","15.742805391550064","15.742805391550064","15.742805391550064","12.133701827377081","12.133701827377081","12.133701827377081","-74.1494440883398","-74.1494440883398","-74.1494440883398","-9.780640236684121","-9.780640236684121","-9.780640236684121"
"482","18.89512576162815","18.89512576162815","18.89512576162815","34.14460251480341","34.14460251480341","34.14460251480341","50.27541810274124","50.27541810274124","50.27541810274124","47.590540021657944","47.590540021657944","47.590540021657944","46.15091511886567","46.15091511886567","46.15091511886567","4.840964924544096","4.840964924544096","4.840964924544096","-93.51792742311954","-93.51792742311954","-93.51792742311954","-79.70873949152883","-79.70873949152883","-79.70873949152883","27.324946373701096","27.324946373701096","27.324946373701096","-72.22449314594269","-72.22449314594269","-72.22449314594269"
"483","12.12522891163826","12.12522891163826","12.12522891163826","32.55347914248705","32.55347914248705","32.55347914248705","-36.66968908160925","-36.66968908160925","-36.66968908160925","12.708392553031445","12.708392553031445","12.708392553031445","4.305083274841309","4.305083274841309","4.305083274841309","-47.14300262928009","-47.14300262928009","-47.14300262928009","-87.52378689497709","-87.52378689497709","-87.52378689497709","-21.534006591886282","-21.534006591886282","-21.534006591886282","-49.5315425042063","-49.5315425042063","-49.5315425042063","-68.80381553201005","-68.80381553201005","-68.80381553201005"
"484","-11.182806648314","-11.182806648314","-11.182806648314","-8.522241696715355","-8.522241696715355","-8.522241696715355","4.352676760870963","4.352676760870963","4.352676760870963","17.169981118291616","17.169981118291616","17.169981118291616","-17.658524215221405","-17.658524215221405","-17.658524215221405","-35.98240376263857","-35.98240376263857","-35.98240376263857","-92.92122808098793","-92.92122808098793","-92.92122808098793","-93.48183547146618","-93.48183547146618","-93.48183547146618","-26.58531916514039","-26.58531916514039","-26.58531916514039","-86.19002431631088","-86.19002431631088","-86.19002431631088"
"485","52.16966446209699","52.16966446209699","52.16966446209699","-12.015266498550773","-12.015266498550773","-12.015266498550773","13.030789762735367","13.030789762735367","13.030789762735367","21.371847100555897","21.371847100555897","21.371847100555897","38.786814184859395","38.786814184859395","38.786814184859395","8.336832113564014","8.336832113564014","8.336832113564014","-70.02168409526348","-70.02168409526348","-70.02168409526348","-33.09332741610706","-33.09332741610706","-33.09332741610706","-10.716614687815309","-10.716614687815309","-10.716614687815309","-97.62854990363121","-97.62854990363121","-97.62854990363121"
"486","-40.368727809749544","-40.368727809749544","-40.368727809749544","25.41946916282177","25.41946916282177","25.41946916282177","-23.980939724016935","-23.980939724016935","-23.980939724016935","42.09590956568718","42.09590956568718","42.09590956568718","-97.5054834485054","-97.5054834485054","-97.5054834485054","","","","-40.883841536939144","-40.883841536939144","-40.883841536939144","20.482306481339037","20.482306481339037","20.482306481339037","12.68736244738102","12.68736244738102","12.68736244738102","-86.67465129494667","-86.67465129494667","-86.67465129494667"
"487","38.8024744912982","38.8024744912982","38.8024744912982","47.67593289539218","47.67593289539218","47.67593289539218","17.144295062869787","17.144295062869787","17.144295062869787","32.92545257508755","32.92545257508755","32.92545257508755","23.37482450157404","23.37482450157404","23.37482450157404","-0.12138891778886318","-0.12138891778886318","-0.12138891778886318","-83.20784693956375","-83.20784693956375","-83.20784693956375","-47.63358305161819","-47.63358305161819","-47.63358305161819","6.169971000403166","6.169971000403166","6.169971000403166","-97.05032392032444","-97.05032392032444","-97.05032392032444"
"488","16.06591249257326","16.06591249257326","16.06591249257326","-1.1103748828172684","-1.1103748828172684","-1.1103748828172684","1.2485801950097084","1.2485801950097084","1.2485801950097084","33.637173565104604","33.637173565104604","33.637173565104604","1.9821625178446993","1.9821625178446993","1.9821625178446993","-91.39674123376608","-91.39674123376608","-91.39674123376608","21.159487974829972","21.159487974829972","21.159487974829972","19.513326063752174","19.513326063752174","19.513326063752174","-19.734647917561233","-19.734647917561233","-19.734647917561233","2.1001236465526745","2.1001236465526745","2.1001236465526745"
"489","-10.539950281381607","-10.539950281381607","-10.539950281381607","34.11918240785599","34.11918240785599","34.11918240785599","2.0823869770392776","2.0823869770392776","2.0823869770392776","51.56127209961414","51.56127209961414","51.56127209961414","46.30768779665232","46.30768779665232","46.30768779665232","1.4395933598279953","1.4395933598279953","1.4395933598279953","-88.7868959158659","-88.7868959158659","-88.7868959158659","-19.490617523668334","-19.490617523668334","-19.490617523668334","-66.09216547012329","-66.09216547012329","-66.09216547012329","-91.79038763511926","-91.79038763511926","-91.79038763511926"
"490","25.267287442460656","25.267287442460656","25.267287442460656","-6.1458780081011355","-6.1458780081011355","-6.1458780081011355","0.37350914999842644","0.37350914999842644","0.37350914999842644","26.014568401500583","26.014568401500583","26.014568401500583","41.161366887390614","41.161366887390614","41.161366887390614","-87.69752157479525","-87.69752157479525","-87.69752157479525","-87.40802142396569","-87.40802142396569","-87.40802142396569","-88.55788074433804","-88.55788074433804","-88.55788074433804","-12.98635821416974","-12.98635821416974","-12.98635821416974","-11.21232845634222","-11.21232845634222","-11.21232845634222"
"491","-4.948199093341827","-4.948199093341827","-4.948199093341827","2.1706189289689064","2.1706189289689064","2.1706189289689064","-34.45435853302479","-34.45435853302479","-34.45435853302479","50.52705863118172","50.52705863118172","50.52705863118172","17.089041333645582","17.089041333645582","17.089041333645582","-89.0411107391119","-89.0411107391119","-89.0411107391119","-18.964318623766303","-18.964318623766303","-18.964318623766303","-87.68089768104255","-87.68089768104255","-87.68089768104255","-41.885380033403635","-41.885380033403635","-41.885380033403635","-73.8672503232956","-73.8672503232956","-73.8672503232956"
"492","-3.5786296352744102","-3.5786296352744102","-3.5786296352744102","-19.328797241672873","-19.328797241672873","-19.328797241672873","-15.975669410079718","-15.975669410079718","-15.975669410079718","","","","25.73876574076712","25.73876574076712","25.73876574076712","-93.72118321061134","-93.72118321061134","-93.72118321061134","-34.237554577877745","-34.237554577877745","-34.237554577877745","-83.3130959518021","-83.3130959518021","-83.3130959518021","-15.166823970153928","-15.166823970153928","-15.166823970153928","-89.51251228153706","-89.51251228153706","-89.51251228153706"
"493","9.050168388755992","9.050168388755992","9.050168388755992","25.95413103699684","25.95413103699684","25.95413103699684","23.53495130687952","23.53495130687952","23.53495130687952","9.579632580280304","9.579632580280304","9.579632580280304","-44.52664308529347","-44.52664308529347","-44.52664308529347","-96.02422381937504","-96.02422381937504","-96.02422381937504","-88.88784260675311","-88.88784260675311","-88.88784260675311","-49.35645841807127","-49.35645841807127","-49.35645841807127","-87.1900065690279","-87.1900065690279","-87.1900065690279","-28.243898883461952","-28.243898883461952","-28.243898883461952"
"494","6.212633565068245","6.212633565068245","6.212633565068245","-6.3837382681667805","-6.3837382681667805","-6.3837382681667805","23.000751696527004","23.000751696527004","23.000751696527004","23.09482441842556","23.09482441842556","23.09482441842556","-11.384132202714682","-11.384132202714682","-11.384132202714682","-55.766898546367884","-55.766898546367884","-55.766898546367884","-27.9441584572196","-27.9441584572196","-27.9441584572196","-94.49586282670498","-94.49586282670498","-94.49586282670498","-14.290071785449982","-14.290071785449982","-14.290071785449982","-67.93571146950126","-67.93571146950126","-67.93571146950126"
"495","39.54165792092681","39.54165792092681","39.54165792092681","6.05780690908432","6.05780690908432","6.05780690908432","-8.762582570314407","-8.762582570314407","-8.762582570314407","-23.696183467283845","-23.696183467283845","-23.696183467283845","-86.88979861140251","-86.88979861140251","-86.88979861140251","-83.90060238540173","-83.90060238540173","-83.90060238540173","-1.365569807589054","-1.365569807589054","-1.365569807589054","-28.63976519415155","-28.63976519415155","-28.63976519415155","-85.28320323303342","-85.28320323303342","-85.28320323303342","-95.61402619630098","-95.61402619630098","-95.61402619630098"
"496","46.23651240207255","46.23651240207255","46.23651240207255","-3.6624337062239647","-3.6624337062239647","-3.6624337062239647","-7.84550005197525","-7.84550005197525","-7.84550005197525","29.36086482554674","29.36086482554674","29.36086482554674","-26.34234351478517","-26.34234351478517","-26.34234351478517","-97.50498278439045","-97.50498278439045","-97.50498278439045","-45.200284600199666","-45.200284600199666","-45.200284600199666","-19.97749886661768","-19.97749886661768","-19.97749886661768","-73.42243314348161","-73.42243314348161","-73.42243314348161","-88.41182024870068","-88.41182024870068","-88.41182024870068"
"497","8.865846364758909","8.865846364758909","8.865846364758909","-1.8230758048593998","-1.8230758048593998","-1.8230758048593998","0.6207647416740656","0.6207647416740656","0.6207647416740656","15.958134416490793","15.958134416490793","15.958134416490793","0.4478209465742111","0.4478209465742111","0.4478209465742111","-31.410233290866017","-31.410233290866017","-31.410233290866017","-3.8041324021760374","-3.8041324021760374","-3.8041324021760374","-79.01366835460067","-79.01366835460067","-79.01366835460067","-29.95201086997986","-29.95201086997986","-29.95201086997986","-45.74257931380998","-45.74257931380998","-45.74257931380998"
"498","-49.430543879047036","-49.430543879047036","-49.430543879047036","-54.00650404393673","-54.00650404393673","-54.00650404393673","2.3975879549980164","2.3975879549980164","2.3975879549980164","41.48126298934221","41.48126298934221","41.48126298934221","19.28147105127573","19.28147105127573","19.28147105127573","-97.85231879353523","-97.85231879353523","-97.85231879353523","-27.108753910288215","-27.108753910288215","-27.108753910288215","-93.78267423808575","-93.78267423808575","-93.78267423808575","-1.988699845969677","-1.988699845969677","-1.988699845969677","-33.758003640919924","-33.758003640919924","-33.758003640919924"
"499","47.38696238398552","47.38696238398552","47.38696238398552","11.995755899581127","11.995755899581127","11.995755899581127","-29.699210280086845","-29.699210280086845","-29.699210280086845","-9.930500775808468","-9.930500775808468","-9.930500775808468","27.0363706946373","27.0363706946373","27.0363706946373","-47.037063487805426","-47.037063487805426","-47.037063487805426","-74.83889083884424","-74.83889083884424","-74.83889083884424","-64.64798862417229","-64.64798862417229","-64.64798862417229","-80.93751963600516","-80.93751963600516","-80.93751963600516","-68.73085240507498","-68.73085240507498","-68.73085240507498"
"500","2.491986840032041","2.491986840032041","2.491986840032041","-42.501846086233854","-42.501846086233854","-42.501846086233854","-21.474146785214543","-21.474146785214543","-21.474146785214543","6.749434262514114","6.749434262514114","6.749434262514114","18.11271351389587","18.11271351389587","18.11271351389587","-11.548860495910048","-11.548860495910048","-11.548860495910048","-28.349948590621352","-28.349948590621352","-28.349948590621352","-85.30724915862083","-85.30724915862083","-85.30724915862083","-47.9044927097857","-47.9044927097857","-47.9044927097857","-25.187638730043545","-25.187638730043545","-25.187638730043545"
"501","11.422874727402814","11.422874727402814","11.422874727402814","-49.00227988231927","-49.00227988231927","-49.00227988231927","-6.8305435865186155","-6.8305435865186155","-6.8305435865186155","45.11146475747228","45.11146475747228","45.11146475747228","43.93964263610542","43.93964263610542","43.93964263610542","-82.1473534181714","-82.1473534181714","-82.1473534181714","-66.07849557325244","-66.07849557325244","-66.07849557325244","-96.78075106441975","-96.78075106441975","-96.78075106441975","-93.96194468438625","-93.96194468438625","-93.96194468438625","-17.096323617268354","-17.096323617268354","-17.096323617268354"
