"Step","dreamerv3/medium/ih_15/room0/rotation/run4 - train/score","dreamerv3/medium/ih_15/room0/rotation/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run3 - train/score","dreamerv3/medium/ih_15/room0/rotation/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run2 - train/score","dreamerv3/medium/ih_15/room0/rotation/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run1 - train/score","dreamerv3/medium/ih_15/room0/rotation/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/rotation/run0 - train/score","dreamerv3/medium/ih_15/room0/rotation/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/rotation/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run4 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run3 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run2 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run1 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/2sounds/run0 - train/score","dreamerv3/medium/ih_15/room0/2sounds/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/2sounds/run0 - train/score__MAX"
"175","-33.99264656752348","-33.99264656752348","-33.99264656752348","-29.735205991193652","-29.735205991193652","-29.735205991193652","-73.8722958767321","-73.8722958767321","-73.8722958767321","-32.46187372691929","-32.46187372691929","-32.46187372691929","-38.05413466272876","-38.05413466272876","-38.05413466272876","-83.0592929571867","-83.0592929571867","-83.0592929571867","-96.55700440704823","-96.55700440704823","-96.55700440704823","-61.1284364014864","-61.1284364014864","-61.1284364014864","-89.02437658654526","-89.02437658654526","-89.02437658654526","-37.618655890226364","-37.618655890226364","-37.618655890226364"
"176","-20.48707526922226","-20.48707526922226","-20.48707526922226","-16.493303641676903","-16.493303641676903","-16.493303641676903","-75.37977147847414","-75.37977147847414","-75.37977147847414","-1.391088206321001","-1.391088206321001","-1.391088206321001","-7.571866869926453","-7.571866869926453","-7.571866869926453","-91.13849618472159","-91.13849618472159","-91.13849618472159","-94.47072647558525","-94.47072647558525","-94.47072647558525","-28.819688591640443","-28.819688591640443","-28.819688591640443","-70.16685517132282","-70.16685517132282","-70.16685517132282","-43.87091238051653","-43.87091238051653","-43.87091238051653"
"177","-44.499510982539505","-44.499510982539505","-44.499510982539505","-37.5430568177253","-37.5430568177253","-37.5430568177253","-44.270318732073065","-44.270318732073065","-44.270318732073065","-54.54656838772644","-54.54656838772644","-54.54656838772644","-40.81567564886063","-40.81567564886063","-40.81567564886063","-57.72892227768898","-57.72892227768898","-57.72892227768898","-43.59778293874115","-43.59778293874115","-43.59778293874115","-90.02328078448772","-90.02328078448772","-90.02328078448772","-49.19029925670475","-49.19029925670475","-49.19029925670475","-59.27777864784002","-59.27777864784002","-59.27777864784002"
"178","-44.548341492481995","-44.548341492481995","-44.548341492481995","-30.614293337566778","-30.614293337566778","-30.614293337566778","-54.69683466106653","-54.69683466106653","-54.69683466106653","-42.6391895711422","-42.6391895711422","-42.6391895711422","-10.248671725392342","-10.248671725392342","-10.248671725392342","-46.30207493342459","-46.30207493342459","-46.30207493342459","48.20189631730318","48.20189631730318","48.20189631730318","-92.84391747415066","-92.84391747415066","-92.84391747415066","-91.53738135844469","-91.53738135844469","-91.53738135844469","-64.22874259203672","-64.22874259203672","-64.22874259203672"
"179","-44.601632699370384","-44.601632699370384","-44.601632699370384","-52.89966705546249","-52.89966705546249","-52.89966705546249","-76.3259302333463","-76.3259302333463","-76.3259302333463","-52.441363263875246","-52.441363263875246","-52.441363263875246","-29.464401580393314","-29.464401580393314","-29.464401580393314","-60.3210262209177","-60.3210262209177","-60.3210262209177","-79.06376201100647","-79.06376201100647","-79.06376201100647","-91.69300846755505","-91.69300846755505","-91.69300846755505","-96.33254903554916","-96.33254903554916","-96.33254903554916","-2.508111495990306","-2.508111495990306","-2.508111495990306"
"180","-57.794000186026096","-57.794000186026096","-57.794000186026096","-35.114709824323654","-35.114709824323654","-35.114709824323654","-28.546421956270933","-28.546421956270933","-28.546421956270933","-54.76781150698662","-54.76781150698662","-54.76781150698662","","","","-100","-100","-100","-45.6413927776739","-45.6413927776739","-45.6413927776739","-50.74201754259411","-50.74201754259411","-50.74201754259411","-45.15049174008891","-45.15049174008891","-45.15049174008891","-100","-100","-100"
"181","-30.53986998507753","-30.53986998507753","-30.53986998507753","","","","-41.86189915146679","-41.86189915146679","-41.86189915146679","-84.19241767376661","-84.19241767376661","-84.19241767376661","-83.26901602745056","-83.26901602745056","-83.26901602745056","-49.8942440233659","-49.8942440233659","-49.8942440233659","-75.93145536311204","-75.93145536311204","-75.93145536311204","-89.54428624361753","-89.54428624361753","-89.54428624361753","-46.643834901973605","-46.643834901973605","-46.643834901973605","-96.27834112197161","-96.27834112197161","-96.27834112197161"
"182","-48.0214129537344","-48.0214129537344","-48.0214129537344","-33.04932473413646","-33.04932473413646","-33.04932473413646","-63.94883421063423","-63.94883421063423","-63.94883421063423","-14.563856452703476","-14.563856452703476","-14.563856452703476","-36.03972905874252","-36.03972905874252","-36.03972905874252","-28.392349729896523","-28.392349729896523","-28.392349729896523","-83.52128149569035","-83.52128149569035","-83.52128149569035","-47.18742716126144","-47.18742716126144","-47.18742716126144","-65.33081934810616","-65.33081934810616","-65.33081934810616","-41.107699434272945","-41.107699434272945","-41.107699434272945"
"183","-54.36504115536809","-54.36504115536809","-54.36504115536809","-60.092594211921096","-60.092594211921096","-60.092594211921096","-62.896628975868225","-62.896628975868225","-62.896628975868225","-37.82271729595959","-37.82271729595959","-37.82271729595959","-73.62905766069889","-73.62905766069889","-73.62905766069889","-42.54345881455811","-42.54345881455811","-42.54345881455811","-83.78810289502144","-83.78810289502144","-83.78810289502144","-55.1265639513731","-55.1265639513731","-55.1265639513731","-44.043818494770676","-44.043818494770676","-44.043818494770676","-76.62070786580443","-76.62070786580443","-76.62070786580443"
"184","-59.05220502614975","-59.05220502614975","-59.05220502614975","-35.169517796486616","-35.169517796486616","-35.169517796486616","-51.69294760003686","-51.69294760003686","-51.69294760003686","-54.81320080906153","-54.81320080906153","-54.81320080906153","-2.8607986117713153","-2.8607986117713153","-2.8607986117713153","-32.33175848890096","-32.33175848890096","-32.33175848890096","-81.12138789938763","-81.12138789938763","-81.12138789938763","-60.11659572296776","-60.11659572296776","-60.11659572296776","-70.46235537528992","-70.46235537528992","-70.46235537528992","-33.35442544519901","-33.35442544519901","-33.35442544519901"
"185","-35.071534372866154","-35.071534372866154","-35.071534372866154","-62.4444815069437","-62.4444815069437","-62.4444815069437","-7.388067506253719","-7.388067506253719","-7.388067506253719","-37.856094263494015","-37.856094263494015","-37.856094263494015","-10.60732385400479","-10.60732385400479","-10.60732385400479","-71.25677595287561","-71.25677595287561","-71.25677595287561","-78.38462287187576","-78.38462287187576","-78.38462287187576","-79.31014467589557","-79.31014467589557","-79.31014467589557","-40.28979325777618","-40.28979325777618","-40.28979325777618","-98.77592985332012","-98.77592985332012","-98.77592985332012"
"186","-63.72326783463359","-63.72326783463359","-63.72326783463359","-29.62634975463152","-29.62634975463152","-29.62634975463152","-46.15250515565276","-46.15250515565276","-46.15250515565276","-65.99090914428234","-65.99090914428234","-65.99090914428234","-55.13837615959346","-55.13837615959346","-55.13837615959346","-55.139026707969606","-55.139026707969606","-55.139026707969606","-72.95445850118995","-72.95445850118995","-72.95445850118995","-51.56999810039997","-51.56999810039997","-51.56999810039997","-78.04815384745598","-78.04815384745598","-78.04815384745598","-70.80421479325742","-70.80421479325742","-70.80421479325742"
"187","-66.84307160973549","-66.84307160973549","-66.84307160973549","-53.077909177169204","-53.077909177169204","-53.077909177169204","-79.65212941914797","-79.65212941914797","-79.65212941914797","-14.45521628856659","-14.45521628856659","-14.45521628856659","-20.059712438844144","-20.059712438844144","-20.059712438844144","-96.8274063821882","-96.8274063821882","-96.8274063821882","-91.7926145195961","-91.7926145195961","-91.7926145195961","20.635699140140787","20.635699140140787","20.635699140140787","-11.810959912836552","-11.810959912836552","-11.810959912836552","-94.91724906861782","-94.91724906861782","-94.91724906861782"
"188","-3.1092371558770537","-3.1092371558770537","-3.1092371558770537","-50.244307758519426","-50.244307758519426","-50.244307758519426","-49.269310261588544","-49.269310261588544","-49.269310261588544","-27.913702629506588","-27.913702629506588","-27.913702629506588","-0.21852694312110543","-0.21852694312110543","-0.21852694312110543","-13.09546953602694","-13.09546953602694","-13.09546953602694","-86.92269725352526","-86.92269725352526","-86.92269725352526","-88.70746679569129","-88.70746679569129","-88.70746679569129","-44.284569568932056","-44.284569568932056","-44.284569568932056","-90.73080196231604","-90.73080196231604","-90.73080196231604"
"189","-37.52555128931999","-37.52555128931999","-37.52555128931999","-14.900341047905385","-14.900341047905385","-14.900341047905385","-13.985483911819756","-13.985483911819756","-13.985483911819756","-19.606191953644156","-19.606191953644156","-19.606191953644156","-37.015329003334045","-37.015329003334045","-37.015329003334045","-67.47688541002572","-67.47688541002572","-67.47688541002572","-65.47018007934093","-65.47018007934093","-65.47018007934093","-54.37123273903853","-54.37123273903853","-54.37123273903853","-49.188733369112015","-49.188733369112015","-49.188733369112015","-64.5432272348553","-64.5432272348553","-64.5432272348553"
"190","","","","-38.131609954405576","-38.131609954405576","-38.131609954405576","-49.31626211851835","-49.31626211851835","-49.31626211851835","-22.130676440894604","-22.130676440894604","-22.130676440894604","-25.074962351471186","-25.074962351471186","-25.074962351471186","-90.78850720822811","-90.78850720822811","-90.78850720822811","-87.11780294775963","-87.11780294775963","-87.11780294775963","-38.15193725889549","-38.15193725889549","-38.15193725889549","-74.32169851660728","-74.32169851660728","-74.32169851660728","-96.36030359566212","-96.36030359566212","-96.36030359566212"
"191","-47.46961588412523","-47.46961588412523","-47.46961588412523","-25.70408857241273","-25.70408857241273","-25.70408857241273","-66.86946046352386","-66.86946046352386","-66.86946046352386","-9.878990068100393","-9.878990068100393","-9.878990068100393","13.53735439479351","13.53735439479351","13.53735439479351","-98.08519315719604","-98.08519315719604","-98.08519315719604","-87.9090351704508","-87.9090351704508","-87.9090351704508","4.13768531777896","4.13768531777896","4.13768531777896","-54.87885435670614","-54.87885435670614","-54.87885435670614","-93.47451850771904","-93.47451850771904","-93.47451850771904"
"192","-59.142376059666276","-59.142376059666276","-59.142376059666276","-36.86941210925579","-36.86941210925579","-36.86941210925579","-40.95338046550751","-40.95338046550751","-40.95338046550751","-44.820197239518166","-44.820197239518166","-44.820197239518166","-39.898373855277896","-39.898373855277896","-39.898373855277896","-95.35077038407326","-95.35077038407326","-95.35077038407326","-32.74404561892152","-32.74404561892152","-32.74404561892152","-93.92194223031402","-93.92194223031402","-93.92194223031402","-44.03530270745978","-44.03530270745978","-44.03530270745978","-51.48894924484193","-51.48894924484193","-51.48894924484193"
"193","-32.56115335132927","-32.56115335132927","-32.56115335132927","-57.928315699100494","-57.928315699100494","-57.928315699100494","-68.37934034329373","-68.37934034329373","-68.37934034329373","-19.740998812019825","-19.740998812019825","-19.740998812019825","-34.724945187568665","-34.724945187568665","-34.724945187568665","-62.39021502900869","-62.39021502900869","-62.39021502900869","-10.839248399017379","-10.839248399017379","-10.839248399017379","-95.82231365144253","-95.82231365144253","-95.82231365144253","-89.59387336671352","-89.59387336671352","-89.59387336671352","-92.25431580469012","-92.25431580469012","-92.25431580469012"
"194","-54.35964940674603","-54.35964940674603","-54.35964940674603","-45.74330919981003","-45.74330919981003","-45.74330919981003","-19.995070427656174","-19.995070427656174","-19.995070427656174","-27.369325431529433","-27.369325431529433","-27.369325431529433","-5.314588846638799","-5.314588846638799","-5.314588846638799","-94.8166112601757","-94.8166112601757","-94.8166112601757","-86.2055047173053","-86.2055047173053","-86.2055047173053","-58.93114706501365","-58.93114706501365","-58.93114706501365","-98.80798175930977","-98.80798175930977","-98.80798175930977","-92.1433502882719","-92.1433502882719","-92.1433502882719"
"195","-55.33387890458107","-55.33387890458107","-55.33387890458107","-35.158742940519005","-35.158742940519005","-35.158742940519005","-12.007843347266316","-12.007843347266316","-12.007843347266316","-57.29258397221565","-57.29258397221565","-57.29258397221565","36.80006301775575","36.80006301775575","36.80006301775575","-96.02473732829094","-96.02473732829094","-96.02473732829094","-88.81134739331901","-88.81134739331901","-88.81134739331901","-22.313051383942366","-22.313051383942366","-22.313051383942366","-12.441174149513245","-12.441174149513245","-12.441174149513245","-40.5401187944226","-40.5401187944226","-40.5401187944226"
"196","-35.86194732040167","-35.86194732040167","-35.86194732040167","-47.42064545676112","-47.42064545676112","-47.42064545676112","-30.77630355861038","-30.77630355861038","-30.77630355861038","-66.9978537261486","-66.9978537261486","-66.9978537261486","-54.9595990460366","-54.9595990460366","-54.9595990460366","-58.152215741341934","-58.152215741341934","-58.152215741341934","-55.52701446413994","-55.52701446413994","-55.52701446413994","-95.00274613499641","-95.00274613499641","-95.00274613499641","-99.25007557868958","-99.25007557868958","-99.25007557868958","-67.86385392397642","-67.86385392397642","-67.86385392397642"
"197","-64.14232444763184","-64.14232444763184","-64.14232444763184","-58.85602298937738","-58.85602298937738","-58.85602298937738","-57.92743357899599","-57.92743357899599","-57.92743357899599","-47.81835609674454","-47.81835609674454","-47.81835609674454","-41.43674733676016","-41.43674733676016","-41.43674733676016","-75.98157101869583","-75.98157101869583","-75.98157101869583","-71.37545803189278","-71.37545803189278","-71.37545803189278","3.4428174467757344","3.4428174467757344","3.4428174467757344","-5.771909713745117","-5.771909713745117","-5.771909713745117","-92.76998884603381","-92.76998884603381","-92.76998884603381"
"198","-76.10748898983002","-76.10748898983002","-76.10748898983002","-40.06873692246154","-40.06873692246154","-40.06873692246154","-2.7675997028127313","-2.7675997028127313","-2.7675997028127313","16.950102794915438","16.950102794915438","16.950102794915438","2.075339273083955","2.075339273083955","2.075339273083955","-86.67854079976678","-86.67854079976678","-86.67854079976678","-84.80040025152266","-84.80040025152266","-84.80040025152266","-66.0602151826024","-66.0602151826024","-66.0602151826024","-33.87539195257705","-33.87539195257705","-33.87539195257705","-24.73375714570284","-24.73375714570284","-24.73375714570284"
"199","32.153643272817135","32.153643272817135","32.153643272817135","-38.336131336167455","-38.336131336167455","-38.336131336167455","-49.35530157573521","-49.35530157573521","-49.35530157573521","-34.07373312115669","-34.07373312115669","-34.07373312115669","-21.433772712945938","-21.433772712945938","-21.433772712945938","-91.94605591893196","-91.94605591893196","-91.94605591893196","-24.88793672248721","-24.88793672248721","-24.88793672248721","-58.921845835633576","-58.921845835633576","-58.921845835633576","-28.228460628539324","-28.228460628539324","-28.228460628539324","6.644331557676196","6.644331557676196","6.644331557676196"
"200","23.13927285373211","23.13927285373211","23.13927285373211","-36.150839729234576","-36.150839729234576","-36.150839729234576","-26.182284519076347","-26.182284519076347","-26.182284519076347","-30.145788323134184","-30.145788323134184","-30.145788323134184","-41.57750999927521","-41.57750999927521","-41.57750999927521","18.385009264573455","18.385009264573455","18.385009264573455","-91.90613901615143","-91.90613901615143","-91.90613901615143","-48.861531376838684","-48.861531376838684","-48.861531376838684","-5.298788279294968","-5.298788279294968","-5.298788279294968","-95.88858269155025","-95.88858269155025","-95.88858269155025"
"201","-51.407178938388824","-51.407178938388824","-51.407178938388824","-50.04296594718471","-50.04296594718471","-50.04296594718471","11.312363339588046","11.312363339588046","11.312363339588046","-87.61612039804459","-87.61612039804459","-87.61612039804459","-23.33822367526591","-23.33822367526591","-23.33822367526591","-34.311777910683304","-34.311777910683304","-34.311777910683304","-80.11666096001863","-80.11666096001863","-80.11666096001863","-13.51981458067894","-13.51981458067894","-13.51981458067894","-2.1369418911635876","-2.1369418911635876","-2.1369418911635876","-75.60917834937572","-75.60917834937572","-75.60917834937572"
"202","-0.09702041372656822","-0.09702041372656822","-0.09702041372656822","-39.33298533339985","-39.33298533339985","-39.33298533339985","-26.014473589137197","-26.014473589137197","-26.014473589137197","-41.51196296850685","-41.51196296850685","-41.51196296850685","6.162406384944916","6.162406384944916","6.162406384944916","-42.923897217493504","-42.923897217493504","-42.923897217493504","15.31271767988801","15.31271767988801","15.31271767988801","-81.86672433512285","-81.86672433512285","-81.86672433512285","-73.19087059609592","-73.19087059609592","-73.19087059609592","-64.95645034313202","-64.95645034313202","-64.95645034313202"
"203","-49.37945184111595","-49.37945184111595","-49.37945184111595","-39.92182265967131","-39.92182265967131","-39.92182265967131","-58.33040687441826","-58.33040687441826","-58.33040687441826","5.262510518077761","5.262510518077761","5.262510518077761","-59.712543830275536","-59.712543830275536","-59.712543830275536","-95.30015572626144","-95.30015572626144","-95.30015572626144","-94.02956059901044","-94.02956059901044","-94.02956059901044","-96.3043440207839","-96.3043440207839","-96.3043440207839","-86.97867391258478","-86.97867391258478","-86.97867391258478","-91.56013545393944","-91.56013545393944","-91.56013545393944"
"205","-40.94348334893584","-40.94348334893584","-40.94348334893584","-31.07241228641942","-31.07241228641942","-31.07241228641942","-14.889002474024892","-14.889002474024892","-14.889002474024892","4.925749819725752","4.925749819725752","4.925749819725752","-32.64275560993701","-32.64275560993701","-32.64275560993701","-99.6105974316597","-99.6105974316597","-99.6105974316597","-90.5995060261339","-90.5995060261339","-90.5995060261339","-91.15393142192625","-91.15393142192625","-91.15393142192625","-72.85376120358706","-72.85376120358706","-72.85376120358706","-47.577829064801335","-47.577829064801335","-47.577829064801335"
"206","-34.86768539249897","-34.86768539249897","-34.86768539249897","-17.911328345537186","-17.911328345537186","-17.911328345537186","-1.5050848475657403","-1.5050848475657403","-1.5050848475657403","-95.21980141848326","-95.21980141848326","-95.21980141848326","-49.25155670475215","-49.25155670475215","-49.25155670475215","-90.40681997686625","-90.40681997686625","-90.40681997686625","-19.498743872041814","-19.498743872041814","-19.498743872041814","-22.786221923772246","-22.786221923772246","-22.786221923772246","-40.96490332484245","-40.96490332484245","-40.96490332484245","","",""
"207","-65.0392310321331","-65.0392310321331","-65.0392310321331","-30.187546649947762","-30.187546649947762","-30.187546649947762","-51.469821989536285","-51.469821989536285","-51.469821989536285","-57.37592174485326","-57.37592174485326","-57.37592174485326","-39.230212569236755","-39.230212569236755","-39.230212569236755","-95.31440038979053","-95.31440038979053","-95.31440038979053","-12.469607144594193","-12.469607144594193","-12.469607144594193","-12.25280450063292","-12.25280450063292","-12.25280450063292","-53.78319104760885","-53.78319104760885","-53.78319104760885","-32.723084796220064","-32.723084796220064","-32.723084796220064"
"208","-28.61980640143156","-28.61980640143156","-28.61980640143156","-15.245044045848772","-15.245044045848772","-15.245044045848772","-59.58511909097433","-59.58511909097433","-59.58511909097433","-37.67946482822299","-37.67946482822299","-37.67946482822299","-8.794052951037884","-8.794052951037884","-8.794052951037884","-69.88435382745229","-69.88435382745229","-69.88435382745229","-93.12573572993279","-93.12573572993279","-93.12573572993279","-42.511503966059536","-42.511503966059536","-42.511503966059536","-65.70715840044431","-65.70715840044431","-65.70715840044431","-61.42511052638292","-61.42511052638292","-61.42511052638292"
"209","35.49927958101034","35.49927958101034","35.49927958101034","-21.67479828791693","-21.67479828791693","-21.67479828791693","-17.046294808387756","-17.046294808387756","-17.046294808387756","-44.901705207303166","-44.901705207303166","-44.901705207303166","12.906683042645454","12.906683042645454","12.906683042645454","-90.34256559610367","-90.34256559610367","-90.34256559610367","-62.11156093329191","-62.11156093329191","-62.11156093329191","","","","-26.965732995420694","-26.965732995420694","-26.965732995420694","-35.792422683909535","-35.792422683909535","-35.792422683909535"
"210","-50.35640951246023","-50.35640951246023","-50.35640951246023","-53.50555167347193","-53.50555167347193","-53.50555167347193","-33.92693244665861","-33.92693244665861","-33.92693244665861","-25.129135414958","-25.129135414958","-25.129135414958","-30.511922866106033","-30.511922866106033","-30.511922866106033","-94.42616856656969","-94.42616856656969","-94.42616856656969","-77.7360178977251","-77.7360178977251","-77.7360178977251","-79.87101252563298","-79.87101252563298","-79.87101252563298","-75.71688589826226","-75.71688589826226","-75.71688589826226","9.087556728627533","9.087556728627533","9.087556728627533"
"211","0.006171160377562046","0.006171160377562046","0.006171160377562046","-0.49853814393281937","-0.49853814393281937","-0.49853814393281937","-71.1734242271632","-71.1734242271632","-71.1734242271632","-36.25370889902115","-36.25370889902115","-36.25370889902115","-62.06956824706867","-62.06956824706867","-62.06956824706867","-82.64883852005005","-82.64883852005005","-82.64883852005005","-71.02427229192108","-71.02427229192108","-71.02427229192108","-17.10507141239941","-17.10507141239941","-17.10507141239941","-59.44127622246742","-59.44127622246742","-59.44127622246742","-38.38441980956122","-38.38441980956122","-38.38441980956122"
"212","-14.827672867570072","-14.827672867570072","-14.827672867570072","-46.9056884534657","-46.9056884534657","-46.9056884534657","-36.0407177247107","-36.0407177247107","-36.0407177247107","21.39412808418274","21.39412808418274","21.39412808418274","-54.050861303228885","-54.050861303228885","-54.050861303228885","-56.04962034523487","-56.04962034523487","-56.04962034523487","11.739244997501373","11.739244997501373","11.739244997501373","-72.01864649355412","-72.01864649355412","-72.01864649355412","-60.96519481763244","-60.96519481763244","-60.96519481763244","-66.35351110994816","-66.35351110994816","-66.35351110994816"
"213","1.085928089916706","1.085928089916706","1.085928089916706","-40.26885121315718","-40.26885121315718","-40.26885121315718","-21.53879295475781","-21.53879295475781","-21.53879295475781","-78.93503466248512","-78.93503466248512","-78.93503466248512","5.406426727771759","5.406426727771759","5.406426727771759","-100","-100","-100","-71.23241429030895","-71.23241429030895","-71.23241429030895","24.401208056136966","24.401208056136966","24.401208056136966","-40.54761068057269","-40.54761068057269","-40.54761068057269","-35.6232631560415","-35.6232631560415","-35.6232631560415"
"214","19.500869289040565","19.500869289040565","19.500869289040565","-23.402322656242177","-23.402322656242177","-23.402322656242177","-54.16404814273119","-54.16404814273119","-54.16404814273119","-79.62508019804955","-79.62508019804955","-79.62508019804955","-4.105905640870333","-4.105905640870333","-4.105905640870333","-73.39117224141955","-73.39117224141955","-73.39117224141955","-47.99951791204512","-47.99951791204512","-47.99951791204512","-55.732823971658945","-55.732823971658945","-55.732823971658945","-95.34037736058235","-95.34037736058235","-95.34037736058235","-47.62094762548804","-47.62094762548804","-47.62094762548804"
"215","-7.384440114721656","-7.384440114721656","-7.384440114721656","-49.598584957420826","-49.598584957420826","-49.598584957420826","-50.95733118057251","-50.95733118057251","-50.95733118057251","-74.47871185839176","-74.47871185839176","-74.47871185839176","-24.74897576123476","-24.74897576123476","-24.74897576123476","-97.15541796386242","-97.15541796386242","-97.15541796386242","","","","-85.00433291646186","-85.00433291646186","-85.00433291646186","-5.012270271778107","-5.012270271778107","-5.012270271778107","-32.89066092809662","-32.89066092809662","-32.89066092809662"
"216","-21.538094997406006","-21.538094997406006","-21.538094997406006","-28.715134385973215","-28.715134385973215","-28.715134385973215","-53.924133006483316","-53.924133006483316","-53.924133006483316","-54.57099634408951","-54.57099634408951","-54.57099634408951","-69.15641367994249","-69.15641367994249","-69.15641367994249","-66.69098269939423","-66.69098269939423","-66.69098269939423","-43.26294270786457","-43.26294270786457","-43.26294270786457","-96.75496304035187","-96.75496304035187","-96.75496304035187","-84.99615450203419","-84.99615450203419","-84.99615450203419","-91.60157287120819","-91.60157287120819","-91.60157287120819"
"217","22.461700292304158","22.461700292304158","22.461700292304158","-12.633325409144163","-12.633325409144163","-12.633325409144163","14.409334510564804","14.409334510564804","14.409334510564804","4.797957077622414","4.797957077622414","4.797957077622414","-12.445868894457817","-12.445868894457817","-12.445868894457817","-96.19759133458138","-96.19759133458138","-96.19759133458138","-65.72251750528812","-65.72251750528812","-65.72251750528812","-18.1617652871646","-18.1617652871646","-18.1617652871646","-34.776717965491116","-34.776717965491116","-34.776717965491116","-98.09086698293686","-98.09086698293686","-98.09086698293686"
"218","-27.46637710183859","-27.46637710183859","-27.46637710183859","-44.05201295018196","-44.05201295018196","-44.05201295018196","12.071877151727676","12.071877151727676","12.071877151727676","-78.41988351522014","-78.41988351522014","-78.41988351522014","-4.8331646281294525","-4.8331646281294525","-4.8331646281294525","","","","-57.9201996922493","-57.9201996922493","-57.9201996922493","-48.97028520796448","-48.97028520796448","-48.97028520796448","38.24865946546197","38.24865946546197","38.24865946546197","-98.66673070192337","-98.66673070192337","-98.66673070192337"
"219","4.875656418502331","4.875656418502331","4.875656418502331","-41.410603791475296","-41.410603791475296","-41.410603791475296","-18.6571605168283","-18.6571605168283","-18.6571605168283","-29.603101739659905","-29.603101739659905","-29.603101739659905","-37.96989145129919","-37.96989145129919","-37.96989145129919","-66.00327662751079","-66.00327662751079","-66.00327662751079","-96.49045013263822","-96.49045013263822","-96.49045013263822","-84.790223300457","-84.790223300457","-84.790223300457","-74.57335499953479","-74.57335499953479","-74.57335499953479","-91.54638457298279","-91.54638457298279","-91.54638457298279"
"220","-35.42991056703613","-35.42991056703613","-35.42991056703613","-53.431084043346345","-53.431084043346345","-53.431084043346345","-16.56717264279723","-16.56717264279723","-16.56717264279723","37.98591685667634","37.98591685667634","37.98591685667634","-50.14380618510768","-50.14380618510768","-50.14380618510768","-96.50661227107048","-96.50661227107048","-96.50661227107048","-51.215709052979946","-51.215709052979946","-51.215709052979946","-47.11168234795332","-47.11168234795332","-47.11168234795332","2.248429165687412","2.248429165687412","2.248429165687412","-19.622743429150432","-19.622743429150432","-19.622743429150432"
"221","-33.65107920434093","-33.65107920434093","-33.65107920434093","11.861469296738505","11.861469296738505","11.861469296738505","5.737069435417652","5.737069435417652","5.737069435417652","-65.52535249106586","-65.52535249106586","-65.52535249106586","-25.1857321113348","-25.1857321113348","-25.1857321113348","8.195866601541638","8.195866601541638","8.195866601541638","-80.53938443213701","-80.53938443213701","-80.53938443213701","-59.674474112689495","-59.674474112689495","-59.674474112689495","-0.44033462181687355","-0.44033462181687355","-0.44033462181687355","-90.05554428696632","-90.05554428696632","-90.05554428696632"
"222","-53.88438357412815","-53.88438357412815","-53.88438357412815","-40.248419948795345","-40.248419948795345","-40.248419948795345","-29.148208124563098","-29.148208124563098","-29.148208124563098","-9.217172622680664","-9.217172622680664","-9.217172622680664","-60.53389229020104","-60.53389229020104","-60.53389229020104","-66.455556422472","-66.455556422472","-66.455556422472","-7.010837450623512","-7.010837450623512","-7.010837450623512","-71.42390583828092","-71.42390583828092","-71.42390583828092","-84.45602025836706","-84.45602025836706","-84.45602025836706","-83.27999913692474","-83.27999913692474","-83.27999913692474"
"223","-46.61801349371672","-46.61801349371672","-46.61801349371672","-52.731504049152136","-52.731504049152136","-52.731504049152136","-34.070804476737976","-34.070804476737976","-34.070804476737976","-6.05657896399498","-6.05657896399498","-6.05657896399498","26.930908881127834","26.930908881127834","26.930908881127834","-88.1150726005435","-88.1150726005435","-88.1150726005435","-28.770732581266202","-28.770732581266202","-28.770732581266202","-2.4117163317278028","-2.4117163317278028","-2.4117163317278028","-77.32791250944138","-77.32791250944138","-77.32791250944138","-65.72588415443897","-65.72588415443897","-65.72588415443897"
