"Step","dreamerv3/medium/ih_5/room0/run4 - train/score","dreamerv3/medium/ih_5/room0/run4 - train/score__MIN","dreamerv3/medium/ih_5/room0/run4 - train/score__MAX","dreamerv3/medium/ih_5/room0/run3 - train/score","dreamerv3/medium/ih_5/room0/run3 - train/score__MIN","dreamerv3/medium/ih_5/room0/run3 - train/score__MAX","dreamerv3/medium/ih_5/room0/run2 - train/score","dreamerv3/medium/ih_5/room0/run2 - train/score__MIN","dreamerv3/medium/ih_5/room0/run2 - train/score__MAX","dreamerv3/medium/ih_5/room0/run1 - train/score","dreamerv3/medium/ih_5/room0/run1 - train/score__MIN","dreamerv3/medium/ih_5/room0/run1 - train/score__MAX","dreamerv3/medium/ih_5/room0/run0 - train/score","dreamerv3/medium/ih_5/room0/run0 - train/score__MIN","dreamerv3/medium/ih_5/room0/run0 - train/score__MAX","dreamerv3/large/ih_15/room0/run4 - train/score","dreamerv3/large/ih_15/room0/run4 - train/score__MIN","dreamerv3/large/ih_15/room0/run4 - train/score__MAX","dreamerv3/large/ih_15/room0/run3 - train/score","dreamerv3/large/ih_15/room0/run3 - train/score__MIN","dreamerv3/large/ih_15/room0/run3 - train/score__MAX","dreamerv3/large/ih_15/room0/run2 - train/score","dreamerv3/large/ih_15/room0/run2 - train/score__MIN","dreamerv3/large/ih_15/room0/run2 - train/score__MAX","dreamerv3/large/ih_15/room0/run1 - train/score","dreamerv3/large/ih_15/room0/run1 - train/score__MIN","dreamerv3/large/ih_15/room0/run1 - train/score__MAX","dreamerv3/large/ih_15/room0/run0 - train/score","dreamerv3/large/ih_15/room0/run0 - train/score__MIN","dreamerv3/large/ih_15/room0/run0 - train/score__MAX"
"165","-90.71182388067245","-90.71182388067245","-90.71182388067245","-60.22917615622282","-60.22917615622282","-60.22917615622282","-23.096037097100634","-23.096037097100634","-23.096037097100634","-89.217963591218","-89.217963591218","-89.217963591218","-31.837065387517214","-31.837065387517214","-31.837065387517214","24.127503011375666","24.127503011375666","24.127503011375666","32.55549230752513","32.55549230752513","32.55549230752513","56.84808060526848","56.84808060526848","56.84808060526848","57.676708404906094","57.676708404906094","57.676708404906094","-12.700444806367159","-12.700444806367159","-12.700444806367159"
"166","-94.08232451975346","-94.08232451975346","-94.08232451975346","6.310361325740814","6.310361325740814","6.310361325740814","9.085583176696673","9.085583176696673","9.085583176696673","-65.71901428699493","-65.71901428699493","-65.71901428699493","-15.810965530574322","-15.810965530574322","-15.810965530574322","17.59393210383132","17.59393210383132","17.59393210383132","33.11686325073242","33.11686325073242","33.11686325073242","12.607495062053204","12.607495062053204","12.607495062053204","38.22668155655265","38.22668155655265","38.22668155655265","17.08418889530003","17.08418889530003","17.08418889530003"
"167","-83.40889616310596","-83.40889616310596","-83.40889616310596","-9.588980682194233","-9.588980682194233","-9.588980682194233","-1.1081973388791084","-1.1081973388791084","-1.1081973388791084","38.51340210437775","38.51340210437775","38.51340210437775","50.65506725013256","50.65506725013256","50.65506725013256","28.234731358475983","28.234731358475983","28.234731358475983","22.695503879338503","22.695503879338503","22.695503879338503","53.435359090566635","53.435359090566635","53.435359090566635","47.39052750170231","47.39052750170231","47.39052750170231","9.29729101061821","9.29729101061821","9.29729101061821"
"168","-88.86373046040535","-88.86373046040535","-88.86373046040535","29.923184014856815","29.923184014856815","29.923184014856815","-73.24668979644775","-73.24668979644775","-73.24668979644775","-30.587632075883448","-30.587632075883448","-30.587632075883448","7.296361859887838","7.296361859887838","7.296361859887838","41.14759598299861","41.14759598299861","41.14759598299861","22.329715117812157","22.329715117812157","22.329715117812157","61.14600092172623","61.14600092172623","61.14600092172623","-19.721336966380477","-19.721336966380477","-19.721336966380477","21.0663781548501","21.0663781548501","21.0663781548501"
"169","-92.98788074590266","-92.98788074590266","-92.98788074590266","18.200576993171126","18.200576993171126","18.200576993171126","42.1571501865983","42.1571501865983","42.1571501865983","-63.8411683216691","-63.8411683216691","-63.8411683216691","11.49664362333715","11.49664362333715","11.49664362333715","34.47458992898464","34.47458992898464","34.47458992898464","-8.49689602444414","-8.49689602444414","-8.49689602444414","37.730104664340615","37.730104664340615","37.730104664340615","-18.492909897118807","-18.492909897118807","-18.492909897118807","18.161666812455223","18.161666812455223","18.161666812455223"
"170","-92.21593463420868","-92.21593463420868","-92.21593463420868","81.76862627267838","81.76862627267838","81.76862627267838","-40.706546229328524","-40.706546229328524","-40.706546229328524","-65.13726005703211","-65.13726005703211","-65.13726005703211","12.923090741038322","12.923090741038322","12.923090741038322","-95.8670563697815","-95.8670563697815","-95.8670563697815","49.572819106280804","49.572819106280804","49.572819106280804","55.23522062599659","55.23522062599659","55.23522062599659","-14.87116480525583","-14.87116480525583","-14.87116480525583","56.14298418164253","56.14298418164253","56.14298418164253"
"171","-86.87701371312141","-86.87701371312141","-86.87701371312141","17.455904077738523","17.455904077738523","17.455904077738523","61.9245220720768","61.9245220720768","61.9245220720768","-45.87266707420349","-45.87266707420349","-45.87266707420349","57.92978088930249","57.92978088930249","57.92978088930249","60.7803979665041","60.7803979665041","60.7803979665041","31.673078888095915","31.673078888095915","31.673078888095915","48.82435742393136","48.82435742393136","48.82435742393136","45.56865724993986","45.56865724993986","45.56865724993986","18.929776353295892","18.929776353295892","18.929776353295892"
"172","-95.75017982721329","-95.75017982721329","-95.75017982721329","10.16906736465171","10.16906736465171","10.16906736465171","-58.39962160587311","-58.39962160587311","-58.39962160587311","-61.479628993198276","-61.479628993198276","-61.479628993198276","-57.90825022011995","-57.90825022011995","-57.90825022011995","-29.61452927067876","-29.61452927067876","-29.61452927067876","55.17159089446068","55.17159089446068","55.17159089446068","48.08438857179135","48.08438857179135","48.08438857179135","15.44211083650589","15.44211083650589","15.44211083650589","67.19007250666618","67.19007250666618","67.19007250666618"
"173","-80.74387572333217","-80.74387572333217","-80.74387572333217","38.43098469823599","38.43098469823599","38.43098469823599","-46.54184138868004","-46.54184138868004","-46.54184138868004","-47.66607363522053","-47.66607363522053","-47.66607363522053","3.755734017584473","3.755734017584473","3.755734017584473","16.951568465214223","16.951568465214223","16.951568465214223","55.68346828222275","55.68346828222275","55.68346828222275","62.67766868323088","62.67766868323088","62.67766868323088","53.506635966768954","53.506635966768954","53.506635966768954","24.32617747783661","24.32617747783661","24.32617747783661"
"174","-92.6587795484811","-92.6587795484811","-92.6587795484811","-47.74686512351036","-47.74686512351036","-47.74686512351036","-36.854644510895014","-36.854644510895014","-36.854644510895014","-54.09962374344468","-54.09962374344468","-54.09962374344468","-67.38214540481567","-67.38214540481567","-67.38214540481567","28.732906568795443","28.732906568795443","28.732906568795443","-17.16257938928902","-17.16257938928902","-17.16257938928902","19.054094694787636","19.054094694787636","19.054094694787636","72.14581221342087","72.14581221342087","72.14581221342087","-13.31931346654892","-13.31931346654892","-13.31931346654892"
"175","-95.02482640743256","-95.02482640743256","-95.02482640743256","-24.234140467771795","-24.234140467771795","-24.234140467771795","29.183676292654127","29.183676292654127","29.183676292654127","-88.46097129583359","-88.46097129583359","-88.46097129583359","45.71652511507273","45.71652511507273","45.71652511507273","-4.8702392578125","-4.8702392578125","-4.8702392578125","39.6364129409194","39.6364129409194","39.6364129409194","-57.745584985241294","-57.745584985241294","-57.745584985241294","47.94346088543534","47.94346088543534","47.94346088543534","38.35775088891387","38.35775088891387","38.35775088891387"
"176","-89.99203713983297","-89.99203713983297","-89.99203713983297","31.99765662662685","31.99765662662685","31.99765662662685","22.40482751931995","22.40482751931995","22.40482751931995","-55.03310449048877","-55.03310449048877","-55.03310449048877","25.508866876363754","25.508866876363754","25.508866876363754","-93.54020294547081","-93.54020294547081","-93.54020294547081","24.343492325395346","24.343492325395346","24.343492325395346","-24.05349514191039","-24.05349514191039","-24.05349514191039","","","","34.71961721777916","34.71961721777916","34.71961721777916"
"177","-92.28306025266647","-92.28306025266647","-92.28306025266647","-18.93096312507987","-18.93096312507987","-18.93096312507987","-5.692791372537613","-5.692791372537613","-5.692791372537613","-43.958463188260794","-43.958463188260794","-43.958463188260794","-4.081308146938682","-4.081308146938682","-4.081308146938682","-91.17815598845482","-91.17815598845482","-91.17815598845482","33.96767249703407","33.96767249703407","33.96767249703407","23.128338042180985","23.128338042180985","23.128338042180985","65.54143017271417","65.54143017271417","65.54143017271417","61.490869998931885","61.490869998931885","61.490869998931885"
"178","-93.25964024662971","-93.25964024662971","-93.25964024662971","47.921397022902966","47.921397022902966","47.921397022902966","52.429267182946205","52.429267182946205","52.429267182946205","-32.75885586813092","-32.75885586813092","-32.75885586813092","17.158291283994913","17.158291283994913","17.158291283994913","22.069020118564367","22.069020118564367","22.069020118564367","","","","4.377458684146404","4.377458684146404","4.377458684146404","-43.65072463452816","-43.65072463452816","-43.65072463452816","41.83588734269142","41.83588734269142","41.83588734269142"
"179","-94.09640533896163","-94.09640533896163","-94.09640533896163","59.7196386246942","59.7196386246942","59.7196386246942","63.57171182334423","63.57171182334423","63.57171182334423","-50.45092514157295","-50.45092514157295","-50.45092514157295","-48.22762307524681","-48.22762307524681","-48.22762307524681","25.522669164463878","25.522669164463878","25.522669164463878","71.0769085586071","71.0769085586071","71.0769085586071","65.10137212881818","65.10137212881818","65.10137212881818","4.941717049165163","4.941717049165163","4.941717049165163","-2.9018703433685005","-2.9018703433685005","-2.9018703433685005"
"180","-94.72758349776268","-94.72758349776268","-94.72758349776268","21.812471766024828","21.812471766024828","21.812471766024828","50.09162440430373","50.09162440430373","50.09162440430373","51.11656568106264","51.11656568106264","51.11656568106264","-49.78038474544883","-49.78038474544883","-49.78038474544883","-95.38290005922318","-95.38290005922318","-95.38290005922318","26.729497335851192","26.729497335851192","26.729497335851192","-58.456678196787834","-58.456678196787834","-58.456678196787834","9.65466156695038","9.65466156695038","9.65466156695038","52.190771743655205","52.190771743655205","52.190771743655205"
"181","-94.08059646189213","-94.08059646189213","-94.08059646189213","66.14689832180738","66.14689832180738","66.14689832180738","-2.5793855600059032","-2.5793855600059032","-2.5793855600059032","-56.29062905302271","-56.29062905302271","-56.29062905302271","-42.82305756211281","-42.82305756211281","-42.82305756211281","-53.1016129553318","-53.1016129553318","-53.1016129553318","24.99593874812126","24.99593874812126","24.99593874812126","11.779201175551862","11.779201175551862","11.779201175551862","56.94593292847276","56.94593292847276","56.94593292847276","57.24027693271637","57.24027693271637","57.24027693271637"
"182","-81.11793075501919","-81.11793075501919","-81.11793075501919","53.81530247442424","53.81530247442424","53.81530247442424","23.97122670710087","23.97122670710087","23.97122670710087","-3.4355507362633944","-3.4355507362633944","-3.4355507362633944","45.407637506723404","45.407637506723404","45.407637506723404","18.485530303791165","18.485530303791165","18.485530303791165","56.864257238805294","56.864257238805294","56.864257238805294","29.980612752959132","29.980612752959132","29.980612752959132","-92.02189516276121","-92.02189516276121","-92.02189516276121","-16.299524389207363","-16.299524389207363","-16.299524389207363"
"183","-94.06470772624016","-94.06470772624016","-94.06470772624016","-92.48124200478196","-92.48124200478196","-92.48124200478196","-73.8700643479824","-73.8700643479824","-73.8700643479824","1.7563407961279154","1.7563407961279154","1.7563407961279154","33.95159542001784","33.95159542001784","33.95159542001784","54.13421801791992","54.13421801791992","54.13421801791992","0.3576522618532181","0.3576522618532181","0.3576522618532181","38.71842846868094","38.71842846868094","38.71842846868094","-71.51070588827133","-71.51070588827133","-71.51070588827133","20.91736552119255","20.91736552119255","20.91736552119255"
"184","-93.83085364103317","-93.83085364103317","-93.83085364103317","-6.951493665575981","-6.951493665575981","-6.951493665575981","-78.4967252612114","-78.4967252612114","-78.4967252612114","-55.341017827391624","-55.341017827391624","-55.341017827391624","24.58857048302889","24.58857048302889","24.58857048302889","19.236767766997218","19.236767766997218","19.236767766997218","-0.19861117005348206","-0.19861117005348206","-0.19861117005348206","23.968942804727703","23.968942804727703","23.968942804727703","28.971785441040993","28.971785441040993","28.971785441040993","41.19010914862156","41.19010914862156","41.19010914862156"
"185","","","","-4.673765736632049","-4.673765736632049","-4.673765736632049","62.883125990629196","62.883125990629196","62.883125990629196","-66.30645726248622","-66.30645726248622","-66.30645726248622","7.609294032678008","7.609294032678008","7.609294032678008","35.490089897066355","35.490089897066355","35.490089897066355","-12.734919138252735","-12.734919138252735","-12.734919138252735","57.96437373012304","57.96437373012304","57.96437373012304","9.01641692314297","9.01641692314297","9.01641692314297","","",""
"186","-88.94381416030228","-88.94381416030228","-88.94381416030228","36.08403151854873","36.08403151854873","36.08403151854873","52.247075259685516","52.247075259685516","52.247075259685516","-59.32579347491264","-59.32579347491264","-59.32579347491264","-37.66287270374596","-37.66287270374596","-37.66287270374596","70.18078404664993","70.18078404664993","70.18078404664993","48.5059976875782","48.5059976875782","48.5059976875782","","","","6.234377499335096","6.234377499335096","6.234377499335096","67.10756911337376","67.10756911337376","67.10756911337376"
"187","-94.44221532344818","-94.44221532344818","-94.44221532344818","-72.80600911480724","-72.80600911480724","-72.80600911480724","-23.350701946765184","-23.350701946765184","-23.350701946765184","-93.62564016878605","-93.62564016878605","-93.62564016878605","12.762215226888657","12.762215226888657","12.762215226888657","-8.957826230674982","-8.957826230674982","-8.957826230674982","53.181287214159966","53.181287214159966","53.181287214159966","27.392205965472385","27.392205965472385","27.392205965472385","56.70119269564748","56.70119269564748","56.70119269564748","24.67202740907669","24.67202740907669","24.67202740907669"
"188","-91.91177333891392","-91.91177333891392","-91.91177333891392","-38.31347493624344","-38.31347493624344","-38.31347493624344","31.533897556364536","31.533897556364536","31.533897556364536","-45.35035827662796","-45.35035827662796","-45.35035827662796","11.872647952986881","11.872647952986881","11.872647952986881","49.047278106212616","49.047278106212616","49.047278106212616","26.24264692980796","26.24264692980796","26.24264692980796","16.413640182465315","16.413640182465315","16.413640182465315","-84.68815094232559","-84.68815094232559","-84.68815094232559","68.3360590338707","68.3360590338707","68.3360590338707"
"189","-73.51648267358541","-73.51648267358541","-73.51648267358541","9.515150520950556","9.515150520950556","9.515150520950556","39.234006226062775","39.234006226062775","39.234006226062775","-67.27291491627693","-67.27291491627693","-67.27291491627693","-1.8613577052019536","-1.8613577052019536","-1.8613577052019536","16.89017548901029","16.89017548901029","16.89017548901029","41.09049073792994","41.09049073792994","41.09049073792994","62.63254988193512","62.63254988193512","62.63254988193512","31.483644280582666","31.483644280582666","31.483644280582666","57.62374398112297","57.62374398112297","57.62374398112297"
"190","-92.54541565477848","-92.54541565477848","-92.54541565477848","-8.420306570827961","-8.420306570827961","-8.420306570827961","26.286242961883545","26.286242961883545","26.286242961883545","-62.9544752240181","-62.9544752240181","-62.9544752240181","-17.242789156734943","-17.242789156734943","-17.242789156734943","11.431481769308448","11.431481769308448","11.431481769308448","-42.16565830260515","-42.16565830260515","-42.16565830260515","79.58329155854881","79.58329155854881","79.58329155854881","-49.38956278562546","-49.38956278562546","-49.38956278562546","33.04629426077008","33.04629426077008","33.04629426077008"
"191","-94.24426198005676","-94.24426198005676","-94.24426198005676","-17.326756821013987","-17.326756821013987","-17.326756821013987","-93.90874150395393","-93.90874150395393","-93.90874150395393","-51.70696319080889","-51.70696319080889","-51.70696319080889","-25.705225047073327","-25.705225047073327","-25.705225047073327","-73.03730092942715","-73.03730092942715","-73.03730092942715","50.50506970658898","50.50506970658898","50.50506970658898","9.42703808285296","9.42703808285296","9.42703808285296","28.041252557188272","28.041252557188272","28.041252557188272","47.431463406886905","47.431463406886905","47.431463406886905"
"192","-91.74926551571116","-91.74926551571116","-91.74926551571116","53.08022058010101","53.08022058010101","53.08022058010101","17.74755945801735","17.74755945801735","17.74755945801735","29.639135383069515","29.639135383069515","29.639135383069515","","","","52.57185252010822","52.57185252010822","52.57185252010822","66.56993347406387","66.56993347406387","66.56993347406387","-19.352573928714264","-19.352573928714264","-19.352573928714264","62.08201929926872","62.08201929926872","62.08201929926872","-15.957779250573367","-15.957779250573367","-15.957779250573367"
"193","-89.14040923118591","-89.14040923118591","-89.14040923118591","18.07355209439993","18.07355209439993","18.07355209439993","48.3634135723114","48.3634135723114","48.3634135723114","-33.237278138432885","-33.237278138432885","-33.237278138432885","25.3906573636923","25.3906573636923","25.3906573636923","46.8800131380558","46.8800131380558","46.8800131380558","48.406103421002626","48.406103421002626","48.406103421002626","47.48890718072653","47.48890718072653","47.48890718072653","13.925648793578148","13.925648793578148","13.925648793578148","40.96170650422573","40.96170650422573","40.96170650422573"
"194","-92.86551281809807","-92.86551281809807","-92.86551281809807","-21.966532406629995","-21.966532406629995","-21.966532406629995","-52.56947477161884","-52.56947477161884","-52.56947477161884","","","","18.439165759831667","18.439165759831667","18.439165759831667","41.32458961289376","41.32458961289376","41.32458961289376","10.48067137459293","10.48067137459293","10.48067137459293","49.81563783832826","49.81563783832826","49.81563783832826","76.76360084116459","76.76360084116459","76.76360084116459","22.522976852953434","22.522976852953434","22.522976852953434"
"195","-90.93983569741249","-90.93983569741249","-90.93983569741249","40.92223196104169","40.92223196104169","40.92223196104169","47.10630655181012","47.10630655181012","47.10630655181012","-8.518542803823948","-8.518542803823948","-8.518542803823948","31.298023218056187","31.298023218056187","31.298023218056187","20.91631719470024","20.91631719470024","20.91631719470024","49.102576337754726","49.102576337754726","49.102576337754726","63.23067344725132","63.23067344725132","63.23067344725132","45.52113568875939","45.52113568875939","45.52113568875939","55.29930844344199","55.29930844344199","55.29930844344199"
"196","-93.50253087282181","-93.50253087282181","-93.50253087282181","-16.572580342181027","-16.572580342181027","-16.572580342181027","-16.878610908985138","-16.878610908985138","-16.878610908985138","-18.433862328529358","-18.433862328529358","-18.433862328529358","47.230327889323235","47.230327889323235","47.230327889323235","66.58736678212881","66.58736678212881","66.58736678212881","1.2111844830214977","1.2111844830214977","1.2111844830214977","33.659724712371826","33.659724712371826","33.659724712371826","32.64957572380081","32.64957572380081","32.64957572380081","-10.493525981903076","-10.493525981903076","-10.493525981903076"
"197","-92.79539588093758","-92.79539588093758","-92.79539588093758","","","","53.42292273230851","53.42292273230851","53.42292273230851","0.452385070733726","0.452385070733726","0.452385070733726","56.157544910907745","56.157544910907745","56.157544910907745","74.28053130209446","74.28053130209446","74.28053130209446","60.4686969674658","60.4686969674658","60.4686969674658","67.9572002068162","67.9572002068162","67.9572002068162","37.650870067067444","37.650870067067444","37.650870067067444","11.609141074120998","11.609141074120998","11.609141074120998"
"198","-93.47481697797775","-93.47481697797775","-93.47481697797775","37.139638303779066","37.139638303779066","37.139638303779066","39.558682069182396","39.558682069182396","39.558682069182396","-62.179964178823866","-62.179964178823866","-62.179964178823866","55.2936754822731","55.2936754822731","55.2936754822731","63.9505464611575","63.9505464611575","63.9505464611575","54.30422779917717","54.30422779917717","54.30422779917717","58.518142144195735","58.518142144195735","58.518142144195735","69.02292466163635","69.02292466163635","69.02292466163635","50.47499316930771","50.47499316930771","50.47499316930771"
"199","-96.1693417429924","-96.1693417429924","-96.1693417429924","-11.463374753016979","-11.463374753016979","-11.463374753016979","42.049343183636665","42.049343183636665","42.049343183636665","-54.44824102520943","-54.44824102520943","-54.44824102520943","42.6798096857965","42.6798096857965","42.6798096857965","53.52777932956815","53.52777932956815","53.52777932956815","51.97226831316948","51.97226831316948","51.97226831316948","27.25521952752024","27.25521952752024","27.25521952752024","-12.573746221140027","-12.573746221140027","-12.573746221140027","30.788011725991964","30.788011725991964","30.788011725991964"
"200","-94.5818927178625","-94.5818927178625","-94.5818927178625","8.18831466557458","8.18831466557458","8.18831466557458","1.0656238701194525","1.0656238701194525","1.0656238701194525","-67.1326594427228","-67.1326594427228","-67.1326594427228","48.88053721934557","48.88053721934557","48.88053721934557","45.842131584882736","45.842131584882736","45.842131584882736","45.20079172775149","45.20079172775149","45.20079172775149","47.718178569572046","47.718178569572046","47.718178569572046","62.93737745285034","62.93737745285034","62.93737745285034","49.96627963753417","49.96627963753417","49.96627963753417"
"201","-94.79874023795128","-94.79874023795128","-94.79874023795128","49.77341300994158","49.77341300994158","49.77341300994158","50.0013275295496","50.0013275295496","50.0013275295496","-35.132403671275824","-35.132403671275824","-35.132403671275824","82.83823576942086","82.83823576942086","82.83823576942086","64.48444984853268","64.48444984853268","64.48444984853268","59.751415280625224","59.751415280625224","59.751415280625224","51.124851778149605","51.124851778149605","51.124851778149605","-1.1118977963924408","-1.1118977963924408","-1.1118977963924408","36.16258877515793","36.16258877515793","36.16258877515793"
"202","-82.86201897263527","-82.86201897263527","-82.86201897263527","60.67992515861988","60.67992515861988","60.67992515861988","","","","15.371841127518564","15.371841127518564","15.371841127518564","68.3740016007796","68.3740016007796","68.3740016007796","31.601323996670544","31.601323996670544","31.601323996670544","52.79764378070831","52.79764378070831","52.79764378070831","22.463380922330543","22.463380922330543","22.463380922330543","60.77484097145498","60.77484097145498","60.77484097145498","-1.139145815744996","-1.139145815744996","-1.139145815744996"
"203","-96.33017030358315","-96.33017030358315","-96.33017030358315","54.82395389676094","54.82395389676094","54.82395389676094","-87.206298828125","-87.206298828125","-87.206298828125","-42.3558515496552","-42.3558515496552","-42.3558515496552","-84.4641549885273","-84.4641549885273","-84.4641549885273","26.675987252034247","26.675987252034247","26.675987252034247","-4.502982238307595","-4.502982238307595","-4.502982238307595","68.10747086978517","68.10747086978517","68.10747086978517","58.68993121385574","58.68993121385574","58.68993121385574","-10.49492341838777","-10.49492341838777","-10.49492341838777"
"205","-90.5556138753891","-90.5556138753891","-90.5556138753891","49.21642670035362","49.21642670035362","49.21642670035362","51.79657577537","51.79657577537","51.79657577537","34.247669376432896","34.247669376432896","34.247669376432896","49.32940411567688","49.32940411567688","49.32940411567688","62.93672493286431","62.93672493286431","62.93672493286431","49.251098945736885","49.251098945736885","49.251098945736885","35.20349677326158","35.20349677326158","35.20349677326158","14.03268614411354","14.03268614411354","14.03268614411354","-26.40363734960556","-26.40363734960556","-26.40363734960556"
"206","-93.34575925953686","-93.34575925953686","-93.34575925953686","72.83492109924555","72.83492109924555","72.83492109924555","-79.77591851353645","-79.77591851353645","-79.77591851353645","-27.906942032277584","-27.906942032277584","-27.906942032277584","38.777975641191006","38.777975641191006","38.777975641191006","13.381082192994654","13.381082192994654","13.381082192994654","44.42780730128288","44.42780730128288","44.42780730128288","-12.173542596399784","-12.173542596399784","-12.173542596399784","35.26020032400265","35.26020032400265","35.26020032400265","45.575175285339355","45.575175285339355","45.575175285339355"
"207","-95.07750278711319","-95.07750278711319","-95.07750278711319","41.74463668465614","41.74463668465614","41.74463668465614","42.48561234772205","42.48561234772205","42.48561234772205","-53.248567117378116","-53.248567117378116","-53.248567117378116","7.6945399679243565","7.6945399679243565","7.6945399679243565","33.012758751399815","33.012758751399815","33.012758751399815","31.875756917521358","31.875756917521358","31.875756917521358","54.548685513436794","54.548685513436794","54.548685513436794","-45.12995108217001","-45.12995108217001","-45.12995108217001","-33.164007149636745","-33.164007149636745","-33.164007149636745"
"208","-91.47400894761086","-91.47400894761086","-91.47400894761086","-68.2864943370223","-68.2864943370223","-68.2864943370223","55.13763802498579","55.13763802498579","55.13763802498579","32.698404494673014","32.698404494673014","32.698404494673014","44.79539780714549","44.79539780714549","44.79539780714549","-13.5960146561265","-13.5960146561265","-13.5960146561265","41.194107830524445","41.194107830524445","41.194107830524445","54.82213184423745","54.82213184423745","54.82213184423745","-34.09870697185397","-34.09870697185397","-34.09870697185397","75.21055947989225","75.21055947989225","75.21055947989225"
"209","-89.66013814136386","-89.66013814136386","-89.66013814136386","39.26165909320116","39.26165909320116","39.26165909320116","11.116978455334902","11.116978455334902","11.116978455334902","-64.87057031691074","-64.87057031691074","-64.87057031691074","13.552651946432889","13.552651946432889","13.552651946432889","-61.093201626092196","-61.093201626092196","-61.093201626092196","-90.69981018826365","-90.69981018826365","-90.69981018826365","61.837734922766685","61.837734922766685","61.837734922766685","57.39792351797223","57.39792351797223","57.39792351797223","8.350656256079674","8.350656256079674","8.350656256079674"
"210","-93.36972181499004","-93.36972181499004","-93.36972181499004","6.682671085000038","6.682671085000038","6.682671085000038","54.57851403951645","54.57851403951645","54.57851403951645","-55.139772936701775","-55.139772936701775","-55.139772936701775","49.397079311311245","49.397079311311245","49.397079311311245","27.420992460101843","27.420992460101843","27.420992460101843","33.936999407596886","33.936999407596886","33.936999407596886","47.7794276624918","47.7794276624918","47.7794276624918","52.60335711017251","52.60335711017251","52.60335711017251","62.0099683701992","62.0099683701992","62.0099683701992"
"211","-81.38316921889782","-81.38316921889782","-81.38316921889782","43.83502498269081","43.83502498269081","43.83502498269081","47.66688546538353","47.66688546538353","47.66688546538353","-52.278477877378464","-52.278477877378464","-52.278477877378464","58.63212610036135","58.63212610036135","58.63212610036135","36.687806103378534","36.687806103378534","36.687806103378534","22.350387379527092","22.350387379527092","22.350387379527092","65.88350692391396","65.88350692391396","65.88350692391396","66.05182257294655","66.05182257294655","66.05182257294655","65.8388542830944","65.8388542830944","65.8388542830944"
"212","-95.20916831493378","-95.20916831493378","-95.20916831493378","40.2160954400897","40.2160954400897","40.2160954400897","43.7925371453166","43.7925371453166","43.7925371453166","-52.01725301146507","-52.01725301146507","-52.01725301146507","56.785064950585365","56.785064950585365","56.785064950585365","38.86123135313392","38.86123135313392","38.86123135313392","56.88216594979167","56.88216594979167","56.88216594979167","63.370021022856236","63.370021022856236","63.370021022856236","-5.72477681748569","-5.72477681748569","-5.72477681748569","76.24887710809708","76.24887710809708","76.24887710809708"
"213","-93.5663813687861","-93.5663813687861","-93.5663813687861","38.413653165102005","38.413653165102005","38.413653165102005","-51.02113356022164","-51.02113356022164","-51.02113356022164","-31.479001194238663","-31.479001194238663","-31.479001194238663","61.74180565588176","61.74180565588176","61.74180565588176","48.5025668758899","48.5025668758899","48.5025668758899","34.19082096219063","34.19082096219063","34.19082096219063","47.424473783001304","47.424473783001304","47.424473783001304","71.3277822136879","71.3277822136879","71.3277822136879","65.20532956719398","65.20532956719398","65.20532956719398"
"214","-86.40434785187244","-86.40434785187244","-86.40434785187244","6.652467267587781","6.652467267587781","6.652467267587781","42.62268240377307","42.62268240377307","42.62268240377307","-58.51415237784386","-58.51415237784386","-58.51415237784386","12.83490513637662","12.83490513637662","12.83490513637662","-16.929108381271362","-16.929108381271362","-16.929108381271362","36.3475333082024","36.3475333082024","36.3475333082024","37.69040498137474","37.69040498137474","37.69040498137474","69.18677344918251","69.18677344918251","69.18677344918251","25.590452579781413","25.590452579781413","25.590452579781413"
"215","-93.79206544160843","-93.79206544160843","-93.79206544160843","49.80471151089296","49.80471151089296","49.80471151089296","54.77987003326416","54.77987003326416","54.77987003326416","-58.33378198929131","-58.33378198929131","-58.33378198929131","60.20186396129429","60.20186396129429","60.20186396129429","16.34832763671875","16.34832763671875","16.34832763671875","19.554448429495096","19.554448429495096","19.554448429495096","63.69950371235609","63.69950371235609","63.69950371235609","59.665302097797394","59.665302097797394","59.665302097797394","51.929448783397675","51.929448783397675","51.929448783397675"
"216","-91.71925612539053","-91.71925612539053","-91.71925612539053","-56.7329548150301","-56.7329548150301","-56.7329548150301","26.077872663736343","26.077872663736343","26.077872663736343","-3.859607022255659","-3.859607022255659","-3.859607022255659","47.16637430340052","47.16637430340052","47.16637430340052","-12.869552798569202","-12.869552798569202","-12.869552798569202","75.92259288672358","75.92259288672358","75.92259288672358","48.67025376856327","48.67025376856327","48.67025376856327","-77.31610819790512","-77.31610819790512","-77.31610819790512","33.70064123719931","33.70064123719931","33.70064123719931"
"217","-95.5225082039833","-95.5225082039833","-95.5225082039833","43.079987935721874","43.079987935721874","43.079987935721874","51.506907641887665","51.506907641887665","51.506907641887665","-56.13626492023468","-56.13626492023468","-56.13626492023468","5.223553137504496","5.223553137504496","5.223553137504496","39.87682865024544","39.87682865024544","39.87682865024544","14.61228547617793","14.61228547617793","14.61228547617793","34.79507157206535","34.79507157206535","34.79507157206535","32.80752241611481","32.80752241611481","32.80752241611481","29.722206264734268","29.722206264734268","29.722206264734268"
