"Step","dreamerv3/medium/ih_15/room3/run4 - train/score","dreamerv3/medium/ih_15/room3/run4 - train/score__MIN","dreamerv3/medium/ih_15/room3/run4 - train/score__MAX","dreamerv3/medium/ih_15/room3/run3 - train/score","dreamerv3/medium/ih_15/room3/run3 - train/score__MIN","dreamerv3/medium/ih_15/room3/run3 - train/score__MAX","dreamerv3/medium/ih_15/room3/run2 - train/score","dreamerv3/medium/ih_15/room3/run2 - train/score__MIN","dreamerv3/medium/ih_15/room3/run2 - train/score__MAX","dreamerv3/medium/ih_15/room3/run1 - train/score","dreamerv3/medium/ih_15/room3/run1 - train/score__MIN","dreamerv3/medium/ih_15/room3/run1 - train/score__MAX","dreamerv3/medium/ih_15/room3/run0 - train/score","dreamerv3/medium/ih_15/room3/run0 - train/score__MIN","dreamerv3/medium/ih_15/room3/run0 - train/score__MAX","dreamerv3/medium/ih_15/room2/run4 - train/score","dreamerv3/medium/ih_15/room2/run4 - train/score__MIN","dreamerv3/medium/ih_15/room2/run4 - train/score__MAX","dreamerv3/medium/ih_15/room2/run3 - train/score","dreamerv3/medium/ih_15/room2/run3 - train/score__MIN","dreamerv3/medium/ih_15/room2/run3 - train/score__MAX","dreamerv3/medium/ih_15/room2/run2 - train/score","dreamerv3/medium/ih_15/room2/run2 - train/score__MIN","dreamerv3/medium/ih_15/room2/run2 - train/score__MAX","dreamerv3/medium/ih_15/room2/run1 - train/score","dreamerv3/medium/ih_15/room2/run1 - train/score__MIN","dreamerv3/medium/ih_15/room2/run1 - train/score__MAX","dreamerv3/medium/ih_15/room2/run0 - train/score","dreamerv3/medium/ih_15/room2/run0 - train/score__MIN","dreamerv3/medium/ih_15/room2/run0 - train/score__MAX"
"223","-53.867607057094574","-53.867607057094574","-53.867607057094574","-46.394697826355696","-46.394697826355696","-46.394697826355696","-28.07540617324412","-28.07540617324412","-28.07540617324412","-70.29691633582115","-70.29691633582115","-70.29691633582115","23.247344136238098","23.247344136238098","23.247344136238098","-62.92322051525116","-62.92322051525116","-62.92322051525116","-56.0588721036911","-56.0588721036911","-56.0588721036911","-67.25294531881809","-67.25294531881809","-67.25294531881809","18.325992792844772","18.325992792844772","18.325992792844772","-44.51858961768448","-44.51858961768448","-44.51858961768448"
"224","-87.8046640753746","-87.8046640753746","-87.8046640753746","-90.68030734360218","-90.68030734360218","-90.68030734360218","-64.53601611405611","-64.53601611405611","-64.53601611405611","-19.199354615993798","-19.199354615993798","-19.199354615993798","-81.86521860957146","-81.86521860957146","-81.86521860957146","-47.31792898848653","-47.31792898848653","-47.31792898848653","-35.72477654367685","-35.72477654367685","-35.72477654367685","-58.363608464598656","-58.363608464598656","-58.363608464598656","-9.115109529346228","-9.115109529346228","-9.115109529346228","-38.66394889354706","-38.66394889354706","-38.66394889354706"
"225","-69.8207646459341","-69.8207646459341","-69.8207646459341","-97.569684445858","-97.569684445858","-97.569684445858","-22.012002859264612","-22.012002859264612","-22.012002859264612","-52.957014348357916","-52.957014348357916","-52.957014348357916","-32.31301731732674","-32.31301731732674","-32.31301731732674","24.42503010481596","24.42503010481596","24.42503010481596","-51.073871951550245","-51.073871951550245","-51.073871951550245","10.190027539734729","10.190027539734729","10.190027539734729","12.657297097146511","12.657297097146511","12.657297097146511","-51.72909765318036","-51.72909765318036","-51.72909765318036"
"226","-44.01081496477127","-44.01081496477127","-44.01081496477127","36.90438439697027","36.90438439697027","36.90438439697027","-96.13441294431686","-96.13441294431686","-96.13441294431686","-26.037492679432034","-26.037492679432034","-26.037492679432034","-79.95267590135336","-79.95267590135336","-79.95267590135336","-63.39560067653656","-63.39560067653656","-63.39560067653656","-24.49541314865928","-24.49541314865928","-24.49541314865928","27.607375372201204","27.607375372201204","27.607375372201204","-85.06485170125961","-85.06485170125961","-85.06485170125961","-61.759500086307526","-61.759500086307526","-61.759500086307526"
"227","-32.77615294419229","-32.77615294419229","-32.77615294419229","5.125203761213925","5.125203761213925","5.125203761213925","-86.35300736874342","-86.35300736874342","-86.35300736874342","-16.796723928302526","-16.796723928302526","-16.796723928302526","4.420442081987858","4.420442081987858","4.420442081987858","-68.89397634938359","-68.89397634938359","-68.89397634938359","-18.21646441705525","-18.21646441705525","-18.21646441705525","-51.48071421124041","-51.48071421124041","-51.48071421124041","-52.27685569226742","-52.27685569226742","-52.27685569226742","39.49735894519836","39.49735894519836","39.49735894519836"
"228","-45.01428100466728","-45.01428100466728","-45.01428100466728","46.59431603550911","46.59431603550911","46.59431603550911","-53.49414749443531","-53.49414749443531","-53.49414749443531","-95.57995007187128","-95.57995007187128","-95.57995007187128","-28.51792834699154","-28.51792834699154","-28.51792834699154","24.83213098719716","24.83213098719716","24.83213098719716","-41.25010844646022","-41.25010844646022","-41.25010844646022","-46.32960791699588","-46.32960791699588","-46.32960791699588","47.99467954039574","47.99467954039574","47.99467954039574","-37.27226533088833","-37.27226533088833","-37.27226533088833"
"229","-100","-100","-100","-88.02248165011406","-88.02248165011406","-88.02248165011406","-95.79739570617676","-95.79739570617676","-95.79739570617676","-66.4398820400238","-66.4398820400238","-66.4398820400238","-53.46056492626667","-53.46056492626667","-53.46056492626667","4.239015117287636","4.239015117287636","4.239015117287636","-42.401295602321625","-42.401295602321625","-42.401295602321625","-25.27395103033632","-25.27395103033632","-25.27395103033632","33.88473575003445","33.88473575003445","33.88473575003445","-50.88577229529619","-50.88577229529619","-50.88577229529619"
"230","-39.32659067213535","-39.32659067213535","-39.32659067213535","-53.280460108071566","-53.280460108071566","-53.280460108071566","-50.64885603822768","-50.64885603822768","-50.64885603822768","-91.85941058397293","-91.85941058397293","-91.85941058397293","-64.89140852540731","-64.89140852540731","-64.89140852540731","27.424754651961848","27.424754651961848","27.424754651961848","-2.1486349999904633","-2.1486349999904633","-2.1486349999904633","-54.408388648182154","-54.408388648182154","-54.408388648182154","-70.8572564534843","-70.8572564534843","-70.8572564534843","-27.807175347581506","-27.807175347581506","-27.807175347581506"
"231","-59.06113067641854","-59.06113067641854","-59.06113067641854","-92.88008603733033","-92.88008603733033","-92.88008603733033","-52.65861834585667","-52.65861834585667","-52.65861834585667","-91.21860054135323","-91.21860054135323","-91.21860054135323","-78.41426458954811","-78.41426458954811","-78.41426458954811","-99.29773378372192","-99.29773378372192","-99.29773378372192","-2.0564292361959815","-2.0564292361959815","-2.0564292361959815","-52.72227327339351","-52.72227327339351","-52.72227327339351","-70.3000429365784","-70.3000429365784","-70.3000429365784","-92.63639269769192","-92.63639269769192","-92.63639269769192"
"232","48.6131537258625","48.6131537258625","48.6131537258625","-34.445878298953176","-34.445878298953176","-34.445878298953176","-52.81615938525647","-52.81615938525647","-52.81615938525647","-88.86853198707104","-88.86853198707104","-88.86853198707104","-50.66584900766611","-50.66584900766611","-50.66584900766611","28.196192115545273","28.196192115545273","28.196192115545273","-38.74692124966532","-38.74692124966532","-38.74692124966532","-17.74937937827781","-17.74937937827781","-17.74937937827781","-75.94064071774483","-75.94064071774483","-75.94064071774483","8.065878750290722","8.065878750290722","8.065878750290722"
"233","-65.5251444503665","-65.5251444503665","-65.5251444503665","-68.1456099897623","-68.1456099897623","-68.1456099897623","-31.21319402602967","-31.21319402602967","-31.21319402602967","-43.08808261156082","-43.08808261156082","-43.08808261156082","33.64222088456154","33.64222088456154","33.64222088456154","-55.52054204046726","-55.52054204046726","-55.52054204046726","-24.048722168430686","-24.048722168430686","-24.048722168430686","-39.51555281691253","-39.51555281691253","-39.51555281691253","28.785557135939598","28.785557135939598","28.785557135939598","-35.27551347296685","-35.27551347296685","-35.27551347296685"
"234","-88.42773602902889","-88.42773602902889","-88.42773602902889","-73.45666879415512","-73.45666879415512","-73.45666879415512","-73.34641397930682","-73.34641397930682","-73.34641397930682","-93.60767084360123","-93.60767084360123","-93.60767084360123","-7.631203920114785","-7.631203920114785","-7.631203920114785","-54.82811424299143","-54.82811424299143","-54.82811424299143","-30.09462228883058","-30.09462228883058","-30.09462228883058","-37.03818260668777","-37.03818260668777","-37.03818260668777","-45.030165672302246","-45.030165672302246","-45.030165672302246","17.53005222324282","17.53005222324282","17.53005222324282"
"235","12.77691295556724","12.77691295556724","12.77691295556724","-83.45656263828278","-83.45656263828278","-83.45656263828278","-16.17334712482989","-16.17334712482989","-16.17334712482989","-59.950616501271725","-59.950616501271725","-59.950616501271725","-97.69959193468094","-97.69959193468094","-97.69959193468094","-52.65050311386585","-52.65050311386585","-52.65050311386585","-39.034689500927925","-39.034689500927925","-39.034689500927925","-48.08803788945079","-48.08803788945079","-48.08803788945079","-69.30994140729308","-69.30994140729308","-69.30994140729308","-60.475513845682144","-60.475513845682144","-60.475513845682144"
"236","-46.14252333715558","-46.14252333715558","-46.14252333715558","-24.26479361136444","-24.26479361136444","-24.26479361136444","-54.456810732372105","-54.456810732372105","-54.456810732372105","-77.04512472916394","-77.04512472916394","-77.04512472916394","15.302749805618078","15.302749805618078","15.302749805618078","-51.73785117268562","-51.73785117268562","-51.73785117268562","1.4231238355860114","1.4231238355860114","1.4231238355860114","-47.18282353319228","-47.18282353319228","-47.18282353319228","32.2636825889349","32.2636825889349","32.2636825889349","-44.591479369904846","-44.591479369904846","-44.591479369904846"
"237","-67.49650714657037","-67.49650714657037","-67.49650714657037","-79.26021580398083","-79.26021580398083","-79.26021580398083","-48.8778575360775","-48.8778575360775","-48.8778575360775","-19.89416071213782","-19.89416071213782","-19.89416071213782","-28.62239732244052","-28.62239732244052","-28.62239732244052","17.83124265889637","17.83124265889637","17.83124265889637","0.6848108470439911","0.6848108470439911","0.6848108470439911","-45.0031374032842","-45.0031374032842","-45.0031374032842","42.47936390712857","42.47936390712857","42.47936390712857","-26.34979228163138","-26.34979228163138","-26.34979228163138"
"238","-13.219704657793045","-13.219704657793045","-13.219704657793045","-43.78757354617119","-43.78757354617119","-43.78757354617119","52.89430933073163","52.89430933073163","52.89430933073163","-64.37724328041077","-64.37724328041077","-64.37724328041077","-17.66816316265613","-17.66816316265613","-17.66816316265613","-39.830317803658545","-39.830317803658545","-39.830317803658545","4.742451265454292","4.742451265454292","4.742451265454292","-35.08617403358221","-35.08617403358221","-35.08617403358221","32.148137986660004","32.148137986660004","32.148137986660004","-61.37563765048981","-61.37563765048981","-61.37563765048981"
"239","-65.05178210278973","-65.05178210278973","-65.05178210278973","-58.351899802684784","-58.351899802684784","-58.351899802684784","-54.51304281875491","-54.51304281875491","-54.51304281875491","-77.02245968952775","-77.02245968952775","-77.02245968952775","-13.191665662452579","-13.191665662452579","-13.191665662452579","51.00557204335928","51.00557204335928","51.00557204335928","-32.1860751286149","-32.1860751286149","-32.1860751286149","-60.188354916870594","-60.188354916870594","-60.188354916870594","-98.91559273004532","-98.91559273004532","-98.91559273004532","-61.802927531301975","-61.802927531301975","-61.802927531301975"
"240","-74.28179733268917","-74.28179733268917","-74.28179733268917","-73.0699178185314","-73.0699178185314","-73.0699178185314","-12.3620740827173","-12.3620740827173","-12.3620740827173","-79.30481651425362","-79.30481651425362","-79.30481651425362","-16.35398681089282","-16.35398681089282","-16.35398681089282","22.024907601997256","22.024907601997256","22.024907601997256","-54.69801441766322","-54.69801441766322","-54.69801441766322","-50.45204987353645","-50.45204987353645","-50.45204987353645","-72.06668236851692","-72.06668236851692","-72.06668236851692","16.08665344119072","16.08665344119072","16.08665344119072"
"241","-49.15541033446789","-49.15541033446789","-49.15541033446789","-44.77207052707672","-44.77207052707672","-44.77207052707672","-52.21268051862717","-52.21268051862717","-52.21268051862717","-64.5100729316473","-64.5100729316473","-64.5100729316473","-73.98605752037838","-73.98605752037838","-73.98605752037838","-21.932261995971203","-21.932261995971203","-21.932261995971203","-12.73050145804882","-12.73050145804882","-12.73050145804882","-25.81928277015686","-25.81928277015686","-25.81928277015686","-7.504233684390783","-7.504233684390783","-7.504233684390783","43.79482583515346","43.79482583515346","43.79482583515346"
"242","-5.337297876365483","-5.337297876365483","-5.337297876365483","","","","-67.52964636310935","-67.52964636310935","-67.52964636310935","-86.10855808854103","-86.10855808854103","-86.10855808854103","-76.03239383362234","-76.03239383362234","-76.03239383362234","-10.921145111322403","-10.921145111322403","-10.921145111322403","-83.42562793125398","-83.42562793125398","-83.42562793125398","26.765814691781998","26.765814691781998","26.765814691781998","-83.7695372402668","-83.7695372402668","-83.7695372402668","-31.54240865376778","-31.54240865376778","-31.54240865376778"
"243","10.482167354784906","10.482167354784906","10.482167354784906","-34.730127692222595","-34.730127692222595","-34.730127692222595","41.948842922225595","41.948842922225595","41.948842922225595","-74.62410565558821","-74.62410565558821","-74.62410565558821","-30.704476930201054","-30.704476930201054","-30.704476930201054","-13.116139073797967","-13.116139073797967","-13.116139073797967","-16.90341829881072","-16.90341829881072","-16.90341829881072","-17.626984496346267","-17.626984496346267","-17.626984496346267","-55.27424043416977","-55.27424043416977","-55.27424043416977","0.26733803912065923","0.26733803912065923","0.26733803912065923"
"244","-85.94091552495956","-85.94091552495956","-85.94091552495956","-28.97978205070831","-28.97978205070831","-28.97978205070831","-53.07018020749092","-53.07018020749092","-53.07018020749092","-92.20907980203629","-92.20907980203629","-92.20907980203629","-87.10747867822647","-87.10747867822647","-87.10747867822647","-44.47314483486116","-44.47314483486116","-44.47314483486116","-44.954450593329966","-44.954450593329966","-44.954450593329966","-36.30478577129543","-36.30478577129543","-36.30478577129543","-22.28513628616929","-22.28513628616929","-22.28513628616929","-57.1673573050648","-57.1673573050648","-57.1673573050648"
"245","-92.45060485601425","-92.45060485601425","-92.45060485601425","-43.9661648189649","-43.9661648189649","-43.9661648189649","-88.86414414457977","-88.86414414457977","-88.86414414457977","-74.63682356476784","-74.63682356476784","-74.63682356476784","-80.53324880730361","-80.53324880730361","-80.53324880730361","-48.52002636156976","-48.52002636156976","-48.52002636156976","-61.30091493576765","-61.30091493576765","-61.30091493576765","29.090034135617316","29.090034135617316","29.090034135617316","5.357025115285069","5.357025115285069","5.357025115285069","38.20964854955673","38.20964854955673","38.20964854955673"
"246","-69.59655859135091","-69.59655859135091","-69.59655859135091","-39.014163468033075","-39.014163468033075","-39.014163468033075","-43.93941686232574","-43.93941686232574","-43.93941686232574","-31.57655744254589","-31.57655744254589","-31.57655744254589","-41.746698062866926","-41.746698062866926","-41.746698062866926","-49.33525191247463","-49.33525191247463","-49.33525191247463","-7.762618009001017","-7.762618009001017","-7.762618009001017","48.9067120552063","48.9067120552063","48.9067120552063","3.257386302575469","3.257386302575469","3.257386302575469","24.31096956145484","24.31096956145484","24.31096956145484"
"247","10.638336475938559","10.638336475938559","10.638336475938559","21.128259113058448","21.128259113058448","21.128259113058448","-95.22656238079071","-95.22656238079071","-95.22656238079071","-18.05267207324505","-18.05267207324505","-18.05267207324505","-89.61274791508913","-89.61274791508913","-89.61274791508913","-61.08172178640962","-61.08172178640962","-61.08172178640962","-60.66875040833838","-60.66875040833838","-60.66875040833838","-43.130713729187846","-43.130713729187846","-43.130713729187846","14.316018292680383","14.316018292680383","14.316018292680383","-0.2024366776458919","-0.2024366776458919","-0.2024366776458919"
"248","","","","-62.556251868605614","-62.556251868605614","-62.556251868605614","-28.915650391951203","-28.915650391951203","-28.915650391951203","-89.97838327288628","-89.97838327288628","-89.97838327288628","12.861536240205169","12.861536240205169","12.861536240205169","-22.97521028108895","-22.97521028108895","-22.97521028108895","-32.24925229884684","-32.24925229884684","-32.24925229884684","-31.295232139527798","-31.295232139527798","-31.295232139527798","25.80885775387287","25.80885775387287","25.80885775387287","43.251622736803256","43.251622736803256","43.251622736803256"
"249","-10.399795387638733","-10.399795387638733","-10.399795387638733","54.61754876561463","54.61754876561463","54.61754876561463","","","","","","","-36.599174827337265","-36.599174827337265","-36.599174827337265","-62.37519267201424","-62.37519267201424","-62.37519267201424","-72.42877610214055","-72.42877610214055","-72.42877610214055","-50.10355764813721","-50.10355764813721","-50.10355764813721","26.15310864150524","26.15310864150524","26.15310864150524","-63.52931832196191","-63.52931832196191","-63.52931832196191"
"250","0.3046216815710068","0.3046216815710068","0.3046216815710068","-67.24138954281807","-67.24138954281807","-67.24138954281807","-95.4714327454567","-95.4714327454567","-95.4714327454567","11.828054765239358","11.828054765239358","11.828054765239358","-73.32138179242611","-73.32138179242611","-73.32138179242611","37.44078782200813","37.44078782200813","37.44078782200813","-31.586095917969942","-31.586095917969942","-31.586095917969942","62.28311347961426","62.28311347961426","62.28311347961426","54.53347961604595","54.53347961604595","54.53347961604595","-51.575673043727875","-51.575673043727875","-51.575673043727875"
"251","-11.015003308653831","-11.015003308653831","-11.015003308653831","36.194803786464036","36.194803786464036","36.194803786464036","-36.96419185400009","-36.96419185400009","-36.96419185400009","-61.4402277097106","-61.4402277097106","-61.4402277097106","-34.06921802461147","-34.06921802461147","-34.06921802461147","-96.8353981077671","-96.8353981077671","-96.8353981077671","2.9008501460775733","2.9008501460775733","2.9008501460775733","-19.179475913755596","-19.179475913755596","-19.179475913755596","-25.83117244276218","-25.83117244276218","-25.83117244276218","-38.748581872321665","-38.748581872321665","-38.748581872321665"
"252","-62.82529839873314","-62.82529839873314","-62.82529839873314","-66.31029738113284","-66.31029738113284","-66.31029738113284","-62.42657098174095","-62.42657098174095","-62.42657098174095","-49.94301503896713","-49.94301503896713","-49.94301503896713","-28.442963428795338","-28.442963428795338","-28.442963428795338","-42.9818319901824","-42.9818319901824","-42.9818319901824","-52.93415257241577","-52.93415257241577","-52.93415257241577","-24.46957046620082","-24.46957046620082","-24.46957046620082","-0.4897948561119847","-0.4897948561119847","-0.4897948561119847","-30.87955266982317","-30.87955266982317","-30.87955266982317"
"253","-48.44683071039617","-48.44683071039617","-48.44683071039617","-70.5479407608509","-70.5479407608509","-70.5479407608509","19.862838853150606","19.862838853150606","19.862838853150606","-95.81823420524597","-95.81823420524597","-95.81823420524597","-50.543351002037525","-50.543351002037525","-50.543351002037525","-54.60167889576405","-54.60167889576405","-54.60167889576405","-85.8949625492096","-85.8949625492096","-85.8949625492096","-30.646054592449218","-30.646054592449218","-30.646054592449218","-50.502712834626436","-50.502712834626436","-50.502712834626436","22.969133853912354","22.969133853912354","22.969133853912354"
"254","-47.376772701740265","-47.376772701740265","-47.376772701740265","-73.04717344045639","-73.04717344045639","-73.04717344045639","43.97511309199035","43.97511309199035","43.97511309199035","-88.78183753788471","-88.78183753788471","-88.78183753788471","-82.25431890785694","-82.25431890785694","-82.25431890785694","-38.4383177831769","-38.4383177831769","-38.4383177831769","-10.113414734601974","-10.113414734601974","-10.113414734601974","60.781980976462364","60.781980976462364","60.781980976462364","-79.50685629248619","-79.50685629248619","-79.50685629248619","23.816132962703705","23.816132962703705","23.816132962703705"
"255","-86.26336233317852","-86.26336233317852","-86.26336233317852","-89.33300106972456","-89.33300106972456","-89.33300106972456","-88.39613904058933","-88.39613904058933","-88.39613904058933","-62.580773182213306","-62.580773182213306","-62.580773182213306","","","","","","","","","","","","","","","","","",""
"256","","","","","","","","","","","","","-41.330275163054466","-41.330275163054466","-41.330275163054466","34.43660887121223","34.43660887121223","34.43660887121223","-40.16677480004728","-40.16677480004728","-40.16677480004728","-5.141529688145965","-5.141529688145965","-5.141529688145965","57.157532043755054","57.157532043755054","57.157532043755054","19.259950641542673","19.259950641542673","19.259950641542673"
"257","-81.26816123764729","-81.26816123764729","-81.26816123764729","66.28140965104103","66.28140965104103","66.28140965104103","-38.331908042237046","-38.331908042237046","-38.331908042237046","-74.14576256275177","-74.14576256275177","-74.14576256275177","-90.86138599552214","-90.86138599552214","-90.86138599552214","-62.63806576654315","-62.63806576654315","-62.63806576654315","-52.83028157055378","-52.83028157055378","-52.83028157055378","37.27601510286331","37.27601510286331","37.27601510286331","-55.3695927336812","-55.3695927336812","-55.3695927336812","37.048083901405334","37.048083901405334","37.048083901405334"
"258","-35.9923823736608","-35.9923823736608","-35.9923823736608","-40.675331726670265","-40.675331726670265","-40.675331726670265","-77.92638975381851","-77.92638975381851","-77.92638975381851","-20.459277030895464","-20.459277030895464","-20.459277030895464","-15.920742730610073","-15.920742730610073","-15.920742730610073","-67.30420856177807","-67.30420856177807","-67.30420856177807","-36.184349957620725","-36.184349957620725","-36.184349957620725","0.7285050665959716","0.7285050665959716","0.7285050665959716","-46.4140603300184","-46.4140603300184","-46.4140603300184","-7.045931454282254","-7.045931454282254","-7.045931454282254"
"259","-78.18303186073899","-78.18303186073899","-78.18303186073899","-0.24344881623983383","-0.24344881623983383","-0.24344881623983383","-81.694167137146","-81.694167137146","-81.694167137146","-31.83069485425949","-31.83069485425949","-31.83069485425949","-54.17233061790466","-54.17233061790466","-54.17233061790466","-50.120930314064026","-50.120930314064026","-50.120930314064026","-19.319682403933257","-19.319682403933257","-19.319682403933257","-17.85074584186077","-17.85074584186077","-17.85074584186077","54.90557846426964","54.90557846426964","54.90557846426964","-76.22002689540386","-76.22002689540386","-76.22002689540386"
"260","-34.14412263035774","-34.14412263035774","-34.14412263035774","2.3620589235797524","2.3620589235797524","2.3620589235797524","-20.43432793719694","-20.43432793719694","-20.43432793719694","-52.56956597417593","-52.56956597417593","-52.56956597417593","31.763550073839724","31.763550073839724","31.763550073839724","-35.014041347429156","-35.014041347429156","-35.014041347429156","-48.54584237188101","-48.54584237188101","-48.54584237188101","-43.94618779420853","-43.94618779420853","-43.94618779420853","25.232456103200093","25.232456103200093","25.232456103200093","17.79213137179613","17.79213137179613","17.79213137179613"
"261","-93.68912315368652","-93.68912315368652","-93.68912315368652","-51.913283843547106","-51.913283843547106","-51.913283843547106","-40.16805436462164","-40.16805436462164","-40.16805436462164","-91.62097996473312","-91.62097996473312","-91.62097996473312","-28.482981618726626","-28.482981618726626","-28.482981618726626","44.25959936156869","44.25959936156869","44.25959936156869","-17.876105781644583","-17.876105781644583","-17.876105781644583","-31.675314776599407","-31.675314776599407","-31.675314776599407","57.72466066479683","57.72466066479683","57.72466066479683","45.095817847177386","45.095817847177386","45.095817847177386"
"262","-42.97881122305989","-42.97881122305989","-42.97881122305989","-96.86015632003546","-96.86015632003546","-96.86015632003546","3.6734157861210406","3.6734157861210406","3.6734157861210406","39.10085541754961","39.10085541754961","39.10085541754961","-90.24814200401306","-90.24814200401306","-90.24814200401306","-46.434574821963906","-46.434574821963906","-46.434574821963906","6.771150194108486","6.771150194108486","6.771150194108486","-49.341833741404116","-49.341833741404116","-49.341833741404116","-57.47586798667908","-57.47586798667908","-57.47586798667908","28.10570989921689","28.10570989921689","28.10570989921689"
"263","-81.67407524585724","-81.67407524585724","-81.67407524585724","-24.54919209331274","-24.54919209331274","-24.54919209331274","-71.32475063204765","-71.32475063204765","-71.32475063204765","-38.37115398515016","-38.37115398515016","-38.37115398515016","-56.28898832947016","-56.28898832947016","-56.28898832947016","-76.00457736477256","-76.00457736477256","-76.00457736477256","42.165125615894794","42.165125615894794","42.165125615894794","40.93697771988809","40.93697771988809","40.93697771988809","-60.958132633939385","-60.958132633939385","-60.958132633939385","-57.880077727138996","-57.880077727138996","-57.880077727138996"
"264","49.676409006118774","49.676409006118774","49.676409006118774","-61.41319437325001","-61.41319437325001","-61.41319437325001","-75.1661514043808","-75.1661514043808","-75.1661514043808","-76.78758142888546","-76.78758142888546","-76.78758142888546","-69.22343015670776","-69.22343015670776","-69.22343015670776","-76.92345917224884","-76.92345917224884","-76.92345917224884","-8.715611059218645","-8.715611059218645","-8.715611059218645","-28.145248451735824","-28.145248451735824","-28.145248451735824","-76.2651663646102","-76.2651663646102","-76.2651663646102","-58.62096965499222","-58.62096965499222","-58.62096965499222"
"265","23.398773891851306","23.398773891851306","23.398773891851306","-72.82087653875351","-72.82087653875351","-72.82087653875351","-94.56904637813568","-94.56904637813568","-94.56904637813568","-63.195326417684555","-63.195326417684555","-63.195326417684555","-5.253997671417892","-5.253997671417892","-5.253997671417892","-47.63043758645654","-47.63043758645654","-47.63043758645654","-91.58000212907791","-91.58000212907791","-91.58000212907791","-29.669855051208287","-29.669855051208287","-29.669855051208287","31.89826571987942","31.89826571987942","31.89826571987942","54.323204427957535","54.323204427957535","54.323204427957535"
"266","-25.011522065848112","-25.011522065848112","-25.011522065848112","-18.43196071870625","-18.43196071870625","-18.43196071870625","-88.52690192312002","-88.52690192312002","-88.52690192312002","-82.55058754235506","-82.55058754235506","-82.55058754235506","-36.624358750879765","-36.624358750879765","-36.624358750879765","12.46489430218935","12.46489430218935","12.46489430218935","-29.69263465591939","-29.69263465591939","-29.69263465591939","-21.7994152167812","-21.7994152167812","-21.7994152167812","-60.340324342250824","-60.340324342250824","-60.340324342250824","56.690898911096156","56.690898911096156","56.690898911096156"
"267","-89.26442449819297","-89.26442449819297","-89.26442449819297","15.522089856676757","15.522089856676757","15.522089856676757","12.154111679643393","12.154111679643393","12.154111679643393","-60.742950692307204","-60.742950692307204","-60.742950692307204","3.573070083744824","3.573070083744824","3.573070083744824","10.306036667898297","10.306036667898297","10.306036667898297","45.438117027282715","45.438117027282715","45.438117027282715","-10.758335078135133","-10.758335078135133","-10.758335078135133","-55.24293781677261","-55.24293781677261","-55.24293781677261","-11.081286596599966","-11.081286596599966","-11.081286596599966"
"268","15.961605474352837","15.961605474352837","15.961605474352837","-51.77563217282295","-51.77563217282295","-51.77563217282295","-30.036043075844646","-30.036043075844646","-30.036043075844646","-89.91497471928596","-89.91497471928596","-89.91497471928596","-55.748572528362274","-55.748572528362274","-55.748572528362274","-45.81239353958517","-45.81239353958517","-45.81239353958517","-42.862268410623074","-42.862268410623074","-42.862268410623074","30.37112813256681","30.37112813256681","30.37112813256681","-49.478714525699615","-49.478714525699615","-49.478714525699615","25.32456687092781","25.32456687092781","25.32456687092781"
"269","-88.54339961707592","-88.54339961707592","-88.54339961707592","-73.31412911042571","-73.31412911042571","-73.31412911042571","52.555488899350166","52.555488899350166","52.555488899350166","-57.242783952504396","-57.242783952504396","-57.242783952504396","","","","-66.97556687146425","-66.97556687146425","-66.97556687146425","-22.269002243876457","-22.269002243876457","-22.269002243876457","62.15833209455013","62.15833209455013","62.15833209455013","41.88875866588205","41.88875866588205","41.88875866588205","-47.24292108276859","-47.24292108276859","-47.24292108276859"
"270","-63.30062469467521","-63.30062469467521","-63.30062469467521","-16.415129753178917","-16.415129753178917","-16.415129753178917","-59.067655228078365","-59.067655228078365","-59.067655228078365","-80.51637023687363","-80.51637023687363","-80.51637023687363","-23.650173768401146","-23.650173768401146","-23.650173768401146","-78.17574991285801","-78.17574991285801","-78.17574991285801","-39.97454744577408","-39.97454744577408","-39.97454744577408","43.927279464900494","43.927279464900494","43.927279464900494","-67.41411151736975","-67.41411151736975","-67.41411151736975","54.803537130355835","54.803537130355835","54.803537130355835"
"271","-56.08845025883056","-56.08845025883056","-56.08845025883056","-97.91080811619759","-97.91080811619759","-97.91080811619759","-4.140112265187781","-4.140112265187781","-4.140112265187781","-51.38536548614502","-51.38536548614502","-51.38536548614502","-85.27879812568426","-85.27879812568426","-85.27879812568426","35.36704033706337","35.36704033706337","35.36704033706337","-24.32800319418311","-24.32800319418311","-24.32800319418311","24.607474014163017","24.607474014163017","24.607474014163017","56.35609567165375","56.35609567165375","56.35609567165375","5.9872675528458785","5.9872675528458785","5.9872675528458785"
"272","10.112187778577209","10.112187778577209","10.112187778577209","-99.82796782255173","-99.82796782255173","-99.82796782255173","-41.7847755253315","-41.7847755253315","-41.7847755253315","-72.09979495406151","-72.09979495406151","-72.09979495406151","6.847102146828547","6.847102146828547","6.847102146828547","12.410383087582886","12.410383087582886","12.410383087582886","39.805899266153574","39.805899266153574","39.805899266153574","-7.7822277415543795","-7.7822277415543795","-7.7822277415543795","-84.7967927902937","-84.7967927902937","-84.7967927902937","-20.481174576329067","-20.481174576329067","-20.481174576329067"
