"Step","dreamerv3/medium/ih_15/room3/run4 - train/score","dreamerv3/medium/ih_15/room3/run4 - train/score__MIN","dreamerv3/medium/ih_15/room3/run4 - train/score__MAX","dreamerv3/medium/ih_15/room3/run3 - train/score","dreamerv3/medium/ih_15/room3/run3 - train/score__MIN","dreamerv3/medium/ih_15/room3/run3 - train/score__MAX","dreamerv3/medium/ih_15/room3/run2 - train/score","dreamerv3/medium/ih_15/room3/run2 - train/score__MIN","dreamerv3/medium/ih_15/room3/run2 - train/score__MAX","dreamerv3/medium/ih_15/room3/run1 - train/score","dreamerv3/medium/ih_15/room3/run1 - train/score__MIN","dreamerv3/medium/ih_15/room3/run1 - train/score__MAX","dreamerv3/medium/ih_15/room3/run0 - train/score","dreamerv3/medium/ih_15/room3/run0 - train/score__MIN","dreamerv3/medium/ih_15/room3/run0 - train/score__MAX","dreamerv3/medium/ih_15/room2/run4 - train/score","dreamerv3/medium/ih_15/room2/run4 - train/score__MIN","dreamerv3/medium/ih_15/room2/run4 - train/score__MAX","dreamerv3/medium/ih_15/room2/run3 - train/score","dreamerv3/medium/ih_15/room2/run3 - train/score__MIN","dreamerv3/medium/ih_15/room2/run3 - train/score__MAX","dreamerv3/medium/ih_15/room2/run2 - train/score","dreamerv3/medium/ih_15/room2/run2 - train/score__MIN","dreamerv3/medium/ih_15/room2/run2 - train/score__MAX","dreamerv3/medium/ih_15/room2/run1 - train/score","dreamerv3/medium/ih_15/room2/run1 - train/score__MIN","dreamerv3/medium/ih_15/room2/run1 - train/score__MAX","dreamerv3/medium/ih_15/room2/run0 - train/score","dreamerv3/medium/ih_15/room2/run0 - train/score__MIN","dreamerv3/medium/ih_15/room2/run0 - train/score__MAX"
"21","-66.62677624821663","-66.62677624821663","-66.62677624821663","-53.13698157668114","-53.13698157668114","-53.13698157668114","-93.4513448625803","-93.4513448625803","-93.4513448625803","-81.22232574224472","-81.22232574224472","-81.22232574224472","-61.8319708481431","-61.8319708481431","-61.8319708481431","-49.46215846762061","-49.46215846762061","-49.46215846762061","-71.05548432754586","-71.05548432754586","-71.05548432754586","-66.66899985074997","-66.66899985074997","-66.66899985074997","-62.86292392015457","-62.86292392015457","-62.86292392015457","-75.53634336590767","-75.53634336590767","-75.53634336590767"
"22","","","","","","","","","","","","","","","","","","","","","","-100","-100","-100","-81.55637940764427","-81.55637940764427","-81.55637940764427","-84.79704117774963","-84.79704117774963","-84.79704117774963"
"23","-87.61220221221447","-87.61220221221447","-87.61220221221447","-92.03793489933014","-92.03793489933014","-92.03793489933014","-86.37784366309643","-86.37784366309643","-86.37784366309643","-80.11457585915923","-80.11457585915923","-80.11457585915923","-55.97057157382369","-55.97057157382369","-55.97057157382369","-79.89874401688576","-79.89874401688576","-79.89874401688576","-84.86056995391846","-84.86056995391846","-84.86056995391846","","","","","","","","",""
"24","-81.46486923098564","-81.46486923098564","-81.46486923098564","-68.25529645383358","-68.25529645383358","-68.25529645383358","-92.60685396194458","-92.60685396194458","-92.60685396194458","-90.25959116220474","-90.25959116220474","-90.25959116220474","-87.61502933502197","-87.61502933502197","-87.61502933502197","-74.84790688753128","-74.84790688753128","-74.84790688753128","-91.91722802817822","-91.91722802817822","-91.91722802817822","-97.18278267979622","-97.18278267979622","-97.18278267979622","-86.38789013028145","-86.38789013028145","-86.38789013028145","-62.690643802285194","-62.690643802285194","-62.690643802285194"
"25","-56.606404043734074","-56.606404043734074","-56.606404043734074","-94.69886800646782","-94.69886800646782","-94.69886800646782","-91.82288792543113","-91.82288792543113","-91.82288792543113","-84.48123209923506","-84.48123209923506","-84.48123209923506","-93.30815149843693","-93.30815149843693","-93.30815149843693","-88.02548302710056","-88.02548302710056","-88.02548302710056","-88.86219531297684","-88.86219531297684","-88.86219531297684","-100","-100","-100","-82.95852914452553","-82.95852914452553","-82.95852914452553","-90.62698566913605","-90.62698566913605","-90.62698566913605"
"26","-58.78407498449087","-58.78407498449087","-58.78407498449087","-91.03633327782154","-91.03633327782154","-91.03633327782154","-94.38640019111335","-94.38640019111335","-94.38640019111335","-96.96454709768295","-96.96454709768295","-96.96454709768295","-95.46282178163528","-95.46282178163528","-95.46282178163528","-56.70835791528225","-56.70835791528225","-56.70835791528225","-85.83590999245644","-85.83590999245644","-85.83590999245644","-98.33973369002342","-98.33973369002342","-98.33973369002342","-98.23056164383888","-98.23056164383888","-98.23056164383888","-95.7766511887312","-95.7766511887312","-95.7766511887312"
"27","-75.65083166956902","-75.65083166956902","-75.65083166956902","-90.38201759569347","-90.38201759569347","-90.38201759569347","-83.57196216285229","-83.57196216285229","-83.57196216285229","-95.1793702840805","-95.1793702840805","-95.1793702840805","-90.48802089691162","-90.48802089691162","-90.48802089691162","-82.65772747993469","-82.65772747993469","-82.65772747993469","-98.13607317209244","-98.13607317209244","-98.13607317209244","-99.10119688510895","-99.10119688510895","-99.10119688510895","-89.75229918211699","-89.75229918211699","-89.75229918211699","-80.86883971095085","-80.86883971095085","-80.86883971095085"
"28","-85.65492235869169","-85.65492235869169","-85.65492235869169","-94.48754087090492","-94.48754087090492","-94.48754087090492","-87.19321133196354","-87.19321133196354","-87.19321133196354","-85.700305826962","-85.700305826962","-85.700305826962","-82.25146734714508","-82.25146734714508","-82.25146734714508","-78.09500081464648","-78.09500081464648","-78.09500081464648","-96.9408951997757","-96.9408951997757","-96.9408951997757","-96.59263068437576","-96.59263068437576","-96.59263068437576","-80.49156229197979","-80.49156229197979","-80.49156229197979","-87.84840839356184","-87.84840839356184","-87.84840839356184"
"29","-97.49256843328476","-97.49256843328476","-97.49256843328476","-90.4927993863821","-90.4927993863821","-90.4927993863821","-91.14752697944641","-91.14752697944641","-91.14752697944641","-97.28949928283691","-97.28949928283691","-97.28949928283691","-99.2305361032486","-99.2305361032486","-99.2305361032486","-80.29693318530917","-80.29693318530917","-80.29693318530917","-93.94072794914246","-93.94072794914246","-93.94072794914246","-95.82216846942902","-95.82216846942902","-95.82216846942902","-92.1155412197113","-92.1155412197113","-92.1155412197113","-95.22653778642416","-95.22653778642416","-95.22653778642416"
"30","-78.34506416041404","-78.34506416041404","-78.34506416041404","-92.54276887327433","-92.54276887327433","-92.54276887327433","-98.43971693515778","-98.43971693515778","-98.43971693515778","-96.29912223666906","-96.29912223666906","-96.29912223666906","-97.90338286757469","-97.90338286757469","-97.90338286757469","-91.23678710870445","-91.23678710870445","-91.23678710870445","-97.35751205682755","-97.35751205682755","-97.35751205682755","-91.78402835130692","-91.78402835130692","-91.78402835130692","-91.24402713775635","-91.24402713775635","-91.24402713775635","-89.08276236057281","-89.08276236057281","-89.08276236057281"
"31","-84.04397549852729","-84.04397549852729","-84.04397549852729","-74.20586962252855","-74.20586962252855","-74.20586962252855","-93.02177542448044","-93.02177542448044","-93.02177542448044","-84.14414007216692","-84.14414007216692","-84.14414007216692","-92.8584026992321","-92.8584026992321","-92.8584026992321","-68.43510081153363","-68.43510081153363","-68.43510081153363","-89.77320843935013","-89.77320843935013","-89.77320843935013","-94.48115563392639","-94.48115563392639","-94.48115563392639","-95.2285144329071","-95.2285144329071","-95.2285144329071","-96.1075736284256","-96.1075736284256","-96.1075736284256"
"32","-86.89600193500519","-86.89600193500519","-86.89600193500519","-95.26816871762276","-95.26816871762276","-95.26816871762276","-90.11723777651787","-90.11723777651787","-90.11723777651787","-84.25444904714823","-84.25444904714823","-84.25444904714823","-88.1483302116394","-88.1483302116394","-88.1483302116394","-45.77966543100774","-45.77966543100774","-45.77966543100774","-94.73213881254196","-94.73213881254196","-94.73213881254196","-92.25185036659241","-92.25185036659241","-92.25185036659241","-95.7814774364233","-95.7814774364233","-95.7814774364233","-83.13417503237724","-83.13417503237724","-83.13417503237724"
"33","-90.68374338746071","-90.68374338746071","-90.68374338746071","-89.47461494803429","-89.47461494803429","-89.47461494803429","-86.44437763094902","-86.44437763094902","-86.44437763094902","-78.82954296469688","-78.82954296469688","-78.82954296469688","-91.91734776087105","-91.91734776087105","-91.91734776087105","-97.92054468393326","-97.92054468393326","-97.92054468393326","-89.19678515195847","-89.19678515195847","-89.19678515195847","-94.27479991316795","-94.27479991316795","-94.27479991316795","-93.28569547273219","-93.28569547273219","-93.28569547273219","-92.99916782975197","-92.99916782975197","-92.99916782975197"
"34","-86.98630094528198","-86.98630094528198","-86.98630094528198","-93.89548983052373","-93.89548983052373","-93.89548983052373","-87.33215899765491","-87.33215899765491","-87.33215899765491","-90.94014352560043","-90.94014352560043","-90.94014352560043","-81.73769494891167","-81.73769494891167","-81.73769494891167","-75.37082932144403","-75.37082932144403","-75.37082932144403","-93.0599144846201","-93.0599144846201","-93.0599144846201","-97.72910916805267","-97.72910916805267","-97.72910916805267","-98.49743642285466","-98.49743642285466","-98.49743642285466","-92.48092901706696","-92.48092901706696","-92.48092901706696"
"35","-74.23312756419182","-74.23312756419182","-74.23312756419182","-92.37927272170782","-92.37927272170782","-92.37927272170782","-95.73564627766609","-95.73564627766609","-95.73564627766609","-95.10598737001419","-95.10598737001419","-95.10598737001419","-98.09482443332672","-98.09482443332672","-98.09482443332672","-94.65315163135529","-94.65315163135529","-94.65315163135529","-95.15743923187256","-95.15743923187256","-95.15743923187256","-97.87978886626661","-97.87978886626661","-97.87978886626661","-91.1072311103344","-91.1072311103344","-91.1072311103344","-95.4345652461052","-95.4345652461052","-95.4345652461052"
"36","-89.33291460573673","-89.33291460573673","-89.33291460573673","-89.21055150032043","-89.21055150032043","-89.21055150032043","-65.63868123292923","-65.63868123292923","-65.63868123292923","-94.25986516475677","-94.25986516475677","-94.25986516475677","-89.15830764174461","-89.15830764174461","-89.15830764174461","-78.59836247563362","-78.59836247563362","-78.59836247563362","-93.3445597589016","-93.3445597589016","-93.3445597589016","-94.62964317947626","-94.62964317947626","-94.62964317947626","-89.3706368803978","-89.3706368803978","-89.3706368803978","-74.12615731358528","-74.12615731358528","-74.12615731358528"
"37","-85.17345459759235","-85.17345459759235","-85.17345459759235","-91.93001154065132","-91.93001154065132","-91.93001154065132","-87.72773477435112","-87.72773477435112","-87.72773477435112","-94.09011892974377","-94.09011892974377","-94.09011892974377","-90.22926008701324","-90.22926008701324","-90.22926008701324","-89.00066235661507","-89.00066235661507","-89.00066235661507","-93.33625096082687","-93.33625096082687","-93.33625096082687","-98.34688681736588","-98.34688681736588","-98.34688681736588","-93.35421034693718","-93.35421034693718","-93.35421034693718","-87.83861310221255","-87.83861310221255","-87.83861310221255"
"38","-92.66476680338383","-92.66476680338383","-92.66476680338383","-86.2301053404808","-86.2301053404808","-86.2301053404808","-89.14459502696991","-89.14459502696991","-89.14459502696991","-89.25528156757355","-89.25528156757355","-89.25528156757355","-90.71178317815065","-90.71178317815065","-90.71178317815065","-98.81900441646576","-98.81900441646576","-98.81900441646576","-90.6009801030159","-90.6009801030159","-90.6009801030159","-92.99518316984177","-92.99518316984177","-92.99518316984177","-97.4769352376461","-97.4769352376461","-97.4769352376461","-81.5971395932138","-81.5971395932138","-81.5971395932138"
"39","-92.96744146943092","-92.96744146943092","-92.96744146943092","-93.00743326544762","-93.00743326544762","-93.00743326544762","-90.47388523817062","-90.47388523817062","-90.47388523817062","-90.77881556749344","-90.77881556749344","-90.77881556749344","-85.80003070831299","-85.80003070831299","-85.80003070831299","-83.61950709670782","-83.61950709670782","-83.61950709670782","-82.2032082080841","-82.2032082080841","-82.2032082080841","-96.9067587852478","-96.9067587852478","-96.9067587852478","-100","-100","-100","-86.0050700083375","-86.0050700083375","-86.0050700083375"
"40","-83.83063656836748","-83.83063656836748","-83.83063656836748","-88.75154131650925","-88.75154131650925","-88.75154131650925","-97.68308061361313","-97.68308061361313","-97.68308061361313","-95.23070001602173","-95.23070001602173","-95.23070001602173","-98.38722306489944","-98.38722306489944","-98.38722306489944","-82.53127710800618","-82.53127710800618","-82.53127710800618","-88.70851388573647","-88.70851388573647","-88.70851388573647","-96.0185345262289","-96.0185345262289","-96.0185345262289","-96.73164635896683","-96.73164635896683","-96.73164635896683","-91.15659643616527","-91.15659643616527","-91.15659643616527"
"41","-82.85971152922139","-82.85971152922139","-82.85971152922139","-96.99518024921417","-96.99518024921417","-96.99518024921417","-88.06007067859173","-88.06007067859173","-88.06007067859173","-97.65184485912323","-97.65184485912323","-97.65184485912323","-100","-100","-100","-99.21180564165115","-99.21180564165115","-99.21180564165115","-84.89172608405352","-84.89172608405352","-84.89172608405352","-96.73747456073761","-96.73747456073761","-96.73747456073761","-91.58932938426733","-91.58932938426733","-91.58932938426733","-56.64020290598273","-56.64020290598273","-56.64020290598273"
"42","-86.70117609202862","-86.70117609202862","-86.70117609202862","-78.52155894041061","-78.52155894041061","-78.52155894041061","-86.29974469542503","-86.29974469542503","-86.29974469542503","-86.25197929143906","-86.25197929143906","-86.25197929143906","-93.68049931526184","-93.68049931526184","-93.68049931526184","-70.0620102789253","-70.0620102789253","-70.0620102789253","-79.31814196705818","-79.31814196705818","-79.31814196705818","-92.8798115849495","-92.8798115849495","-92.8798115849495","-87.67347078211606","-87.67347078211606","-87.67347078211606","-89.80399966239929","-89.80399966239929","-89.80399966239929"
"43","-96.28962770104408","-96.28962770104408","-96.28962770104408","-98.39350560307503","-98.39350560307503","-98.39350560307503","-82.17860950529575","-82.17860950529575","-82.17860950529575","-89.72677032649517","-89.72677032649517","-89.72677032649517","-94.0900286436081","-94.0900286436081","-94.0900286436081","-95.02369600534439","-95.02369600534439","-95.02369600534439","-90.5795906111598","-90.5795906111598","-90.5795906111598","-83.46535581350327","-83.46535581350327","-83.46535581350327","-97.14860117435455","-97.14860117435455","-97.14860117435455","-97.0721281170845","-97.0721281170845","-97.0721281170845"
"44","-96.69309151172638","-96.69309151172638","-96.69309151172638","-91.93894144892693","-91.93894144892693","-91.93894144892693","-94.59714017063379","-94.59714017063379","-94.59714017063379","-89.26813030987978","-89.26813030987978","-89.26813030987978","-97.61977696418762","-97.61977696418762","-97.61977696418762","-99.16721880435944","-99.16721880435944","-99.16721880435944","-97.27932132035494","-97.27932132035494","-97.27932132035494","-91.11576333642006","-91.11576333642006","-91.11576333642006","-97.52979481220245","-97.52979481220245","-97.52979481220245","-98.33874501287937","-98.33874501287937","-98.33874501287937"
"45","-96.06360900402069","-96.06360900402069","-96.06360900402069","-97.94690161943436","-97.94690161943436","-97.94690161943436","-82.02298611402512","-82.02298611402512","-82.02298611402512","-95.432581782341","-95.432581782341","-95.432581782341","-91.603854842484","-91.603854842484","-91.603854842484","-91.67682120203972","-91.67682120203972","-91.67682120203972","-93.75246423482895","-93.75246423482895","-93.75246423482895","-93.44303625822067","-93.44303625822067","-93.44303625822067","-89.4416466653347","-89.4416466653347","-89.4416466653347","-98.21589827537537","-98.21589827537537","-98.21589827537537"
"46","-91.7242659330368","-91.7242659330368","-91.7242659330368","-93.43432204425335","-93.43432204425335","-93.43432204425335","-90.53012163937092","-90.53012163937092","-90.53012163937092","-92.47104668617249","-92.47104668617249","-92.47104668617249","-83.46005165576935","-83.46005165576935","-83.46005165576935","-92.91666531562805","-92.91666531562805","-92.91666531562805","-90.7212750017643","-90.7212750017643","-90.7212750017643","-95.83937034010887","-95.83937034010887","-95.83937034010887","-84.38737751170993","-84.38737751170993","-84.38737751170993","-98.37362691760063","-98.37362691760063","-98.37362691760063"
"47","-96.89188143610954","-96.89188143610954","-96.89188143610954","-95.4807975590229","-95.4807975590229","-95.4807975590229","-93.44867914915085","-93.44867914915085","-93.44867914915085","-92.57974934577942","-92.57974934577942","-92.57974934577942","-89.19522482156754","-89.19522482156754","-89.19522482156754","-97.47915083169937","-97.47915083169937","-97.47915083169937","-80.60242693126202","-80.60242693126202","-80.60242693126202","-89.10560202598572","-89.10560202598572","-89.10560202598572","-93.48139631003141","-93.48139631003141","-93.48139631003141","-97.04157690703869","-97.04157690703869","-97.04157690703869"
"48","-97.89148396253586","-97.89148396253586","-97.89148396253586","-94.19459805637598","-94.19459805637598","-94.19459805637598","-92.75303623080254","-92.75303623080254","-92.75303623080254","-97.85199554264545","-97.85199554264545","-97.85199554264545","-96.02372434735298","-96.02372434735298","-96.02372434735298","-90.27060261368752","-90.27060261368752","-90.27060261368752","-86.55378769338131","-86.55378769338131","-86.55378769338131","-86.21298146247864","-86.21298146247864","-86.21298146247864","-94.63676434755325","-94.63676434755325","-94.63676434755325","-98.17757960408926","-98.17757960408926","-98.17757960408926"
"50","-97.77109235525131","-97.77109235525131","-97.77109235525131","-86.35947666503489","-86.35947666503489","-86.35947666503489","-85.85879322886467","-85.85879322886467","-85.85879322886467","-90.02729922533035","-90.02729922533035","-90.02729922533035","-83.88088403851725","-83.88088403851725","-83.88088403851725","-90.85910326987505","-90.85910326987505","-90.85910326987505","-94.72021827101707","-94.72021827101707","-94.72021827101707","-95.51841506361961","-95.51841506361961","-95.51841506361961","-93.42969790101051","-93.42969790101051","-93.42969790101051","-98.51738968491554","-98.51738968491554","-98.51738968491554"
"51","-98.04916697740555","-98.04916697740555","-98.04916697740555","-89.15918791294098","-89.15918791294098","-89.15918791294098","-97.71978605538607","-97.71978605538607","-97.71978605538607","-98.37585660815239","-98.37585660815239","-98.37585660815239","-90.96646596491337","-90.96646596491337","-90.96646596491337","-89.03163361549377","-89.03163361549377","-89.03163361549377","-92.85481068491936","-92.85481068491936","-92.85481068491936","-87.86277616024017","-87.86277616024017","-87.86277616024017","-91.78664330206811","-91.78664330206811","-91.78664330206811","-99.09615063667297","-99.09615063667297","-99.09615063667297"
"52","-97.1282072737813","-97.1282072737813","-97.1282072737813","-88.73318022489548","-88.73318022489548","-88.73318022489548","-77.87100964784622","-77.87100964784622","-77.87100964784622","-97.83923029899597","-97.83923029899597","-97.83923029899597","-97.34841319173574","-97.34841319173574","-97.34841319173574","-93.94533759355545","-93.94533759355545","-93.94533759355545","-91.52096025645733","-91.52096025645733","-91.52096025645733","-92.55523025989532","-92.55523025989532","-92.55523025989532","-89.45522880554199","-89.45522880554199","-89.45522880554199","-99.54667544364929","-99.54667544364929","-99.54667544364929"
"53","-96.29822081327438","-96.29822081327438","-96.29822081327438","-70.71570234000683","-70.71570234000683","-70.71570234000683","-86.87665256857872","-86.87665256857872","-86.87665256857872","-89.82194751501083","-89.82194751501083","-89.82194751501083","-93.03858557343483","-93.03858557343483","-93.03858557343483","-86.77798798494041","-86.77798798494041","-86.77798798494041","-94.86137628555298","-94.86137628555298","-94.86137628555298","-96.02512723207474","-96.02512723207474","-96.02512723207474","-88.41850184649229","-88.41850184649229","-88.41850184649229","-100","-100","-100"
"54","-94.79885731637478","-94.79885731637478","-94.79885731637478","-88.90438881516457","-88.90438881516457","-88.90438881516457","-96.1928678303957","-96.1928678303957","-96.1928678303957","-95.58575169742107","-95.58575169742107","-95.58575169742107","-96.74812519550323","-96.74812519550323","-96.74812519550323","-89.13495276495814","-89.13495276495814","-89.13495276495814","-98.7623850107193","-98.7623850107193","-98.7623850107193","-93.53130340576172","-93.53130340576172","-93.53130340576172","-95.0484867952764","-95.0484867952764","-95.0484867952764","-99.5560947060585","-99.5560947060585","-99.5560947060585"
"55","-99.27235096693039","-99.27235096693039","-99.27235096693039","-96.74062076210976","-96.74062076210976","-96.74062076210976","-95.30517946183681","-95.30517946183681","-95.30517946183681","-91.90113006532192","-91.90113006532192","-91.90113006532192","-94.57936004083604","-94.57936004083604","-94.57936004083604","-93.64270552620292","-93.64270552620292","-93.64270552620292","-100","-100","-100","-90.78835366666317","-90.78835366666317","-90.78835366666317","-80.8636579811573","-80.8636579811573","-80.8636579811573","-99.58069288730621","-99.58069288730621","-99.58069288730621"
"56","-100","-100","-100","-92.91366882808506","-92.91366882808506","-92.91366882808506","-93.6660258769989","-93.6660258769989","-93.6660258769989","-93.89231479167938","-93.89231479167938","-93.89231479167938","-96.00541985034943","-96.00541985034943","-96.00541985034943","-92.68362538516521","-92.68362538516521","-92.68362538516521","-94.27277468889952","-94.27277468889952","-94.27277468889952","-96.36249223351479","-96.36249223351479","-96.36249223351479","-86.44904685858637","-86.44904685858637","-86.44904685858637","-100","-100","-100"
"57","-93.45966535806656","-93.45966535806656","-93.45966535806656","-64.23043051362038","-64.23043051362038","-64.23043051362038","-88.77482199668884","-88.77482199668884","-88.77482199668884","-90.58490982512012","-90.58490982512012","-90.58490982512012","-96.22394406795502","-96.22394406795502","-96.22394406795502","-91.69689880404621","-91.69689880404621","-91.69689880404621","-99.51506721973419","-99.51506721973419","-99.51506721973419","-97.06676071882248","-97.06676071882248","-97.06676071882248","-76.23069616034627","-76.23069616034627","-76.23069616034627","-98.36235668510199","-98.36235668510199","-98.36235668510199"
