"Step","dreamerv3/medium/ih_15/room1/run4 - train/score","dreamerv3/medium/ih_15/room1/run4 - train/score__MIN","dreamerv3/medium/ih_15/room1/run4 - train/score__MAX","dreamerv3/medium/ih_15/room1/run3 - train/score","dreamerv3/medium/ih_15/room1/run3 - train/score__MIN","dreamerv3/medium/ih_15/room1/run3 - train/score__MAX","dreamerv3/medium/ih_15/room1/run2 - train/score","dreamerv3/medium/ih_15/room1/run2 - train/score__MIN","dreamerv3/medium/ih_15/room1/run2 - train/score__MAX","dreamerv3/medium/ih_15/room1/run1 - train/score","dreamerv3/medium/ih_15/room1/run1 - train/score__MIN","dreamerv3/medium/ih_15/room1/run1 - train/score__MAX","dreamerv3/medium/ih_15/room1/run0 - train/score","dreamerv3/medium/ih_15/room1/run0 - train/score__MIN","dreamerv3/medium/ih_15/room1/run0 - train/score__MAX","dreamerv3/medium/ih_25/room0/run4 - train/score","dreamerv3/medium/ih_25/room0/run4 - train/score__MIN","dreamerv3/medium/ih_25/room0/run4 - train/score__MAX","dreamerv3/medium/ih_25/room0/run3 - train/score","dreamerv3/medium/ih_25/room0/run3 - train/score__MIN","dreamerv3/medium/ih_25/room0/run3 - train/score__MAX","dreamerv3/medium/ih_25/room0/run2 - train/score","dreamerv3/medium/ih_25/room0/run2 - train/score__MIN","dreamerv3/medium/ih_25/room0/run2 - train/score__MAX","dreamerv3/medium/ih_25/room0/run1 - train/score","dreamerv3/medium/ih_25/room0/run1 - train/score__MIN","dreamerv3/medium/ih_25/room0/run1 - train/score__MAX","dreamerv3/medium/ih_25/room0/run0 - train/score","dreamerv3/medium/ih_25/room0/run0 - train/score__MIN","dreamerv3/medium/ih_25/room0/run0 - train/score__MAX"
"137","58.34254966489971","58.34254966489971","58.34254966489971","-6.234542257734574","-6.234542257734574","-6.234542257734574","-39.586505334824324","-39.586505334824324","-39.586505334824324","40.59231263399124","40.59231263399124","40.59231263399124","-37.564283192157745","-37.564283192157745","-37.564283192157745","57.213617854285985","57.213617854285985","57.213617854285985","-7.590201087296009","-7.590201087296009","-7.590201087296009","38.80478144623339","38.80478144623339","38.80478144623339","47.835781045258045","47.835781045258045","47.835781045258045","2.221835135249421","2.221835135249421","2.221835135249421"
"138","44.35096543628606","44.35096543628606","44.35096543628606","11.348341782577336","11.348341782577336","11.348341782577336","-42.071397103369236","-42.071397103369236","-42.071397103369236","49.83218495734036","49.83218495734036","49.83218495734036","42.49414363130927","42.49414363130927","42.49414363130927","30.49925212340895","30.49925212340895","30.49925212340895","-87.5001629292965","-87.5001629292965","-87.5001629292965","-16.363445915747434","-16.363445915747434","-16.363445915747434","-19.3889534836635","-19.3889534836635","-19.3889534836635","4.531497858464718","4.531497858464718","4.531497858464718"
"139","-77.65353068709373","-77.65353068709373","-77.65353068709373","58.34393031895161","58.34393031895161","58.34393031895161","-39.66761894477531","-39.66761894477531","-39.66761894477531","44.00157478451729","44.00157478451729","44.00157478451729","30.506897121667862","30.506897121667862","30.506897121667862","41.21600037254393","41.21600037254393","41.21600037254393","61.03789742290974","61.03789742290974","61.03789742290974","40.11196222901344","40.11196222901344","40.11196222901344","49.61361701786518","49.61361701786518","49.61361701786518","43.87672098353505","43.87672098353505","43.87672098353505"
"140","-60.633581310510635","-60.633581310510635","-60.633581310510635","-64.27143217623234","-64.27143217623234","-64.27143217623234","-3.1433301120996475","-3.1433301120996475","-3.1433301120996475","41.443186078220606","41.443186078220606","41.443186078220606","-49.324324533343315","-49.324324533343315","-49.324324533343315","-5.013293149415404","-5.013293149415404","-5.013293149415404","64.52825862028112","64.52825862028112","64.52825862028112","-13.602179238572717","-13.602179238572717","-13.602179238572717","-41.72396844718605","-41.72396844718605","-41.72396844718605","-41.7353937109001","-41.7353937109001","-41.7353937109001"
"141","7.2403566259890795","7.2403566259890795","7.2403566259890795","59.0894151031971","59.0894151031971","59.0894151031971","46.6782650295645","46.6782650295645","46.6782650295645","8.067050287034363","8.067050287034363","8.067050287034363","18.92321539670229","18.92321539670229","18.92321539670229","53.85201381519437","53.85201381519437","53.85201381519437","-32.332464314997196","-32.332464314997196","-32.332464314997196","50.70670395344496","50.70670395344496","50.70670395344496","-43.324386617168784","-43.324386617168784","-43.324386617168784","54.09152861870825","54.09152861870825","54.09152861870825"
"142","71.32210695743561","71.32210695743561","71.32210695743561","47.70561167597771","47.70561167597771","47.70561167597771","43.34728833846748","43.34728833846748","43.34728833846748","38.2064214469865","38.2064214469865","38.2064214469865","24.808732121018693","24.808732121018693","24.808732121018693","67.45851480588317","67.45851480588317","67.45851480588317","-6.9264779686927795","-6.9264779686927795","-6.9264779686927795","74.72072613239288","74.72072613239288","74.72072613239288","-61.10106775164604","-61.10106775164604","-61.10106775164604","0.5390936378389597","0.5390936378389597","0.5390936378389597"
"143","37.44727592729032","37.44727592729032","37.44727592729032","39.175691574811935","39.175691574811935","39.175691574811935","62.81883919239044","62.81883919239044","62.81883919239044","34.16645658016205","34.16645658016205","34.16645658016205","-62.50528288632631","-62.50528288632631","-62.50528288632631","69.52068212628365","69.52068212628365","69.52068212628365","24.134889143751934","24.134889143751934","24.134889143751934","30.543350687250495","30.543350687250495","30.543350687250495","47.93595874682069","47.93595874682069","47.93595874682069","20.55481531471014","20.55481531471014","20.55481531471014"
"144","18.98644075449556","18.98644075449556","18.98644075449556","-22.233218781650066","-22.233218781650066","-22.233218781650066","59.735115230083466","59.735115230083466","59.735115230083466","67.44618651270866","67.44618651270866","67.44618651270866","-55.31498849391937","-55.31498849391937","-55.31498849391937","37.625036634504795","37.625036634504795","37.625036634504795","49.502678882330656","49.502678882330656","49.502678882330656","40.82823606394231","40.82823606394231","40.82823606394231","72.00774467736483","72.00774467736483","72.00774467736483","-13.132719561457634","-13.132719561457634","-13.132719561457634"
"145","37.69138162070885","37.69138162070885","37.69138162070885","34.084814853966236","34.084814853966236","34.084814853966236","-7.794412523508072","-7.794412523508072","-7.794412523508072","60.342206597328186","60.342206597328186","60.342206597328186","53.88126206304878","53.88126206304878","53.88126206304878","55.85665242373943","55.85665242373943","55.85665242373943","8.244447648525238","8.244447648525238","8.244447648525238","51.35803097486496","51.35803097486496","51.35803097486496","-19.255925903096795","-19.255925903096795","-19.255925903096795","53.48602435737848","53.48602435737848","53.48602435737848"
"146","-23.14079008810222","-23.14079008810222","-23.14079008810222","34.21813406795263","34.21813406795263","34.21813406795263","-6.139062911272049","-6.139062911272049","-6.139062911272049","-7.902231730520725","-7.902231730520725","-7.902231730520725","-15.499509256886085","-15.499509256886085","-15.499509256886085","23.995110742747784","23.995110742747784","23.995110742747784","23.005230898037553","23.005230898037553","23.005230898037553","60.372626565396786","60.372626565396786","60.372626565396786","2.195596654433757","2.195596654433757","2.195596654433757","42.02783131413162","42.02783131413162","42.02783131413162"
"147","48.981685223057866","48.981685223057866","48.981685223057866","43.290023654699326","43.290023654699326","43.290023654699326","-13.077082735253498","-13.077082735253498","-13.077082735253498","55.73662616312504","55.73662616312504","55.73662616312504","-25.560012059286237","-25.560012059286237","-25.560012059286237","61.54994063824415","61.54994063824415","61.54994063824415","51.55895336344838","51.55895336344838","51.55895336344838","27.88619814068079","27.88619814068079","27.88619814068079","60.30105584859848","60.30105584859848","60.30105584859848","7.160468835383654","7.160468835383654","7.160468835383654"
"148","68.75796988606453","68.75796988606453","68.75796988606453","32.40663244947791","32.40663244947791","32.40663244947791","61.30598074197769","61.30598074197769","61.30598074197769","27.737278753425926","27.737278753425926","27.737278753425926","8.768087673932314","8.768087673932314","8.768087673932314","55.851422280073166","55.851422280073166","55.851422280073166","-6.239837946952321","-6.239837946952321","-6.239837946952321","64.16252583637834","64.16252583637834","64.16252583637834","54.593235533393454","54.593235533393454","54.593235533393454","71.24593743495643","71.24593743495643","71.24593743495643"
"149","-7.562405738979578","-7.562405738979578","-7.562405738979578","39.637190975248814","39.637190975248814","39.637190975248814","43.745306983590126","43.745306983590126","43.745306983590126","71.31325027346611","71.31325027346611","71.31325027346611","-19.951698743738234","-19.951698743738234","-19.951698743738234","53.56938445568085","53.56938445568085","53.56938445568085","29.264087533578277","29.264087533578277","29.264087533578277","47.13249588385224","47.13249588385224","47.13249588385224","10.75001819524914","10.75001819524914","10.75001819524914","33.71764382813126","33.71764382813126","33.71764382813126"
"150","50.745209000539035","50.745209000539035","50.745209000539035","47.67943060398102","47.67943060398102","47.67943060398102","-28.234265886247158","-28.234265886247158","-28.234265886247158","61.404815793037415","61.404815793037415","61.404815793037415","-20.73320384370163","-20.73320384370163","-20.73320384370163","0.3833808801136911","0.3833808801136911","0.3833808801136911","33.364220567047596","33.364220567047596","33.364220567047596","-69.72489613294601","-69.72489613294601","-69.72489613294601","34.95797640923411","34.95797640923411","34.95797640923411","-27.511899972334504","-27.511899972334504","-27.511899972334504"
"151","-44.23388729430735","-44.23388729430735","-44.23388729430735","54.74527710303664","54.74527710303664","54.74527710303664","24.043911926448345","24.043911926448345","24.043911926448345","45.64902685210109","45.64902685210109","45.64902685210109","55.905417503323406","55.905417503323406","55.905417503323406","-1.5908932741731405","-1.5908932741731405","-1.5908932741731405","39.989306210540235","39.989306210540235","39.989306210540235","65.16559661924839","65.16559661924839","65.16559661924839","55.54653772711754","55.54653772711754","55.54653772711754","16.846952825784683","16.846952825784683","16.846952825784683"
"153","68.06856059283018","68.06856059283018","68.06856059283018","67.14712497219443","67.14712497219443","67.14712497219443","71.87211403239053","71.87211403239053","71.87211403239053","34.85147278010845","34.85147278010845","34.85147278010845","25.16356090316549","25.16356090316549","25.16356090316549","-22.5673090335913","-22.5673090335913","-22.5673090335913","-48.94750228524208","-48.94750228524208","-48.94750228524208","9.254286602139473","9.254286602139473","9.254286602139473","76.07570007443428","76.07570007443428","76.07570007443428","78.65293830633163","78.65293830633163","78.65293830633163"
"154","29.33497720770538","29.33497720770538","29.33497720770538","50.67222259938717","50.67222259938717","50.67222259938717","3.818559631705284","3.818559631705284","3.818559631705284","62.926962062716484","62.926962062716484","62.926962062716484","-25.01454545557499","-25.01454545557499","-25.01454545557499","-2.51974474824965","-2.51974474824965","-2.51974474824965","40.38396244077012","40.38396244077012","40.38396244077012","66.92461943626404","66.92461943626404","66.92461943626404","-2.279446618631482","-2.279446618631482","-2.279446618631482","18.281793549656868","18.281793549656868","18.281793549656868"
"155","59.68727973103523","59.68727973103523","59.68727973103523","51.34433414787054","51.34433414787054","51.34433414787054","-43.56178414449096","-43.56178414449096","-43.56178414449096","60.56222975254059","60.56222975254059","60.56222975254059","61.164265925996006","61.164265925996006","61.164265925996006","3.51122513320297","3.51122513320297","3.51122513320297","-7.976371695287526","-7.976371695287526","-7.976371695287526","27.824657467659563","27.824657467659563","27.824657467659563","-2.5787431187927723","-2.5787431187927723","-2.5787431187927723","4.419203232973814","4.419203232973814","4.419203232973814"
"156","17.471047900617123","17.471047900617123","17.471047900617123","56.16105265915394","56.16105265915394","56.16105265915394","38.1528094917885","38.1528094917885","38.1528094917885","34.248527348041534","34.248527348041534","34.248527348041534","26.074105478823185","26.074105478823185","26.074105478823185","-80.75059625506401","-80.75059625506401","-80.75059625506401","12.346833382733166","12.346833382733166","12.346833382733166","46.62656971812248","46.62656971812248","46.62656971812248","13.426539683714509","13.426539683714509","13.426539683714509","21.572613961994648","21.572613961994648","21.572613961994648"
"157","51.978934317827225","51.978934317827225","51.978934317827225","53.426685485988855","53.426685485988855","53.426685485988855","30.277462169528008","30.277462169528008","30.277462169528008","58.081703174859285","58.081703174859285","58.081703174859285","-61.83393305540085","-61.83393305540085","-61.83393305540085","37.88861356675625","37.88861356675625","37.88861356675625","44.45873525738716","44.45873525738716","44.45873525738716","16.341589882969856","16.341589882969856","16.341589882969856","-18.30423302494455","-18.30423302494455","-18.30423302494455","65.18355338275433","65.18355338275433","65.18355338275433"
"158","3.005322678363882","3.005322678363882","3.005322678363882","-0.7634477699175477","-0.7634477699175477","-0.7634477699175477","-63.74298153817654","-63.74298153817654","-63.74298153817654","66.44018416106701","66.44018416106701","66.44018416106701","22.17178583331406","22.17178583331406","22.17178583331406","74.2311579361558","74.2311579361558","74.2311579361558","41.95140967704356","41.95140967704356","41.95140967704356","65.90590601600707","65.90590601600707","65.90590601600707","-49.533775612711906","-49.533775612711906","-49.533775612711906","0.5046899761073291","0.5046899761073291","0.5046899761073291"
"159","47.809838712215424","47.809838712215424","47.809838712215424","4.503219276666641","4.503219276666641","4.503219276666641","26.60091880057007","26.60091880057007","26.60091880057007","42.48430818319321","42.48430818319321","42.48430818319321","-35.87934012711048","-35.87934012711048","-35.87934012711048","67.64491361379623","67.64491361379623","67.64491361379623","25.887032208032906","25.887032208032906","25.887032208032906","11.323309687897563","11.323309687897563","11.323309687897563","62.501273050904274","62.501273050904274","62.501273050904274","63.318516459316015","63.318516459316015","63.318516459316015"
"160","57.46010708808899","57.46010708808899","57.46010708808899","19.331833967473358","19.331833967473358","19.331833967473358","55.836632661521435","55.836632661521435","55.836632661521435","32.55375106446445","32.55375106446445","32.55375106446445","5.423214117530733","5.423214117530733","5.423214117530733","46.83208495378494","46.83208495378494","46.83208495378494","-28.675878643989563","-28.675878643989563","-28.675878643989563","53.25462841242552","53.25462841242552","53.25462841242552","17.947040773928165","17.947040773928165","17.947040773928165","58.58545330166817","58.58545330166817","58.58545330166817"
"161","54.72664478048682","54.72664478048682","54.72664478048682","62.89957830309868","62.89957830309868","62.89957830309868","53.80227177217603","53.80227177217603","53.80227177217603","28.826562102069147","28.826562102069147","28.826562102069147","55.1307449163869","55.1307449163869","55.1307449163869","-8.522932931780815","-8.522932931780815","-8.522932931780815","34.970056377351284","34.970056377351284","34.970056377351284","58.75450122356415","58.75450122356415","58.75450122356415","-40.5793205066002","-40.5793205066002","-40.5793205066002","46.70520028471947","46.70520028471947","46.70520028471947"
"162","72.3759224191308","72.3759224191308","72.3759224191308","32.63878980278969","32.63878980278969","32.63878980278969","-5.265309054404497","-5.265309054404497","-5.265309054404497","51.823489651083946","51.823489651083946","51.823489651083946","55.38107669912279","55.38107669912279","55.38107669912279","47.37297351099551","47.37297351099551","47.37297351099551","6.4576881024986506","6.4576881024986506","6.4576881024986506","-27.68488832935691","-27.68488832935691","-27.68488832935691","69.28580367565155","69.28580367565155","69.28580367565155","23.143425358459353","23.143425358459353","23.143425358459353"
"163","-87.58299768716097","-87.58299768716097","-87.58299768716097","70.66544073820114","70.66544073820114","70.66544073820114","60.64413771033287","60.64413771033287","60.64413771033287","53.84734758734703","53.84734758734703","53.84734758734703","11.37193557806313","11.37193557806313","11.37193557806313","61.132956087589264","61.132956087589264","61.132956087589264","24.480421885382384","24.480421885382384","24.480421885382384","33.10069242119789","33.10069242119789","33.10069242119789","74.21073445677757","74.21073445677757","74.21073445677757","63.8378227353096","63.8378227353096","63.8378227353096"
"164","69.33339382335544","69.33339382335544","69.33339382335544","-75.24966845661402","-75.24966845661402","-75.24966845661402","50.377022713422775","50.377022713422775","50.377022713422775","66.98464200645685","66.98464200645685","66.98464200645685","54.786997474730015","54.786997474730015","54.786997474730015","77.6938419342041","77.6938419342041","77.6938419342041","-54.66896021179855","-54.66896021179855","-54.66896021179855","-25.66885360656306","-25.66885360656306","-25.66885360656306","75.77367635071278","75.77367635071278","75.77367635071278","30.084542038908694","30.084542038908694","30.084542038908694"
"165","25.752432461827993","25.752432461827993","25.752432461827993","49.636004973202944","49.636004973202944","49.636004973202944","31.446047503501177","31.446047503501177","31.446047503501177","66.67396473884583","66.67396473884583","66.67396473884583","55.22036229074001","55.22036229074001","55.22036229074001","-2.720172122353688","-2.720172122353688","-2.720172122353688","42.588689249008894","42.588689249008894","42.588689249008894","9.152341083623469","9.152341083623469","9.152341083623469","19.030307247303426","19.030307247303426","19.030307247303426","45.07143025100231","45.07143025100231","45.07143025100231"
"166","33.98758269101381","33.98758269101381","33.98758269101381","-1.0979411005973816","-1.0979411005973816","-1.0979411005973816","-18.54856381448917","-18.54856381448917","-18.54856381448917","52.64545445609838","52.64545445609838","52.64545445609838","32.54836178896949","32.54836178896949","32.54836178896949","-74.51656508632004","-74.51656508632004","-74.51656508632004","20.741770384833217","20.741770384833217","20.741770384833217","-19.18812845647335","-19.18812845647335","-19.18812845647335","73.12066888809204","73.12066888809204","73.12066888809204","60.75146570801735","60.75146570801735","60.75146570801735"
"167","-88.15026220865548","-88.15026220865548","-88.15026220865548","19.12337187677622","19.12337187677622","19.12337187677622","-15.954308862332255","-15.954308862332255","-15.954308862332255","44.862089209258556","44.862089209258556","44.862089209258556","3.2102697622030973","3.2102697622030973","3.2102697622030973","62.17860236018896","62.17860236018896","62.17860236018896","49.938989624381065","49.938989624381065","49.938989624381065","12.783854654058814","12.783854654058814","12.783854654058814","21.75941002368927","21.75941002368927","21.75941002368927","-57.86651252955198","-57.86651252955198","-57.86651252955198"
"168","37.345189318060875","37.345189318060875","37.345189318060875","21.873559154570103","21.873559154570103","21.873559154570103","32.37597355246544","32.37597355246544","32.37597355246544","52.584983637556434","52.584983637556434","52.584983637556434","50.306617707014084","50.306617707014084","50.306617707014084","52.61650925129652","52.61650925129652","52.61650925129652","47.779536724090576","47.779536724090576","47.779536724090576","35.05990153737366","35.05990153737366","35.05990153737366","-2.686364509165287","-2.686364509165287","-2.686364509165287","-74.4118781387806","-74.4118781387806","-74.4118781387806"
"169","44.29020827356726","44.29020827356726","44.29020827356726","63.473043739795685","63.473043739795685","63.473043739795685","53.741046840325","53.741046840325","53.741046840325","19.884714610874653","19.884714610874653","19.884714610874653","68.61322942376137","68.61322942376137","68.61322942376137","38.730549002066255","38.730549002066255","38.730549002066255","53.83081802818924","53.83081802818924","53.83081802818924","44.0057295630686","44.0057295630686","44.0057295630686","34.343747263774276","34.343747263774276","34.343747263774276","72.29794488102198","72.29794488102198","72.29794488102198"
"170","45.645225036889315","45.645225036889315","45.645225036889315","60.368753999471664","60.368753999471664","60.368753999471664","0.11050450755283237","0.11050450755283237","0.11050450755283237","53.909802466630936","53.909802466630936","53.909802466630936","6.204178646206856","6.204178646206856","6.204178646206856","55.955289363861084","55.955289363861084","55.955289363861084","10.081457341089845","10.081457341089845","10.081457341089845","12.651558935642242","12.651558935642242","12.651558935642242","72.32133685424924","72.32133685424924","72.32133685424924","35.33791370689869","35.33791370689869","35.33791370689869"
"171","58.709720356739126","58.709720356739126","58.709720356739126","14.916528835892677","14.916528835892677","14.916528835892677","36.318235263228416","36.318235263228416","36.318235263228416","4.613113410770893","4.613113410770893","4.613113410770893","-19.378442160785198","-19.378442160785198","-19.378442160785198","2.0233703032135963","2.0233703032135963","2.0233703032135963","51.681158389896154","51.681158389896154","51.681158389896154","-84.87183733284473","-84.87183733284473","-84.87183733284473","72.49441337585449","72.49441337585449","72.49441337585449","42.78922833316028","42.78922833316028","42.78922833316028"
"172","64.44697907567024","64.44697907567024","64.44697907567024","36.664594531059265","36.664594531059265","36.664594531059265","54.06333941221237","54.06333941221237","54.06333941221237","55.31296839565039","55.31296839565039","55.31296839565039","69.79729680716991","69.79729680716991","69.79729680716991","52.047237515449524","52.047237515449524","52.047237515449524","25.88235377892852","25.88235377892852","25.88235377892852","6.44050083309412","6.44050083309412","6.44050083309412","64.57890028506517","64.57890028506517","64.57890028506517","-18.425050519406796","-18.425050519406796","-18.425050519406796"
"173","41.79644612967968","41.79644612967968","41.79644612967968","28.368794411420822","28.368794411420822","28.368794411420822","29.58756223320961","29.58756223320961","29.58756223320961","57.955579712986946","57.955579712986946","57.955579712986946","9.658178664045408","9.658178664045408","9.658178664045408","15.39036008133553","15.39036008133553","15.39036008133553","60.98633089661598","60.98633089661598","60.98633089661598","64.74929288029671","64.74929288029671","64.74929288029671","35.76175671815872","35.76175671815872","35.76175671815872","56.368260242044926","56.368260242044926","56.368260242044926"
"174","12.103755451738834","12.103755451738834","12.103755451738834","62.99308206746355","62.99308206746355","62.99308206746355","44.4086409881711","44.4086409881711","44.4086409881711","56.8966189622879","56.8966189622879","56.8966189622879","54.368812799453735","54.368812799453735","54.368812799453735","21.090286751743406","21.090286751743406","21.090286751743406","27.807719707489014","27.807719707489014","27.807719707489014","30.93567031621933","30.93567031621933","30.93567031621933","71.79958900809288","71.79958900809288","71.79958900809288","65.29070356488228","65.29070356488228","65.29070356488228"
"175","7.228908339748159","7.228908339748159","7.228908339748159","-12.270775623619556","-12.270775623619556","-12.270775623619556","54.838006688281894","54.838006688281894","54.838006688281894","43.6788178794086","43.6788178794086","43.6788178794086","7.003647619858384","7.003647619858384","7.003647619858384","65.602363884449","65.602363884449","65.602363884449","7.28906013071537","7.28906013071537","7.28906013071537","5.651457495987415","5.651457495987415","5.651457495987415","43.89348936825991","43.89348936825991","43.89348936825991","17.544730192050338","17.544730192050338","17.544730192050338"
"176","6.835321852238849","6.835321852238849","6.835321852238849","70.83047875016928","70.83047875016928","70.83047875016928","54.97434410452843","54.97434410452843","54.97434410452843","57.188956528902054","57.188956528902054","57.188956528902054","19.565620365552604","19.565620365552604","19.565620365552604","","","","67.8375762924552","67.8375762924552","67.8375762924552","46.148015934217256","46.148015934217256","46.148015934217256","50.80673391977325","50.80673391977325","50.80673391977325","47.45106116286479","47.45106116286479","47.45106116286479"
"177","48.580310612916946","48.580310612916946","48.580310612916946","73.31536866980605","73.31536866980605","73.31536866980605","37.533806174993515","37.533806174993515","37.533806174993515","44.96983644366264","44.96983644366264","44.96983644366264","17.0554805919528","17.0554805919528","17.0554805919528","35.86543959379196","35.86543959379196","35.86543959379196","28.287197317229584","28.287197317229584","28.287197317229584","6.65183218754828","6.65183218754828","6.65183218754828","47.70208954811096","47.70208954811096","47.70208954811096","27.128315167035908","27.128315167035908","27.128315167035908"
"178","-46.42061570286751","-46.42061570286751","-46.42061570286751","53.27613624930382","53.27613624930382","53.27613624930382","37.11508358642459","37.11508358642459","37.11508358642459","46.87499195616692","46.87499195616692","46.87499195616692","7.405425562581513","7.405425562581513","7.405425562581513","-89.03095293045044","-89.03095293045044","-89.03095293045044","52.09798561036587","52.09798561036587","52.09798561036587","43.795202787965536","43.795202787965536","43.795202787965536","50.265932992100716","50.265932992100716","50.265932992100716","64.6866604462266","64.6866604462266","64.6866604462266"
"179","23.74759179353714","23.74759179353714","23.74759179353714","57.83087249100208","57.83087249100208","57.83087249100208","2.894688580185175","2.894688580185175","2.894688580185175","55.92981790006161","55.92981790006161","55.92981790006161","-32.54899687319994","-32.54899687319994","-32.54899687319994","53.53463077545166","53.53463077545166","53.53463077545166","33.877179346978664","33.877179346978664","33.877179346978664","42.66357336379588","42.66357336379588","42.66357336379588","64.24631272256374","64.24631272256374","64.24631272256374","30.398705412168056","30.398705412168056","30.398705412168056"
"180","25.767886286601424","25.767886286601424","25.767886286601424","48.43839593231678","48.43839593231678","48.43839593231678","75.72251665592194","75.72251665592194","75.72251665592194","-83.06273063272238","-83.06273063272238","-83.06273063272238","27.65951395733282","27.65951395733282","27.65951395733282","65.55428975075483","65.55428975075483","65.55428975075483","2.1964320223778486","2.1964320223778486","2.1964320223778486","40.34305312111974","40.34305312111974","40.34305312111974","16.19314405415207","16.19314405415207","16.19314405415207","42.90939690172672","42.90939690172672","42.90939690172672"
"181","25.71587283909321","25.71587283909321","25.71587283909321","44.77829698193818","44.77829698193818","44.77829698193818","49.32598734507337","49.32598734507337","49.32598734507337","-5.778432240709662","-5.778432240709662","-5.778432240709662","14.34415902942419","14.34415902942419","14.34415902942419","55.02305252850056","55.02305252850056","55.02305252850056","0.7099571628496051","0.7099571628496051","0.7099571628496051","-4.643522290512919","-4.643522290512919","-4.643522290512919","29.56570214033127","29.56570214033127","29.56570214033127","42.00498174875975","42.00498174875975","42.00498174875975"
"182","30.73922443878837","30.73922443878837","30.73922443878837","35.389823120087385","35.389823120087385","35.389823120087385","69.60662439465523","69.60662439465523","69.60662439465523","64.46511951088905","64.46511951088905","64.46511951088905","43.10594614967704","43.10594614967704","43.10594614967704","38.731936750918976","38.731936750918976","38.731936750918976","11.172818715684116","11.172818715684116","11.172818715684116","59.65875769499689","59.65875769499689","59.65875769499689","48.62930676527321","48.62930676527321","48.62930676527321","38.26883798837662","38.26883798837662","38.26883798837662"
"183","13.080866502597928","13.080866502597928","13.080866502597928","-81.83600616455078","-81.83600616455078","-81.83600616455078","23.383959353901446","23.383959353901446","23.383959353901446","65.29342656582594","65.29342656582594","65.29342656582594","32.88151349220425","32.88151349220425","32.88151349220425","42.10491177812219","42.10491177812219","42.10491177812219","-36.86089166626334","-36.86089166626334","-36.86089166626334","1.7299784924834967","1.7299784924834967","1.7299784924834967","66.64414928108454","66.64414928108454","66.64414928108454","63.8037595897913","63.8037595897913","63.8037595897913"
"184","28.3152517080307","28.3152517080307","28.3152517080307","58.89739491045475","58.89739491045475","58.89739491045475","8.922054917551577","8.922054917551577","8.922054917551577","46.77269360423088","46.77269360423088","46.77269360423088","18.8067334741354","18.8067334741354","18.8067334741354","51.527757037431","51.527757037431","51.527757037431","-39.097647975198925","-39.097647975198925","-39.097647975198925","66.10164794325829","66.10164794325829","66.10164794325829","19.33572021126747","19.33572021126747","19.33572021126747","5.263046931475401","5.263046931475401","5.263046931475401"
"185","59.686684377491474","59.686684377491474","59.686684377491474","43.32188343629241","43.32188343629241","43.32188343629241","28.33058090507984","28.33058090507984","28.33058090507984","39.009133614599705","39.009133614599705","39.009133614599705","-32.39129934459925","-32.39129934459925","-32.39129934459925","42.353130957111716","42.353130957111716","42.353130957111716","-30.17662474513054","-30.17662474513054","-30.17662474513054","-42.489268869161606","-42.489268869161606","-42.489268869161606","-43.210883708670735","-43.210883708670735","-43.210883708670735","52.34745446249144","52.34745446249144","52.34745446249144"
"186","37.26190762221813","37.26190762221813","37.26190762221813","41.86050744354725","41.86050744354725","41.86050744354725","43.85080937854946","43.85080937854946","43.85080937854946","67.2005023721722","67.2005023721722","67.2005023721722","24.539205081760883","24.539205081760883","24.539205081760883","49.50227215886116","49.50227215886116","49.50227215886116","15.754019673448056","15.754019673448056","15.754019673448056","68.84367883205414","68.84367883205414","68.84367883205414","69.61086881160736","69.61086881160736","69.61086881160736","41.074767803773284","41.074767803773284","41.074767803773284"
"187","61.04693703353405","61.04693703353405","61.04693703353405","42.687389612197876","42.687389612197876","42.687389612197876","33.53153597563505","33.53153597563505","33.53153597563505","46.765000611543655","46.765000611543655","46.765000611543655","35.07318547926843","35.07318547926843","35.07318547926843","40.138652838766575","40.138652838766575","40.138652838766575","35.36573520861566","35.36573520861566","35.36573520861566","67.48865512013435","67.48865512013435","67.48865512013435","","","","63.90920129418373","63.90920129418373","63.90920129418373"
"188","25.7489632666111","25.7489632666111","25.7489632666111","48.65347996354103","48.65347996354103","48.65347996354103","","","","62.17149746417999","62.17149746417999","62.17149746417999","40.36126498132944","40.36126498132944","40.36126498132944","62.01900677755475","62.01900677755475","62.01900677755475","","","","42.11275267601013","42.11275267601013","42.11275267601013","50.7886649928987","50.7886649928987","50.7886649928987","55.1030014231801","55.1030014231801","55.1030014231801"
"189","","","","48.531335055828094","48.531335055828094","48.531335055828094","0.04210740700364113","0.04210740700364113","0.04210740700364113","55.726675257086754","55.726675257086754","55.726675257086754","40.23039274290204","40.23039274290204","40.23039274290204","43.565174241084605","43.565174241084605","43.565174241084605","-75.31010870076716","-75.31010870076716","-75.31010870076716","66.19413304328918","66.19413304328918","66.19413304328918","4.050597541965544","4.050597541965544","4.050597541965544","45.74695758568123","45.74695758568123","45.74695758568123"
