"Step","dreamerv3/medium/ih_15/room1/run4 - train/score","dreamerv3/medium/ih_15/room1/run4 - train/score__MIN","dreamerv3/medium/ih_15/room1/run4 - train/score__MAX","dreamerv3/medium/ih_15/room1/run3 - train/score","dreamerv3/medium/ih_15/room1/run3 - train/score__MIN","dreamerv3/medium/ih_15/room1/run3 - train/score__MAX","dreamerv3/medium/ih_15/room1/run2 - train/score","dreamerv3/medium/ih_15/room1/run2 - train/score__MIN","dreamerv3/medium/ih_15/room1/run2 - train/score__MAX","dreamerv3/medium/ih_15/room1/run1 - train/score","dreamerv3/medium/ih_15/room1/run1 - train/score__MIN","dreamerv3/medium/ih_15/room1/run1 - train/score__MAX","dreamerv3/medium/ih_15/room1/run0 - train/score","dreamerv3/medium/ih_15/room1/run0 - train/score__MIN","dreamerv3/medium/ih_15/room1/run0 - train/score__MAX","dreamerv3/medium/ih_25/room0/run4 - train/score","dreamerv3/medium/ih_25/room0/run4 - train/score__MIN","dreamerv3/medium/ih_25/room0/run4 - train/score__MAX","dreamerv3/medium/ih_25/room0/run3 - train/score","dreamerv3/medium/ih_25/room0/run3 - train/score__MIN","dreamerv3/medium/ih_25/room0/run3 - train/score__MAX","dreamerv3/medium/ih_25/room0/run2 - train/score","dreamerv3/medium/ih_25/room0/run2 - train/score__MIN","dreamerv3/medium/ih_25/room0/run2 - train/score__MAX","dreamerv3/medium/ih_25/room0/run1 - train/score","dreamerv3/medium/ih_25/room0/run1 - train/score__MIN","dreamerv3/medium/ih_25/room0/run1 - train/score__MAX","dreamerv3/medium/ih_25/room0/run0 - train/score","dreamerv3/medium/ih_25/room0/run0 - train/score__MIN","dreamerv3/medium/ih_25/room0/run0 - train/score__MAX"
"21","-57.342536240816116","-57.342536240816116","-57.342536240816116","-56.2258323431015","-56.2258323431015","-56.2258323431015","-44.46402417344507","-44.46402417344507","-44.46402417344507","-75.96138435602188","-75.96138435602188","-75.96138435602188","-59.385770194232464","-59.385770194232464","-59.385770194232464","-47.898833721876144","-47.898833721876144","-47.898833721876144","-44.10425041615963","-44.10425041615963","-44.10425041615963","-68.89069625735283","-68.89069625735283","-68.89069625735283","-56.72763651609421","-56.72763651609421","-56.72763651609421","-61.79700428247452","-61.79700428247452","-61.79700428247452"
"22","-57.6604989990592","-57.6604989990592","-57.6604989990592","","","","","","","","","","-84.73503848910332","-84.73503848910332","-84.73503848910332","","","","","","","-94.53138419985771","-94.53138419985771","-94.53138419985771","","","","","",""
"23","","","","-89.94655048847198","-89.94655048847198","-89.94655048847198","-85.17825363576412","-85.17825363576412","-85.17825363576412","-82.13062205910683","-82.13062205910683","-82.13062205910683","","","","-15.932459279894829","-15.932459279894829","-15.932459279894829","-77.9562868885696","-77.9562868885696","-77.9562868885696","","","","-93.94653970003128","-93.94653970003128","-93.94653970003128","-86.42740249633789","-86.42740249633789","-86.42740249633789"
"24","-72.2504702359438","-72.2504702359438","-72.2504702359438","-82.23070791363716","-82.23070791363716","-82.23070791363716","-83.3313231896609","-83.3313231896609","-83.3313231896609","-88.70195543766022","-88.70195543766022","-88.70195543766022","-28.550528347492218","-28.550528347492218","-28.550528347492218","-75.06599831581116","-75.06599831581116","-75.06599831581116","-96.10709977149963","-96.10709977149963","-96.10709977149963","-88.06231999397278","-88.06231999397278","-88.06231999397278","-83.36568783596158","-83.36568783596158","-83.36568783596158","-67.97690883278847","-67.97690883278847","-67.97690883278847"
"25","-89.16670423746109","-89.16670423746109","-89.16670423746109","-81.17643659270834","-81.17643659270834","-81.17643659270834","-96.15467911958694","-96.15467911958694","-96.15467911958694","-67.77382466197014","-67.77382466197014","-67.77382466197014","-62.27292321622372","-62.27292321622372","-62.27292321622372","-90.36224172264338","-90.36224172264338","-90.36224172264338","-93.882599234581","-93.882599234581","-93.882599234581","-90.93741818517447","-90.93741818517447","-90.93741818517447","-76.06055417656898","-76.06055417656898","-76.06055417656898","-87.20820631831884","-87.20820631831884","-87.20820631831884"
"26","-89.17354899644852","-89.17354899644852","-89.17354899644852","-93.03473073244095","-93.03473073244095","-93.03473073244095","-79.08236672822386","-79.08236672822386","-79.08236672822386","-91.90099853277206","-91.90099853277206","-91.90099853277206","-88.1564037501812","-88.1564037501812","-88.1564037501812","-93.00639241933823","-93.00639241933823","-93.00639241933823","-78.41686599329114","-78.41686599329114","-78.41686599329114","-93.26401823759079","-93.26401823759079","-93.26401823759079","-74.27083975076675","-74.27083975076675","-74.27083975076675","-91.98564943671227","-91.98564943671227","-91.98564943671227"
"27","-88.49116098880768","-88.49116098880768","-88.49116098880768","-93.98292762041092","-93.98292762041092","-93.98292762041092","-84.2757877111435","-84.2757877111435","-84.2757877111435","-89.64423871040344","-89.64423871040344","-89.64423871040344","-82.72076522931457","-82.72076522931457","-82.72076522931457","-76.23787823319435","-76.23787823319435","-76.23787823319435","-92.38455665111542","-92.38455665111542","-92.38455665111542","-92.8702055811882","-92.8702055811882","-92.8702055811882","-76.25578106939793","-76.25578106939793","-76.25578106939793","-94.02693524956703","-94.02693524956703","-94.02693524956703"
"28","-91.47542560100555","-91.47542560100555","-91.47542560100555","-90.30736321210861","-90.30736321210861","-90.30736321210861","-92.39893728494644","-92.39893728494644","-92.39893728494644","-87.84526455402374","-87.84526455402374","-87.84526455402374","-75.06913255527616","-75.06913255527616","-75.06913255527616","-92.50754216313362","-92.50754216313362","-92.50754216313362","-83.34329357743263","-83.34329357743263","-83.34329357743263","-67.70954990386963","-67.70954990386963","-67.70954990386963","-92.78269213438034","-92.78269213438034","-92.78269213438034","-81.13655969873071","-81.13655969873071","-81.13655969873071"
"29","-84.2728556394577","-84.2728556394577","-84.2728556394577","-94.20746132731438","-94.20746132731438","-94.20746132731438","-86.31178183853626","-86.31178183853626","-86.31178183853626","-24.550944585353136","-24.550944585353136","-24.550944585353136","-79.14382049441338","-79.14382049441338","-79.14382049441338","-77.13546854630113","-77.13546854630113","-77.13546854630113","-92.19734090333804","-92.19734090333804","-92.19734090333804","-87.91155166924","-87.91155166924","-87.91155166924","-94.45723322033882","-94.45723322033882","-94.45723322033882","-92.02432188391685","-92.02432188391685","-92.02432188391685"
"30","-93.69174540042877","-93.69174540042877","-93.69174540042877","-92.86300826072693","-92.86300826072693","-92.86300826072693","-95.37578392028809","-95.37578392028809","-95.37578392028809","-81.37154302001","-81.37154302001","-81.37154302001","-59.108363568782806","-59.108363568782806","-59.108363568782806","-67.09846630692482","-67.09846630692482","-67.09846630692482","-92.68165463209152","-92.68165463209152","-92.68165463209152","-92.37159815430641","-92.37159815430641","-92.37159815430641","-90.9264585673809","-90.9264585673809","-90.9264585673809","-76.10918286442757","-76.10918286442757","-76.10918286442757"
"31","-89.7363591492176","-89.7363591492176","-89.7363591492176","-82.95329907536507","-82.95329907536507","-82.95329907536507","-89.89791043102741","-89.89791043102741","-89.89791043102741","-1.3902262449264526","-1.3902262449264526","-1.3902262449264526","-77.04413110017776","-77.04413110017776","-77.04413110017776","-77.68356879800558","-77.68356879800558","-77.68356879800558","-85.28000941872597","-85.28000941872597","-85.28000941872597","-90.33982825279236","-90.33982825279236","-90.33982825279236","-90.16917443275452","-90.16917443275452","-90.16917443275452","-78.41986036300659","-78.41986036300659","-78.41986036300659"
"32","-93.9514736533165","-93.9514736533165","-93.9514736533165","-92.71827042102814","-92.71827042102814","-92.71827042102814","-80.37731725117192","-80.37731725117192","-80.37731725117192","-64.62183739617467","-64.62183739617467","-64.62183739617467","-92.44210797548294","-92.44210797548294","-92.44210797548294","-84.50472457706928","-84.50472457706928","-84.50472457706928","-93.56927061080933","-93.56927061080933","-93.56927061080933","-78.12917735800147","-78.12917735800147","-78.12917735800147","-92.58955277502537","-92.58955277502537","-92.58955277502537","-88.4609886109829","-88.4609886109829","-88.4609886109829"
"33","-91.69552092254162","-91.69552092254162","-91.69552092254162","-86.19166660308838","-86.19166660308838","-86.19166660308838","-89.95122128725052","-89.95122128725052","-89.95122128725052","-14.557563379406929","-14.557563379406929","-14.557563379406929","-92.27227267622948","-92.27227267622948","-92.27227267622948","-73.83601449988782","-73.83601449988782","-73.83601449988782","-74.23898586258292","-74.23898586258292","-74.23898586258292","-87.65373688936234","-87.65373688936234","-87.65373688936234","-76.78944942355156","-76.78944942355156","-76.78944942355156","-93.44202691316605","-93.44202691316605","-93.44202691316605"
"34","-92.96248382329941","-92.96248382329941","-92.96248382329941","-75.71487072110176","-75.71487072110176","-75.71487072110176","-83.81050644489005","-83.81050644489005","-83.81050644489005","-61.2144775390625","-61.2144775390625","-61.2144775390625","-87.54061883687973","-87.54061883687973","-87.54061883687973","-82.42351743672043","-82.42351743672043","-82.42351743672043","-96.09168916940689","-96.09168916940689","-96.09168916940689","-80.4864033460617","-80.4864033460617","-80.4864033460617","-92.33423310518265","-92.33423310518265","-92.33423310518265","-90.3968206718564","-90.3968206718564","-90.3968206718564"
"35","-85.21417583525181","-85.21417583525181","-85.21417583525181","-89.75045476481318","-89.75045476481318","-89.75045476481318","-91.90778121352196","-91.90778121352196","-91.90778121352196","-76.63568371534348","-76.63568371534348","-76.63568371534348","-91.68849921226501","-91.68849921226501","-91.68849921226501","-79.2168123498559","-79.2168123498559","-79.2168123498559","-80.33259132504463","-80.33259132504463","-80.33259132504463","-93.29991626739502","-93.29991626739502","-93.29991626739502","-74.64791221916676","-74.64791221916676","-74.64791221916676","-92.46792364120483","-92.46792364120483","-92.46792364120483"
"36","-89.99168835580349","-89.99168835580349","-89.99168835580349","-91.16337128728628","-91.16337128728628","-91.16337128728628","-92.37641504779458","-92.37641504779458","-92.37641504779458","-74.31290432810783","-74.31290432810783","-74.31290432810783","-91.95121797919273","-91.95121797919273","-91.95121797919273","-64.88628159463406","-64.88628159463406","-64.88628159463406","-87.13949564099312","-87.13949564099312","-87.13949564099312","-78.97339874505997","-78.97339874505997","-78.97339874505997","-95.94881010055542","-95.94881010055542","-95.94881010055542","-91.12195490300655","-91.12195490300655","-91.12195490300655"
"37","-93.58549189567566","-93.58549189567566","-93.58549189567566","-93.34108528494835","-93.34108528494835","-93.34108528494835","-90.37811481952667","-90.37811481952667","-90.37811481952667","-68.26136377453804","-68.26136377453804","-68.26136377453804","-66.94672733545303","-66.94672733545303","-66.94672733545303","-82.32645151019096","-82.32645151019096","-82.32645151019096","-84.9193521887064","-84.9193521887064","-84.9193521887064","-69.99091246724129","-69.99091246724129","-69.99091246724129","-94.1922250688076","-94.1922250688076","-94.1922250688076","-73.20100089907646","-73.20100089907646","-73.20100089907646"
"38","-90.78739750385284","-90.78739750385284","-90.78739750385284","-93.52911761403084","-93.52911761403084","-93.52911761403084","-93.72378039360046","-93.72378039360046","-93.72378039360046","-90.88212007284164","-90.88212007284164","-90.88212007284164","-85.15187585353851","-85.15187585353851","-85.15187585353851","-92.23878037929535","-92.23878037929535","-92.23878037929535","-91.50974936783314","-91.50974936783314","-91.50974936783314","-87.87150874733925","-87.87150874733925","-87.87150874733925","-92.67217418551445","-92.67217418551445","-92.67217418551445","-87.47715793550014","-87.47715793550014","-87.47715793550014"
"39","-81.4345470815897","-81.4345470815897","-81.4345470815897","-76.54646693379618","-76.54646693379618","-76.54646693379618","-90.90714987926185","-90.90714987926185","-90.90714987926185","-88.47017312049866","-88.47017312049866","-88.47017312049866","-90.42719060182571","-90.42719060182571","-90.42719060182571","-92.0316830277443","-92.0316830277443","-92.0316830277443","-90.8195581138134","-90.8195581138134","-90.8195581138134","-91.26561123132706","-91.26561123132706","-91.26561123132706","-87.46683897823095","-87.46683897823095","-87.46683897823095","-84.32004673033953","-84.32004673033953","-84.32004673033953"
"40","-81.52863574773073","-81.52863574773073","-81.52863574773073","-64.86147610843182","-64.86147610843182","-64.86147610843182","-89.74581745266914","-89.74581745266914","-89.74581745266914","-77.8991305208765","-77.8991305208765","-77.8991305208765","-89.95328229665756","-89.95328229665756","-89.95328229665756","-57.2412202693522","-57.2412202693522","-57.2412202693522","-92.63095688819885","-92.63095688819885","-92.63095688819885","-79.93281690776348","-79.93281690776348","-79.93281690776348","-94.10448582470417","-94.10448582470417","-94.10448582470417","-94.32770019769669","-94.32770019769669","-94.32770019769669"
"41","-81.90296427160501","-81.90296427160501","-81.90296427160501","-22.776315834373236","-22.776315834373236","-22.776315834373236","-86.36154302209616","-86.36154302209616","-86.36154302209616","-82.53752958774567","-82.53752958774567","-82.53752958774567","-90.6138065457344","-90.6138065457344","-90.6138065457344","-92.03943686187267","-92.03943686187267","-92.03943686187267","-93.058025598526","-93.058025598526","-93.058025598526","-87.22226017713547","-87.22226017713547","-87.22226017713547","-92.51956152915955","-92.51956152915955","-92.51956152915955","-79.84917223080993","-79.84917223080993","-79.84917223080993"
"42","-85.12028181180358","-85.12028181180358","-85.12028181180358","-85.9470464065671","-85.9470464065671","-85.9470464065671","-93.40693877637386","-93.40693877637386","-93.40693877637386","-85.77353438735008","-85.77353438735008","-85.77353438735008","-90.08223471045494","-90.08223471045494","-90.08223471045494","-62.634811386466026","-62.634811386466026","-62.634811386466026","-74.68265348672867","-74.68265348672867","-74.68265348672867","-89.2885223031044","-89.2885223031044","-89.2885223031044","-96.03284162282944","-96.03284162282944","-96.03284162282944","-82.4963969886303","-82.4963969886303","-82.4963969886303"
"43","-86.67375957965851","-86.67375957965851","-86.67375957965851","-87.40575122833252","-87.40575122833252","-87.40575122833252","-95.0702987909317","-95.0702987909317","-95.0702987909317","-84.38780397176743","-84.38780397176743","-84.38780397176743","-91.2962298989296","-91.2962298989296","-91.2962298989296","-71.22106137874653","-71.22106137874653","-71.22106137874653","-95.60643944144249","-95.60643944144249","-95.60643944144249","-95.56677424907684","-95.56677424907684","-95.56677424907684","-66.27518844231963","-66.27518844231963","-66.27518844231963","-86.7381721995771","-86.7381721995771","-86.7381721995771"
"44","-86.69076631963253","-86.69076631963253","-86.69076631963253","-93.32317888736725","-93.32317888736725","-93.32317888736725","-84.73686136305332","-84.73686136305332","-84.73686136305332","-87.19315254688263","-87.19315254688263","-87.19315254688263","-91.469413459301","-91.469413459301","-91.469413459301","-92.55772595107555","-92.55772595107555","-92.55772595107555","-86.42601977288723","-86.42601977288723","-86.42601977288723","-93.32734274864197","-93.32734274864197","-93.32734274864197","-85.55752960592508","-85.55752960592508","-85.55752960592508","-70.44576842337847","-70.44576842337847","-70.44576842337847"
"45","-85.52209112048149","-85.52209112048149","-85.52209112048149","-96.27715879678726","-96.27715879678726","-96.27715879678726","-92.18208700418472","-92.18208700418472","-92.18208700418472","-87.38877044059336","-87.38877044059336","-87.38877044059336","-92.45925343036652","-92.45925343036652","-92.45925343036652","-83.65791296958923","-83.65791296958923","-83.65791296958923","-91.72863942477852","-91.72863942477852","-91.72863942477852","-75.42004252970219","-75.42004252970219","-75.42004252970219","-50.09497709525749","-50.09497709525749","-50.09497709525749","-70.3255185186863","-70.3255185186863","-70.3255185186863"
"46","-89.52278503775597","-89.52278503775597","-89.52278503775597","-76.42605122923851","-76.42605122923851","-76.42605122923851","-93.72910374403","-93.72910374403","-93.72910374403","-79.542675094679","-79.542675094679","-79.542675094679","-89.95933117717505","-89.95933117717505","-89.95933117717505","-93.14627955853939","-93.14627955853939","-93.14627955853939","-90.20779550075531","-90.20779550075531","-90.20779550075531","-91.3281904598698","-91.3281904598698","-91.3281904598698","-77.97851330786943","-77.97851330786943","-77.97851330786943","-94.24065637588501","-94.24065637588501","-94.24065637588501"
"47","-71.17895631492138","-71.17895631492138","-71.17895631492138","-94.2759370058775","-94.2759370058775","-94.2759370058775","-89.41088825464249","-89.41088825464249","-89.41088825464249","-80.8058293829672","-80.8058293829672","-80.8058293829672","-67.54982613772154","-67.54982613772154","-67.54982613772154","-91.91538472473621","-91.91538472473621","-91.91538472473621","-90.74440428614616","-90.74440428614616","-90.74440428614616","-86.86482533812523","-86.86482533812523","-86.86482533812523","-89.61167606711388","-89.61167606711388","-89.61167606711388","-90.15830345451832","-90.15830345451832","-90.15830345451832"
"48","-86.49053823947906","-86.49053823947906","-86.49053823947906","-95.52576747536659","-95.52576747536659","-95.52576747536659","-88.04322707653046","-88.04322707653046","-88.04322707653046","-86.24917742609978","-86.24917742609978","-86.24917742609978","-78.18341245315969","-78.18341245315969","-78.18341245315969","-80.33533938974142","-80.33533938974142","-80.33533938974142","-96.24548071622849","-96.24548071622849","-96.24548071622849","-88.83201463520527","-88.83201463520527","-88.83201463520527","-89.28769513964653","-89.28769513964653","-89.28769513964653","-94.86535382270813","-94.86535382270813","-94.86535382270813"
"50","-73.29189786501229","-73.29189786501229","-73.29189786501229","-90.02672741562128","-90.02672741562128","-90.02672741562128","-94.704126060009","-94.704126060009","-94.704126060009","-93.70674270391464","-93.70674270391464","-93.70674270391464","-94.36176121234894","-94.36176121234894","-94.36176121234894","-84.35728036612272","-84.35728036612272","-84.35728036612272","-87.23559588193893","-87.23559588193893","-87.23559588193893","-86.47167730866931","-86.47167730866931","-86.47167730866931","-88.05652922391891","-88.05652922391891","-88.05652922391891","-94.75073066353798","-94.75073066353798","-94.75073066353798"
"51","-86.16498303413391","-86.16498303413391","-86.16498303413391","-96.53546983003616","-96.53546983003616","-96.53546983003616","-74.45372486114502","-74.45372486114502","-74.45372486114502","-81.14604698121548","-81.14604698121548","-81.14604698121548","-90.62069520354271","-90.62069520354271","-90.62069520354271","-93.97596484422684","-93.97596484422684","-93.97596484422684","-91.84502749145031","-91.84502749145031","-91.84502749145031","-69.72408011555672","-69.72408011555672","-69.72408011555672","-92.44131842255592","-92.44131842255592","-92.44131842255592","-93.57864943146706","-93.57864943146706","-93.57864943146706"
"52","-81.06854747061152","-81.06854747061152","-81.06854747061152","-96.3529526591301","-96.3529526591301","-96.3529526591301","-89.78785482048988","-89.78785482048988","-89.78785482048988","-62.59262311458588","-62.59262311458588","-62.59262311458588","-72.65036258101463","-72.65036258101463","-72.65036258101463","-94.92934733629227","-94.92934733629227","-94.92934733629227","-95.18566018342972","-95.18566018342972","-95.18566018342972","-78.42123686615378","-78.42123686615378","-78.42123686615378","-92.66717222332954","-92.66717222332954","-92.66717222332954","-93.71722000837326","-93.71722000837326","-93.71722000837326"
"53","-87.9350257832557","-87.9350257832557","-87.9350257832557","-96.92104715108871","-96.92104715108871","-96.92104715108871","-75.72747795283794","-75.72747795283794","-75.72747795283794","-85.39228042028844","-85.39228042028844","-85.39228042028844","-90.23384229838848","-90.23384229838848","-90.23384229838848","-94.04733496904373","-94.04733496904373","-94.04733496904373","-91.86550882458687","-91.86550882458687","-91.86550882458687","-78.99082297366112","-78.99082297366112","-78.99082297366112","-89.40606305003166","-89.40606305003166","-89.40606305003166","-96.87294864654541","-96.87294864654541","-96.87294864654541"
"54","-95.55147802829742","-95.55147802829742","-95.55147802829742","-93.58644190430641","-93.58644190430641","-93.58644190430641","-95.72387450933456","-95.72387450933456","-95.72387450933456","-92.52365452051163","-92.52365452051163","-92.52365452051163","-88.80847500264645","-88.80847500264645","-88.80847500264645","-94.74950865656137","-94.74950865656137","-94.74950865656137","-91.29157995665446","-91.29157995665446","-91.29157995665446","-85.62900496600196","-85.62900496600196","-85.62900496600196","-88.42980191111565","-88.42980191111565","-88.42980191111565","-92.36300670402125","-92.36300670402125","-92.36300670402125"
"55","-95.0272826552391","-95.0272826552391","-95.0272826552391","-79.78323970735073","-79.78323970735073","-79.78323970735073","-95.20152513682842","-95.20152513682842","-95.20152513682842","-91.11593648791313","-91.11593648791313","-91.11593648791313","-90.10179524868727","-90.10179524868727","-90.10179524868727","-94.37913697957993","-94.37913697957993","-94.37913697957993","-93.31085839867592","-93.31085839867592","-93.31085839867592","-94.77907656133175","-94.77907656133175","-94.77907656133175","-77.99303761124611","-77.99303761124611","-77.99303761124611","-88.91213117539883","-88.91213117539883","-88.91213117539883"
"56","-89.41821321845055","-89.41821321845055","-89.41821321845055","-86.81773149967194","-86.81773149967194","-86.81773149967194","-94.06270039081573","-94.06270039081573","-94.06270039081573","-62.189714189618826","-62.189714189618826","-62.189714189618826","-93.00666508078575","-93.00666508078575","-93.00666508078575","-95.84883779287338","-95.84883779287338","-95.84883779287338","-92.61828774213791","-92.61828774213791","-92.61828774213791","-94.56709111854434","-94.56709111854434","-94.56709111854434","-91.31626108288765","-91.31626108288765","-91.31626108288765","-87.9195533208549","-87.9195533208549","-87.9195533208549"
