"Step","sac/run4 - train/score","sac/run4 - train/score__MIN","sac/run4 - train/score__MAX","sac/run3 - train/score","sac/run3 - train/score__MIN","sac/run3 - train/score__MAX","sac/run2 - train/score","sac/run2 - train/score__MIN","sac/run2 - train/score__MAX","sac/run1 - train/score","sac/run1 - train/score__MIN","sac/run1 - train/score__MAX","sac/run0 - train/score","sac/run0 - train/score__MIN","sac/run0 - train/score__MAX"
"211","-19.26871752485685","-19.26871752485685","-19.26871752485685","-22.219182926025052","-22.219182926025052","-22.219182926025052","12.958585520814871","12.958585520814871","12.958585520814871","-71.99083990630979","-71.99083990630979","-71.99083990630979","-48.96259204586483","-48.96259204586483","-48.96259204586483"
"212","-83.84238869019563","-83.84238869019563","-83.84238869019563","-8.510839533505512","-8.510839533505512","-8.510839533505512","-83.45837737651074","-83.45837737651074","-83.45837737651074","-60.36643311084499","-60.36643311084499","-60.36643311084499","-37.811638744570715","-37.811638744570715","-37.811638744570715"
"213","23.871869704319796","23.871869704319796","23.871869704319796","-80.82599873416083","-80.82599873416083","-80.82599873416083","-62.236627514538256","-62.236627514538256","-62.236627514538256","44.22895260554005","44.22895260554005","44.22895260554005","-75.84082537697515","-75.84082537697515","-75.84082537697515"
"214","7.454209467636848","7.454209467636848","7.454209467636848","-35.5870418121171","-35.5870418121171","-35.5870418121171","-77.18336468561914","-77.18336468561914","-77.18336468561914","-62.537507415097025","-62.537507415097025","-62.537507415097025","-34.30353778744147","-34.30353778744147","-34.30353778744147"
"215","-86.04681939867929","-86.04681939867929","-86.04681939867929","0.2647470092149127","0.2647470092149127","0.2647470092149127","-8.178537506620986","-8.178537506620986","-8.178537506620986","57.00700765618303","57.00700765618303","57.00700765618303","-73.98264903965432","-73.98264903965432","-73.98264903965432"
"216","21.20544697987085","21.20544697987085","21.20544697987085","2.574018525052265","2.574018525052265","2.574018525052265","-67.36180862423026","-67.36180862423026","-67.36180862423026","-48.76680395385645","-48.76680395385645","-48.76680395385645","-17.25471095105842","-17.25471095105842","-17.25471095105842"
"217","-17.670996435462026","-17.670996435462026","-17.670996435462026","-34.509820744510186","-34.509820744510186","-34.509820744510186","4.25419465655265","4.25419465655265","4.25419465655265","-61.87486832247895","-61.87486832247895","-61.87486832247895","-18.651053571841068","-18.651053571841068","-18.651053571841068"
"218","-61.17699727666533","-61.17699727666533","-61.17699727666533","56.720485257677815","56.720485257677815","56.720485257677815","29.121279640224838","29.121279640224838","29.121279640224838","-75.48106803351206","-75.48106803351206","-75.48106803351206","35.09116717327956","35.09116717327956","35.09116717327956"
"219","-18.471811188788458","-18.471811188788458","-18.471811188788458","9.622084718790447","9.622084718790447","9.622084718790447","-68.7539566917774","-68.7539566917774","-68.7539566917774","-74.38936256090413","-74.38936256090413","-74.38936256090413","-18.999422090571244","-18.999422090571244","-18.999422090571244"
"220","-52.2346737753946","-52.2346737753946","-52.2346737753946","-0.7413775601781118","-0.7413775601781118","-0.7413775601781118","-79.33946440872245","-79.33946440872245","-79.33946440872245","-30.36108350159266","-30.36108350159266","-30.36108350159266","-55.3049216723518","-55.3049216723518","-55.3049216723518"
"221","-38.95607547574002","-38.95607547574002","-38.95607547574002","-85.18472823595852","-85.18472823595852","-85.18472823595852","-47.708453713181854","-47.708453713181854","-47.708453713181854","15.96942006240887","15.96942006240887","15.96942006240887","-68.89524418211714","-68.89524418211714","-68.89524418211714"
"222","10.091321510845052","10.091321510845052","10.091321510845052","35.11906802301229","35.11906802301229","35.11906802301229","-60.16055352649119","-60.16055352649119","-60.16055352649119","-18.961421050241043","-18.961421050241043","-18.961421050241043","-64.2337594242492","-64.2337594242492","-64.2337594242492"
"223","28.47979391198523","28.47979391198523","28.47979391198523","31.92858487452793","31.92858487452793","31.92858487452793","-63.7637838191803","-63.7637838191803","-63.7637838191803","14.151335826719006","14.151335826719006","14.151335826719006","1.0991754883121367","1.0991754883121367","1.0991754883121367"
"224","36.76893023458188","36.76893023458188","36.76893023458188","-62.77814231575955","-62.77814231575955","-62.77814231575955","16.704386492757262","16.704386492757262","16.704386492757262","3.683675361346779","3.683675361346779","3.683675361346779","-59.95022380879084","-59.95022380879084","-59.95022380879084"
"225","26.865069767590434","26.865069767590434","26.865069767590434","-32.38597826540736","-32.38597826540736","-32.38597826540736","20.352317153622057","20.352317153622057","20.352317153622057","-62.59301272317556","-62.59301272317556","-62.59301272317556","-57.08698728373527","-57.08698728373527","-57.08698728373527"
"226","-20.864706629007408","-20.864706629007408","-20.864706629007408","-24.475196915612244","-24.475196915612244","-24.475196915612244","-68.49097341846033","-68.49097341846033","-68.49097341846033","-82.04238697372706","-82.04238697372706","-82.04238697372706","21.866980759727657","21.866980759727657","21.866980759727657"
"227","11.858800840678697","11.858800840678697","11.858800840678697","-48.15220044417634","-48.15220044417634","-48.15220044417634","-64.51418432505366","-64.51418432505366","-64.51418432505366","-29.237085950572826","-29.237085950572826","-29.237085950572826","-59.27975265300025","-59.27975265300025","-59.27975265300025"
"228","-63.33895471122953","-63.33895471122953","-63.33895471122953","-5.03028725906169","-5.03028725906169","-5.03028725906169","-58.50811154371993","-58.50811154371993","-58.50811154371993","-27.05586252324477","-27.05586252324477","-27.05586252324477","-55.23886476962899","-55.23886476962899","-55.23886476962899"
"229","19.629187070042583","19.629187070042583","19.629187070042583","-17.80309846058848","-17.80309846058848","-17.80309846058848","-60.44635869560367","-60.44635869560367","-60.44635869560367","28.722985006859943","28.722985006859943","28.722985006859943","-45.98523789849425","-45.98523789849425","-45.98523789849425"
"230","-72.62459007357968","-72.62459007357968","-72.62459007357968","-66.22562016064825","-66.22562016064825","-66.22562016064825","15.41336528336599","15.41336528336599","15.41336528336599","-7.406773498647629","-7.406773498647629","-7.406773498647629","-23.25228960634942","-23.25228960634942","-23.25228960634942"
"231","27.162616134628987","27.162616134628987","27.162616134628987","-29.735226518010283","-29.735226518010283","-29.735226518010283","-12.561969270655034","-12.561969270655034","-12.561969270655034","-17.902364691159143","-17.902364691159143","-17.902364691159143","34.91032609218664","34.91032609218664","34.91032609218664"
"232","38.89642633755305","38.89642633755305","38.89642633755305","-30.518055578225212","-30.518055578225212","-30.518055578225212","-46.86937898962802","-46.86937898962802","-46.86937898962802","-53.275457509071884","-53.275457509071884","-53.275457509071884","-12.399562196996467","-12.399562196996467","-12.399562196996467"
"233","-76.82057155681204","-76.82057155681204","-76.82057155681204","37.86935267162703","37.86935267162703","37.86935267162703","-28.362383426065318","-28.362383426065318","-28.362383426065318","12.92270162663041","12.92270162663041","12.92270162663041","-46.312562443916136","-46.312562443916136","-46.312562443916136"
"234","-36.65352601212991","-36.65352601212991","-36.65352601212991","-61.871203478538476","-61.871203478538476","-61.871203478538476","18.228157490514462","18.228157490514462","18.228157490514462","-58.432128646817404","-58.432128646817404","-58.432128646817404","-37.23422067628663","-37.23422067628663","-37.23422067628663"
"235","-70.8613385287477","-70.8613385287477","-70.8613385287477","6.405374870580191","6.405374870580191","6.405374870580191","-53.66746759751337","-53.66746759751337","-53.66746759751337","-30.25248564728261","-30.25248564728261","-30.25248564728261","-29.874615984879338","-29.874615984879338","-29.874615984879338"
"236","22.268976702894925","22.268976702894925","22.268976702894925","-24.578544443937663","-24.578544443937663","-24.578544443937663","-53.7225894849804","-53.7225894849804","-53.7225894849804","-26.03467749781163","-26.03467749781163","-26.03467749781163","-17.869924409641396","-17.869924409641396","-17.869924409641396"
"237","-30.65267530109687","-30.65267530109687","-30.65267530109687","-13.298205013075961","-13.298205013075961","-13.298205013075961","-56.108657556542866","-56.108657556542866","-56.108657556542866","21.222552759260857","21.222552759260857","21.222552759260857","-38.84328074595954","-38.84328074595954","-38.84328074595954"
"238","-24.157074674943424","-24.157074674943424","-24.157074674943424","32.58946908963004","32.58946908963004","32.58946908963004","-59.372851565370155","-59.372851565370155","-59.372851565370155","-42.14492897395157","-42.14492897395157","-42.14492897395157","-44.25787982331312","-44.25787982331312","-44.25787982331312"
"239","16.35544578440193","16.35544578440193","16.35544578440193","-42.79509509115281","-42.79509509115281","-42.79509509115281","5.457578658759788","5.457578658759788","5.457578658759788","-19.582174679209075","-19.582174679209075","-19.582174679209075","-60.205682600070936","-60.205682600070936","-60.205682600070936"
"240","-55.58661587671125","-55.58661587671125","-55.58661587671125","-19.388008716794086","-19.388008716794086","-19.388008716794086","-4.299326999238126","-4.299326999238126","-4.299326999238126","-86.61856511407639","-86.61856511407639","-86.61856511407639","-35.94494638143625","-35.94494638143625","-35.94494638143625"
"241","13.483968585194333","13.483968585194333","13.483968585194333","-67.32564722944036","-67.32564722944036","-67.32564722944036","50.95260631003879","50.95260631003879","50.95260631003879","-42.421507151333444","-42.421507151333444","-42.421507151333444","-8.160788782021239","-8.160788782021239","-8.160788782021239"
"242","-36.43368262410412","-36.43368262410412","-36.43368262410412","-45.90690324339862","-45.90690324339862","-45.90690324339862","30.478829364498527","30.478829364498527","30.478829364498527","-19.01510222614344","-19.01510222614344","-19.01510222614344","6.0224561623173205","6.0224561623173205","6.0224561623173205"
"243","-34.6856649181193","-34.6856649181193","-34.6856649181193","-13.349391924875329","-13.349391924875329","-13.349391924875329","7.6772154338190655","7.6772154338190655","7.6772154338190655","-11.031104019410039","-11.031104019410039","-11.031104019410039","-43.99611440819815","-43.99611440819815","-43.99611440819815"
"244","-64.63450556132663","-64.63450556132663","-64.63450556132663","-34.82258626574813","-34.82258626574813","-34.82258626574813","-21.40892557842693","-21.40892557842693","-21.40892557842693","6.0718594686776015","6.0718594686776015","6.0718594686776015","65.38367285070282","65.38367285070282","65.38367285070282"
"245","-10.825007429705375","-10.825007429705375","-10.825007429705375","-21.575258860927207","-21.575258860927207","-21.575258860927207","-52.90618428041234","-52.90618428041234","-52.90618428041234","-87.00302076352611","-87.00302076352611","-87.00302076352611","-76.89065677275184","-76.89065677275184","-76.89065677275184"
"246","-37.2321102738975","-37.2321102738975","-37.2321102738975","-65.47800123967","-65.47800123967","-65.47800123967","-65.43998773993374","-65.43998773993374","-65.43998773993374","-15.009715985723812","-15.009715985723812","-15.009715985723812","-65.72262131654665","-65.72262131654665","-65.72262131654665"
"247","-63.5554366353021","-63.5554366353021","-63.5554366353021","18.02104631210467","18.02104631210467","18.02104631210467","-2.9040994284879313","-2.9040994284879313","-2.9040994284879313","-86.76580145089454","-86.76580145089454","-86.76580145089454","-43.13892011493142","-43.13892011493142","-43.13892011493142"
"248","-28.94261379732264","-28.94261379732264","-28.94261379732264","-57.56853855417247","-57.56853855417247","-57.56853855417247","-75.56575721141249","-75.56575721141249","-75.56575721141249","-66.11629790011476","-66.11629790011476","-66.11629790011476","-60.80240020373119","-60.80240020373119","-60.80240020373119"
"249","28.482525491936606","28.482525491936606","28.482525491936606","19.359526306851965","19.359526306851965","19.359526306851965","5.8574366491103005","5.8574366491103005","5.8574366491103005","-87.02520312545889","-87.02520312545889","-87.02520312545889","-58.90564538616846","-58.90564538616846","-58.90564538616846"
"250","-65.97850366660956","-65.97850366660956","-65.97850366660956","-52.52125604371585","-52.52125604371585","-52.52125604371585","-6.571082508176141","-6.571082508176141","-6.571082508176141","-39.684601144393966","-39.684601144393966","-39.684601144393966","-19.473925278428105","-19.473925278428105","-19.473925278428105"
"252","-62.13758099810467","-62.13758099810467","-62.13758099810467","-44.37174825848224","-44.37174825848224","-44.37174825848224","43.65566489053469","43.65566489053469","43.65566489053469","-24.748838318955798","-24.748838318955798","-24.748838318955798","-9.242981364508324","-9.242981364508324","-9.242981364508324"
"253","-17.945348644011315","-17.945348644011315","-17.945348644011315","34.25940625654432","34.25940625654432","34.25940625654432","-41.65916316853045","-41.65916316853045","-41.65916316853045","-17.710234030810092","-17.710234030810092","-17.710234030810092","-50.897677221175506","-50.897677221175506","-50.897677221175506"
"254","-63.60444423027397","-63.60444423027397","-63.60444423027397","-54.704212670526005","-54.704212670526005","-54.704212670526005","-54.94879099220411","-54.94879099220411","-54.94879099220411","1.1641944061229719","1.1641944061229719","1.1641944061229719","-65.0830556067861","-65.0830556067861","-65.0830556067861"
"255","-62.558297337633334","-62.558297337633334","-62.558297337633334","-60.8129882532363","-60.8129882532363","-60.8129882532363","-69.43428623480193","-69.43428623480193","-69.43428623480193","-17.324041757425768","-17.324041757425768","-17.324041757425768","-34.94725605470306","-34.94725605470306","-34.94725605470306"
"256","-86.01052181972997","-86.01052181972997","-86.01052181972997","30.17205987204991","30.17205987204991","30.17205987204991","-27.159920168816186","-27.159920168816186","-27.159920168816186","-49.08041139025643","-49.08041139025643","-49.08041139025643","-26.33627964602565","-26.33627964602565","-26.33627964602565"
"257","-11.196948529991312","-11.196948529991312","-11.196948529991312","23.876160379491402","23.876160379491402","23.876160379491402","7.3759362678013884","7.3759362678013884","7.3759362678013884","51.92138252573815","51.92138252573815","51.92138252573815","-68.9465633749452","-68.9465633749452","-68.9465633749452"
"258","-73.3684218927562","-73.3684218927562","-73.3684218927562","-4.768037781754087","-4.768037781754087","-4.768037781754087","-1.71053198469539","-1.71053198469539","-1.71053198469539","-81.44628649703021","-81.44628649703021","-81.44628649703021","-56.10021005721198","-56.10021005721198","-56.10021005721198"
"259","-67.55588781352692","-67.55588781352692","-67.55588781352692","-53.19743197189403","-53.19743197189403","-53.19743197189403","8.07143867241069","8.07143867241069","8.07143867241069","-70.6502043204952","-70.6502043204952","-70.6502043204952","-60.81870249083059","-60.81870249083059","-60.81870249083059"
"260","-65.51936047264971","-65.51936047264971","-65.51936047264971","7.87040225455085","7.87040225455085","7.87040225455085","11.038604483196261","11.038604483196261","11.038604483196261","29.104855529192363","29.104855529192363","29.104855529192363","-52.08435147965321","-52.08435147965321","-52.08435147965321"
"261","-23.16411383950959","-23.16411383950959","-23.16411383950959","12.923419316251099","12.923419316251099","12.923419316251099","-40.332568363766036","-40.332568363766036","-40.332568363766036","-42.982186595746256","-42.982186595746256","-42.982186595746256","-45.67903572128198","-45.67903572128198","-45.67903572128198"
"262","-5.0246046376156155","-5.0246046376156155","-5.0246046376156155","-46.4348960954205","-46.4348960954205","-46.4348960954205","15.420910491599646","15.420910491599646","15.420910491599646","17.386306471551894","17.386306471551894","17.386306471551894","-43.05767898293899","-43.05767898293899","-43.05767898293899"
"263","1.643407600705843","1.643407600705843","1.643407600705843","-1.0421168149327322","-1.0421168149327322","-1.0421168149327322","11.513515222240883","11.513515222240883","11.513515222240883","11.937307236835318","11.937307236835318","11.937307236835318","-70.69655899709767","-70.69655899709767","-70.69655899709767"
"264","-7.529714608916088","-7.529714608916088","-7.529714608916088","46.86974417455821","46.86974417455821","46.86974417455821","35.329077193777586","35.329077193777586","35.329077193777586","16.763058072859028","16.763058072859028","16.763058072859028","-31.969181455724858","-31.969181455724858","-31.969181455724858"
"265","-50.08522634842816","-50.08522634842816","-50.08522634842816","58.77208989104342","58.77208989104342","58.77208989104342","-9.61104369179012","-9.61104369179012","-9.61104369179012","-9.40141574920773","-9.40141574920773","-9.40141574920773","-44.939936985847694","-44.939936985847694","-44.939936985847694"
"266","-77.09846727115098","-77.09846727115098","-77.09846727115098","11.779000192369676","11.779000192369676","11.779000192369676","-1.7370775076110334","-1.7370775076110334","-1.7370775076110334","43.90747556453478","43.90747556453478","43.90747556453478","-62.269445780029685","-62.269445780029685","-62.269445780029685"
"267","-30.282438870526338","-30.282438870526338","-30.282438870526338","-49.454508148612135","-49.454508148612135","-49.454508148612135","-22.726531184200613","-22.726531184200613","-22.726531184200613","-52.92866726305096","-52.92866726305096","-52.92866726305096","-62.18423409315185","-62.18423409315185","-62.18423409315185"
"268","15.17612866994859","15.17612866994859","15.17612866994859","-61.451547476495406","-61.451547476495406","-61.451547476495406","-25.061731538326914","-25.061731538326914","-25.061731538326914","29.02269425077963","29.02269425077963","29.02269425077963","-67.4941922940784","-67.4941922940784","-67.4941922940784"
"269","-34.79677832376545","-34.79677832376545","-34.79677832376545","-19.122125445630452","-19.122125445630452","-19.122125445630452","18.075489456014676","18.075489456014676","18.075489456014676","-36.04265950494752","-36.04265950494752","-36.04265950494752","-91.02202669848425","-91.02202669848425","-91.02202669848425"
"270","-59.34212193325632","-59.34212193325632","-59.34212193325632","21.589701755104798","21.589701755104798","21.589701755104798","28.306959851694184","28.306959851694184","28.306959851694184","-11.751933771786128","-11.751933771786128","-11.751933771786128","-71.30090029844803","-71.30090029844803","-71.30090029844803"
"271","-50.05519318681275","-50.05519318681275","-50.05519318681275","-82.92126784261872","-82.92126784261872","-82.92126784261872","-4.971086986560937","-4.971086986560937","-4.971086986560937","27.107626668545308","27.107626668545308","27.107626668545308","-58.23205899584637","-58.23205899584637","-58.23205899584637"
"272","-62.992950057677874","-62.992950057677874","-62.992950057677874","-5.785588644646973","-5.785588644646973","-5.785588644646973","-0.1386439225270517","-0.1386439225270517","-0.1386439225270517","-21.669009391004078","-21.669009391004078","-21.669009391004078","-84.0977556476261","-84.0977556476261","-84.0977556476261"
"273","65.29519590000913","65.29519590000913","65.29519590000913","-27.870015278180908","-27.870015278180908","-27.870015278180908","-51.60378592375298","-51.60378592375298","-51.60378592375298","-69.29221328649636","-69.29221328649636","-69.29221328649636","-53.06559847022124","-53.06559847022124","-53.06559847022124"
"274","38.579731326363664","38.579731326363664","38.579731326363664","3.2437303405996154","3.2437303405996154","3.2437303405996154","-65.52095069180413","-65.52095069180413","-65.52095069180413","-82.59615290702105","-82.59615290702105","-82.59615290702105","-42.24459383895285","-42.24459383895285","-42.24459383895285"
"275","-18.30159558172426","-18.30159558172426","-18.30159558172426","-74.63930950572107","-74.63930950572107","-74.63930950572107","10.087580748750302","10.087580748750302","10.087580748750302","-5.8120507987509225","-5.8120507987509225","-5.8120507987509225","-67.62084412750706","-67.62084412750706","-67.62084412750706"
"276","-31.231683952734944","-31.231683952734944","-31.231683952734944","-32.218892694980916","-32.218892694980916","-32.218892694980916","35.44347720009567","35.44347720009567","35.44347720009567","-41.09156706605212","-41.09156706605212","-41.09156706605212","-83.42335875085364","-83.42335875085364","-83.42335875085364"
"277","-54.51934548798279","-54.51934548798279","-54.51934548798279","-46.32735796780137","-46.32735796780137","-46.32735796780137","-3.815533551313977","-3.815533551313977","-3.815533551313977","-5.470267537192871","-5.470267537192871","-5.470267537192871","-27.35382314396685","-27.35382314396685","-27.35382314396685"
"278","-74.09849145606047","-74.09849145606047","-74.09849145606047","-84.06747765314753","-84.06747765314753","-84.06747765314753","0.4333522104807073","0.4333522104807073","0.4333522104807073","11.115848482665534","11.115848482665534","11.115848482665534","-62.65536696031269","-62.65536696031269","-62.65536696031269"
"279","17.569732421487885","17.569732421487885","17.569732421487885","-10.107467745606462","-10.107467745606462","-10.107467745606462","-43.69121104947797","-43.69121104947797","-43.69121104947797","-4.9937246176988435","-4.9937246176988435","-4.9937246176988435","-86.61224242787523","-86.61224242787523","-86.61224242787523"
"280","26.427614735993032","26.427614735993032","26.427614735993032","27.440305056275708","27.440305056275708","27.440305056275708","8.766121839560576","8.766121839560576","8.766121839560576","40.53830069337462","40.53830069337462","40.53830069337462","-34.70148911516257","-34.70148911516257","-34.70148911516257"
"281","-29.829657582843737","-29.829657582843737","-29.829657582843737","-33.37529408850531","-33.37529408850531","-33.37529408850531","-5.497164356337988","-5.497164356337988","-5.497164356337988","11.800539402922531","11.800539402922531","11.800539402922531","-63.71342443019601","-63.71342443019601","-63.71342443019601"
"282","-46.82965998823515","-46.82965998823515","-46.82965998823515","-29.128599382849792","-29.128599382849792","-29.128599382849792","12.884057241237361","12.884057241237361","12.884057241237361","-39.09238326640033","-39.09238326640033","-39.09238326640033","-62.19102199968275","-62.19102199968275","-62.19102199968275"
"283","-84.2129340977471","-84.2129340977471","-84.2129340977471","10.562545541440933","10.562545541440933","10.562545541440933","-76.88737057369727","-76.88737057369727","-76.88737057369727","53.67267882843714","53.67267882843714","53.67267882843714","-19.77245877889346","-19.77245877889346","-19.77245877889346"
"284","-7.650612543154708","-7.650612543154708","-7.650612543154708","-17.166309954950126","-17.166309954950126","-17.166309954950126","-60.71141033529396","-60.71141033529396","-60.71141033529396","-64.30457765521402","-64.30457765521402","-64.30457765521402","29.566058339230167","29.566058339230167","29.566058339230167"
"285","19.79438833298074","19.79438833298074","19.79438833298074","46.480254177571176","46.480254177571176","46.480254177571176","25.977552447263008","25.977552447263008","25.977552447263008","-43.51294166777696","-43.51294166777696","-43.51294166777696","-77.66732973971324","-77.66732973971324","-77.66732973971324"
"286","-64.38182866881388","-64.38182866881388","-64.38182866881388","-17.44402865266821","-17.44402865266821","-17.44402865266821","5.990228239340221","5.990228239340221","5.990228239340221","24.92333818326132","24.92333818326132","24.92333818326132","-28.506252219575174","-28.506252219575174","-28.506252219575174"
"287","-24.814424546830182","-24.814424546830182","-24.814424546830182","-12.009266960533191","-12.009266960533191","-12.009266960533191","13.94736856388386","13.94736856388386","13.94736856388386","-67.66130020286832","-67.66130020286832","-67.66130020286832","-71.61846912387333","-71.61846912387333","-71.61846912387333"
"288","-63.31974603026233","-63.31974603026233","-63.31974603026233","14.555235442082042","14.555235442082042","14.555235442082042","22.67031876127867","22.67031876127867","22.67031876127867","-31.111554721903254","-31.111554721903254","-31.111554721903254","-24.636179476866808","-24.636179476866808","-24.636179476866808"
"289","18.36849140677701","18.36849140677701","18.36849140677701","0.8767606590634394","0.8767606590634394","0.8767606590634394","-20.429104735249307","-20.429104735249307","-20.429104735249307","-34.67104688020822","-34.67104688020822","-34.67104688020822","-46.34364664965574","-46.34364664965574","-46.34364664965574"
"290","-19.554761392212964","-19.554761392212964","-19.554761392212964","38.541900343466985","38.541900343466985","38.541900343466985","-74.24093525882809","-74.24093525882809","-74.24093525882809","-28.646962112422134","-28.646962112422134","-28.646962112422134","-57.831636570740194","-57.831636570740194","-57.831636570740194"
"291","-54.62505035808225","-54.62505035808225","-54.62505035808225","50.30975603845522","50.30975603845522","50.30975603845522","-39.862846076422294","-39.862846076422294","-39.862846076422294","-78.41248758937425","-78.41248758937425","-78.41248758937425","-2.056388939244446","-2.056388939244446","-2.056388939244446"
"292","-13.095322250710534","-13.095322250710534","-13.095322250710534","14.105744210162099","14.105744210162099","14.105744210162099","-11.758030702583026","-11.758030702583026","-11.758030702583026","0.7742091605788346","0.7742091605788346","0.7742091605788346","-28.397678646885733","-28.397678646885733","-28.397678646885733"
"293","-13.720873913078103","-13.720873913078103","-13.720873913078103","-36.010225364592245","-36.010225364592245","-36.010225364592245","-75.52081084172015","-75.52081084172015","-75.52081084172015","-30.78493669642291","-30.78493669642291","-30.78493669642291","-81.96876093656655","-81.96876093656655","-81.96876093656655"
"294","-33.64157141171831","-33.64157141171831","-33.64157141171831","14.146797069662105","14.146797069662105","14.146797069662105","-82.27544007251903","-82.27544007251903","-82.27544007251903","-68.00280057084913","-68.00280057084913","-68.00280057084913","-63.82966839677799","-63.82966839677799","-63.82966839677799"
"295","-82.35129787146312","-82.35129787146312","-82.35129787146312","30.47260701862665","30.47260701862665","30.47260701862665","-63.515654443092295","-63.515654443092295","-63.515654443092295","-24.030020474422205","-24.030020474422205","-24.030020474422205","-78.51385433039329","-78.51385433039329","-78.51385433039329"
"296","47.87673864919479","47.87673864919479","47.87673864919479","-88.91884057524112","-88.91884057524112","-88.91884057524112","9.376970770873605","9.376970770873605","9.376970770873605","40.222303075203","40.222303075203","40.222303075203","-48.5618808189593","-48.5618808189593","-48.5618808189593"
"297","16.78919754754053","16.78919754754053","16.78919754754053","18.688581496184845","18.688581496184845","18.688581496184845","2.4402087396808616","2.4402087396808616","2.4402087396808616","-78.34557258457438","-78.34557258457438","-78.34557258457438","-67.03440339575886","-67.03440339575886","-67.03440339575886"
"298","3.6471007658903467","3.6471007658903467","3.6471007658903467","-52.71994127187834","-52.71994127187834","-52.71994127187834","-17.77990419518824","-17.77990419518824","-17.77990419518824","27.518431842351806","27.518431842351806","27.518431842351806","-37.81194606849021","-37.81194606849021","-37.81194606849021"
"299","-71.05152718819828","-71.05152718819828","-71.05152718819828","4.471274032130111","4.471274032130111","4.471274032130111","-51.3343361573523","-51.3343361573523","-51.3343361573523","-78.70868606826275","-78.70868606826275","-78.70868606826275","-79.47710058856288","-79.47710058856288","-79.47710058856288"
"300","11.182418738702088","11.182418738702088","11.182418738702088","-36.626627381192634","-36.626627381192634","-36.626627381192634","-41.725907706036026","-41.725907706036026","-41.725907706036026","-24.81074422925172","-24.81074422925172","-24.81074422925172","-17.107351099436364","-17.107351099436364","-17.107351099436364"
"301","-27.29982674835715","-27.29982674835715","-27.29982674835715","-4.04721750181663","-4.04721750181663","-4.04721750181663","5.672699672467604","5.672699672467604","5.672699672467604","20.075702462815606","20.075702462815606","20.075702462815606","6.388676484321928","6.388676484321928","6.388676484321928"
"303","-14.674071559543737","-14.674071559543737","-14.674071559543737","-16.409513476208854","-16.409513476208854","-16.409513476208854","-37.28155575023309","-37.28155575023309","-37.28155575023309","60.453109873468485","60.453109873468485","60.453109873468485","-53.27986164462576","-53.27986164462576","-53.27986164462576"
"304","-67.4705687500405","-67.4705687500405","-67.4705687500405","-69.14821563766317","-69.14821563766317","-69.14821563766317","29.232296720612574","29.232296720612574","29.232296720612574","-57.220748470557304","-57.220748470557304","-57.220748470557304","-63.67489570089829","-63.67489570089829","-63.67489570089829"
"305","9.627500028800144","9.627500028800144","9.627500028800144","13.905126085347042","13.905126085347042","13.905126085347042","25.602585642891878","25.602585642891878","25.602585642891878","-69.26939064079458","-69.26939064079458","-69.26939064079458","-26.36956880501207","-26.36956880501207","-26.36956880501207"
"306","-35.85079347874362","-35.85079347874362","-35.85079347874362","-17.74897843743728","-17.74897843743728","-17.74897843743728","-41.31550512761917","-41.31550512761917","-41.31550512761917","-71.74959330240746","-71.74959330240746","-71.74959330240746","-74.70846753091091","-74.70846753091091","-74.70846753091091"
"307","11.58732855247741","11.58732855247741","11.58732855247741","-63.11079460218849","-63.11079460218849","-63.11079460218849","29.04837376559133","29.04837376559133","29.04837376559133","31.23776442907572","31.23776442907572","31.23776442907572","-16.591113085216442","-16.591113085216442","-16.591113085216442"
"308","-7.887842349386424","-7.887842349386424","-7.887842349386424","25.472220181519745","25.472220181519745","25.472220181519745","4.699637145077589","4.699637145077589","4.699637145077589","29.418118513394663","29.418118513394663","29.418118513394663","-53.8528603652099","-53.8528603652099","-53.8528603652099"
"309","0.5673849538902932","0.5673849538902932","0.5673849538902932","14.58183250805585","14.58183250805585","14.58183250805585","-46.674485489854135","-46.674485489854135","-46.674485489854135","-62.42698583844004","-62.42698583844004","-62.42698583844004","-17.143564983877024","-17.143564983877024","-17.143564983877024"
"310","15.966622876098352","15.966622876098352","15.966622876098352","-79.59590847059465","-79.59590847059465","-79.59590847059465","-61.410471487009886","-61.410471487009886","-61.410471487009886","-9.922270022551956","-9.922270022551956","-9.922270022551956","-13.75422734620336","-13.75422734620336","-13.75422734620336"
"311","-1.410565927464817","-1.410565927464817","-1.410565927464817","19.990454470657554","19.990454470657554","19.990454470657554","2.177609003084048","2.177609003084048","2.177609003084048","-59.431167939129274","-59.431167939129274","-59.431167939129274","-70.61834516483619","-70.61834516483619","-70.61834516483619"
"312","22.23488856507368","22.23488856507368","22.23488856507368","4.784477697976712","4.784477697976712","4.784477697976712","64.6767699687082","64.6767699687082","64.6767699687082","-5.507437731018506","-5.507437731018506","-5.507437731018506","-1.4862295092228592","-1.4862295092228592","-1.4862295092228592"
"313","-48.00586186681777","-48.00586186681777","-48.00586186681777","-44.16439902947675","-44.16439902947675","-44.16439902947675","-8.031676875393321","-8.031676875393321","-8.031676875393321","-50.56427631754177","-50.56427631754177","-50.56427631754177","-62.35865633538843","-62.35865633538843","-62.35865633538843"
