"Step","sac/run4 - train/score","sac/run4 - train/score__MIN","sac/run4 - train/score__MAX","sac/run3 - train/score","sac/run3 - train/score__MIN","sac/run3 - train/score__MAX","sac/run2 - train/score","sac/run2 - train/score__MIN","sac/run2 - train/score__MAX","sac/run1 - train/score","sac/run1 - train/score__MIN","sac/run1 - train/score__MAX","sac/run0 - train/score","sac/run0 - train/score__MIN","sac/run0 - train/score__MAX"
"71","-28.34083167254725","-28.34083167254725","-28.34083167254725","6.792030689652056","6.792030689652056","6.792030689652056","-50.387429567543634","-50.387429567543634","-50.387429567543634","49.55435540159762","49.55435540159762","49.55435540159762","-58.386076000374416","-58.386076000374416","-58.386076000374416"
"72","-35.872998882664916","-35.872998882664916","-35.872998882664916","3.229111195081641","3.229111195081641","3.229111195081641","-62.87691727155566","-62.87691727155566","-62.87691727155566","-57.32902752078713","-57.32902752078713","-57.32902752078713","-65.35796976740144","-65.35796976740144","-65.35796976740144"
"73","-74.78296257257541","-74.78296257257541","-74.78296257257541","-67.3959099730042","-67.3959099730042","-67.3959099730042","11.610537357193323","11.610537357193323","11.610537357193323","-56.28711748715659","-56.28711748715659","-56.28711748715659","-67.80250479172888","-67.80250479172888","-67.80250479172888"
"74","-57.526028976335255","-57.526028976335255","-57.526028976335255","-35.916941506405145","-35.916941506405145","-35.916941506405145","-12.232847621714459","-12.232847621714459","-12.232847621714459","10.41530784858278","10.41530784858278","10.41530784858278","-82.62944428360079","-82.62944428360079","-82.62944428360079"
"75","-61.27701317642114","-61.27701317642114","-61.27701317642114","-44.68440513427026","-44.68440513427026","-44.68440513427026","-68.65094745510551","-68.65094745510551","-68.65094745510551","-63.99534020524708","-63.99534020524708","-63.99534020524708","-69.27421664518332","-69.27421664518332","-69.27421664518332"
"76","-24.782392402900303","-24.782392402900303","-24.782392402900303","-70.7383782107355","-70.7383782107355","-70.7383782107355","-21.735975441265683","-21.735975441265683","-21.735975441265683","-17.14908593238924","-17.14908593238924","-17.14908593238924","-54.70346701404904","-54.70346701404904","-54.70346701404904"
"77","-88.31376142256562","-88.31376142256562","-88.31376142256562","-17.874893803793245","-17.874893803793245","-17.874893803793245","-12.335009324603076","-12.335009324603076","-12.335009324603076","-34.1850084516936","-34.1850084516936","-34.1850084516936","25.37715297056627","25.37715297056627","25.37715297056627"
"78","-46.35684629016175","-46.35684629016175","-46.35684629016175","-2.3800839543218113","-2.3800839543218113","-2.3800839543218113","-77.3234597686543","-77.3234597686543","-77.3234597686543","22.97700722272754","22.97700722272754","22.97700722272754","-57.231135805282925","-57.231135805282925","-57.231135805282925"
"79","-75.74672992721877","-75.74672992721877","-75.74672992721877","-54.303286127806594","-54.303286127806594","-54.303286127806594","-25.460669289108708","-25.460669289108708","-25.460669289108708","-62.79458178349838","-62.79458178349838","-62.79458178349838","-75.84851524581096","-75.84851524581096","-75.84851524581096"
"80","-86.37773759181889","-86.37773759181889","-86.37773759181889","-71.98559762912954","-71.98559762912954","-71.98559762912954","-13.689742928614772","-13.689742928614772","-13.689742928614772","-60.94583647922525","-60.94583647922525","-60.94583647922525","-23.655840433498366","-23.655840433498366","-23.655840433498366"
"81","-32.89820808614759","-32.89820808614759","-32.89820808614759","-72.47425240020321","-72.47425240020321","-72.47425240020321","-29.278749781813914","-29.278749781813914","-29.278749781813914","-58.33244945216868","-58.33244945216868","-58.33244945216868","-47.87570268795228","-47.87570268795228","-47.87570268795228"
"82","-10.779059276446448","-10.779059276446448","-10.779059276446448","5.599145112531176","5.599145112531176","5.599145112531176","-58.83599576167718","-58.83599576167718","-58.83599576167718","-68.86305726642573","-68.86305726642573","-68.86305726642573","-70.39024815442309","-70.39024815442309","-70.39024815442309"
"83","11.399325280387911","11.399325280387911","11.399325280387911","-69.41930311092588","-69.41930311092588","-69.41930311092588","-34.89794411500645","-34.89794411500645","-34.89794411500645","-73.46570741832386","-73.46570741832386","-73.46570741832386","-74.747100645322","-74.747100645322","-74.747100645322"
"84","-91.30496605804844","-91.30496605804844","-91.30496605804844","-25.647387864259905","-25.647387864259905","-25.647387864259905","-64.98071595704626","-64.98071595704626","-64.98071595704626","-29.069363013421743","-29.069363013421743","-29.069363013421743","9.199623611085784","9.199623611085784","9.199623611085784"
"85","-2.405608524474955","-2.405608524474955","-2.405608524474955","22.803243296626924","22.803243296626924","22.803243296626924","-92.7160424572571","-92.7160424572571","-92.7160424572571","-11.57098709882914","-11.57098709882914","-11.57098709882914","-73.6430050376278","-73.6430050376278","-73.6430050376278"
"86","-49.88115075626549","-49.88115075626549","-49.88115075626549","10.90626957699387","10.90626957699387","10.90626957699387","-57.6346893368016","-57.6346893368016","-57.6346893368016","-37.396356447577006","-37.396356447577006","-37.396356447577006","-61.77559437456921","-61.77559437456921","-61.77559437456921"
"87","-71.68417640131189","-71.68417640131189","-71.68417640131189","-13.301726547735782","-13.301726547735782","-13.301726547735782","-27.288071858155952","-27.288071858155952","-27.288071858155952","-32.19264539355936","-32.19264539355936","-32.19264539355936","-37.27071902528065","-37.27071902528065","-37.27071902528065"
"88","-61.05721919219902","-61.05721919219902","-61.05721919219902","-22.151698305246757","-22.151698305246757","-22.151698305246757","-80.20970381735744","-80.20970381735744","-80.20970381735744","-83.64960798159768","-83.64960798159768","-83.64960798159768","-42.43952669392088","-42.43952669392088","-42.43952669392088"
"89","-75.9344808470554","-75.9344808470554","-75.9344808470554","-18.26327032173901","-18.26327032173901","-18.26327032173901","19.69703463207855","19.69703463207855","19.69703463207855","-29.080227002794196","-29.080227002794196","-29.080227002794196","-27.316649757081546","-27.316649757081546","-27.316649757081546"
"90","-71.92830486707258","-71.92830486707258","-71.92830486707258","-55.33900055567872","-55.33900055567872","-55.33900055567872","-41.99325181257588","-41.99325181257588","-41.99325181257588","-59.29377331682915","-59.29377331682915","-59.29377331682915","-48.996506185512544","-48.996506185512544","-48.996506185512544"
"91","-74.92405266038001","-74.92405266038001","-74.92405266038001","-56.847536478752886","-56.847536478752886","-56.847536478752886","-64.39357559607893","-64.39357559607893","-64.39357559607893","-65.6123022359262","-65.6123022359262","-65.6123022359262","-66.42567341125849","-66.42567341125849","-66.42567341125849"
"92","-25.333594664693162","-25.333594664693162","-25.333594664693162","15.334060609481284","15.334060609481284","15.334060609481284","17.3076436237706","17.3076436237706","17.3076436237706","-31.85506616256675","-31.85506616256675","-31.85506616256675","-59.17864373884163","-59.17864373884163","-59.17864373884163"
"93","-36.01156927688405","-36.01156927688405","-36.01156927688405","-68.79308994732759","-68.79308994732759","-68.79308994732759","-46.96782252413212","-46.96782252413212","-46.96782252413212","-81.10287994504627","-81.10287994504627","-81.10287994504627","59.70114732903345","59.70114732903345","59.70114732903345"
"94","-76.04419128874447","-76.04419128874447","-76.04419128874447","-54.198604858614786","-54.198604858614786","-54.198604858614786","-97.87681849203383","-97.87681849203383","-97.87681849203383","-21.00752177378733","-21.00752177378733","-21.00752177378733","-73.08427915726992","-73.08427915726992","-73.08427915726992"
"95","-66.6141276762277","-66.6141276762277","-66.6141276762277","-70.31800752179475","-70.31800752179475","-70.31800752179475","-33.331085663462744","-33.331085663462744","-33.331085663462744","-60.09298097437379","-60.09298097437379","-60.09298097437379","-38.08639935394092","-38.08639935394092","-38.08639935394092"
"96","-4.947912004622658","-4.947912004622658","-4.947912004622658","7.615991662941104","7.615991662941104","7.615991662941104","12.706045218429814","12.706045218429814","12.706045218429814","-61.74093961331182","-61.74093961331182","-61.74093961331182","-68.34099252230955","-68.34099252230955","-68.34099252230955"
"97","-42.54972187575231","-42.54972187575231","-42.54972187575231","-70.05348426452625","-70.05348426452625","-70.05348426452625","-79.00503403773479","-79.00503403773479","-79.00503403773479","-73.99652951039198","-73.99652951039198","-73.99652951039198","-41.550642825998416","-41.550642825998416","-41.550642825998416"
"99","-9.429551281931179","-9.429551281931179","-9.429551281931179","-33.66927281228971","-33.66927281228971","-33.66927281228971","31.58889111979432","31.58889111979432","31.58889111979432","-76.26425830549375","-76.26425830549375","-76.26425830549375","-71.72213395732264","-71.72213395732264","-71.72213395732264"
"100","-17.714511467543623","-17.714511467543623","-17.714511467543623","-66.14922864429573","-66.14922864429573","-66.14922864429573","-3.597163188504581","-3.597163188504581","-3.597163188504581","-65.28431444339014","-65.28431444339014","-65.28431444339014","50.37797156008838","50.37797156008838","50.37797156008838"
