"Step","dreamerv3/small/ih_15/room0/run4 - train/score","dreamerv3/small/ih_15/room0/run4 - train/score__MIN","dreamerv3/small/ih_15/room0/run4 - train/score__MAX","dreamerv3/small/ih_15/room0/run3 - train/score","dreamerv3/small/ih_15/room0/run3 - train/score__MIN","dreamerv3/small/ih_15/room0/run3 - train/score__MAX","dreamerv3/small/ih_15/room0/run2 - train/score","dreamerv3/small/ih_15/room0/run2 - train/score__MIN","dreamerv3/small/ih_15/room0/run2 - train/score__MAX","dreamerv3/small/ih_15/room0/run1 - train/score","dreamerv3/small/ih_15/room0/run1 - train/score__MIN","dreamerv3/small/ih_15/room0/run1 - train/score__MAX","dreamerv3/small/ih_15/room0/run0 - train/score","dreamerv3/small/ih_15/room0/run0 - train/score__MIN","dreamerv3/small/ih_15/room0/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/run1 - train/score","dreamerv3/medium/ih_15/room0/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/run4 - train/score","dreamerv3/medium/ih_15/room0/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/run3 - train/score","dreamerv3/medium/ih_15/room0/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/run2 - train/score","dreamerv3/medium/ih_15/room0/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/run0 - train/score","dreamerv3/medium/ih_15/room0/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/run0 - train/score__MAX"
"309","8.053574029356241","8.053574029356241","8.053574029356241","20.589867155998945","20.589867155998945","20.589867155998945","38.40154232829809","38.40154232829809","38.40154232829809","34.34660568833351","34.34660568833351","34.34660568833351","36.36466995254159","36.36466995254159","36.36466995254159","42.11797954142094","42.11797954142094","42.11797954142094","69.4139711856842","69.4139711856842","69.4139711856842","-91.86181156337261","-91.86181156337261","-91.86181156337261","42.762693292927","42.762693292927","42.762693292927","65.88570609688759","65.88570609688759","65.88570609688759"
"310","14.79815911874175","14.79815911874175","14.79815911874175","50.297141909599304","50.297141909599304","50.297141909599304","57.04380105435848","57.04380105435848","57.04380105435848","59.857828594744205","59.857828594744205","59.857828594744205","18.18227873556316","18.18227873556316","18.18227873556316","70.9737434387207","70.9737434387207","70.9737434387207","14.381813019514084","14.381813019514084","14.381813019514084","42.59318451117724","42.59318451117724","42.59318451117724","","","","72.60525012016296","72.60525012016296","72.60525012016296"
"311","27.60062949359417","27.60062949359417","27.60062949359417","54.36534306406975","54.36534306406975","54.36534306406975","63.664203837513924","63.664203837513924","63.664203837513924","-50.67682006210089","-50.67682006210089","-50.67682006210089","26.078497521579266","26.078497521579266","26.078497521579266","50.260260075330734","50.260260075330734","50.260260075330734","64.09397792816162","64.09397792816162","64.09397792816162","56.56459568440914","56.56459568440914","56.56459568440914","-15.576085096457973","-15.576085096457973","-15.576085096457973","64.67827621102333","64.67827621102333","64.67827621102333"
"312","-23.312004007399082","-23.312004007399082","-23.312004007399082","56.47410986199975","56.47410986199975","56.47410986199975","42.72827122407034","42.72827122407034","42.72827122407034","16.80604219296947","16.80604219296947","16.80604219296947","65.93282897025347","65.93282897025347","65.93282897025347","66.52757251262665","66.52757251262665","66.52757251262665","79.52248683571815","79.52248683571815","79.52248683571815","67.34266112744808","67.34266112744808","67.34266112744808","41.95903546921909","41.95903546921909","41.95903546921909","42.647148951888084","42.647148951888084","42.647148951888084"
"313","-23.46162317879498","-23.46162317879498","-23.46162317879498","18.76087263226509","18.76087263226509","18.76087263226509","-77.18898889422417","-77.18898889422417","-77.18898889422417","31.353781034820713","31.353781034820713","31.353781034820713","-76.95971002615988","-76.95971002615988","-76.95971002615988","44.04604650661349","44.04604650661349","44.04604650661349","35.79998101294041","35.79998101294041","35.79998101294041","38.3535722149536","38.3535722149536","38.3535722149536","55.783418357372284","55.783418357372284","55.783418357372284","62.29567561298609","62.29567561298609","62.29567561298609"
"314","41.708407893776894","41.708407893776894","41.708407893776894","47.73443886637688","47.73443886637688","47.73443886637688","44.76317177340388","44.76317177340388","44.76317177340388","44.2549544274807","44.2549544274807","44.2549544274807","37.71092768013477","37.71092768013477","37.71092768013477","44.70881727337837","44.70881727337837","44.70881727337837","75.11191576719284","75.11191576719284","75.11191576719284","58.84926041960716","58.84926041960716","58.84926041960716","71.1268201470375","71.1268201470375","71.1268201470375","54.64961955323815","54.64961955323815","54.64961955323815"
"315","-11.429343513213098","-11.429343513213098","-11.429343513213098","56.771976156160235","56.771976156160235","56.771976156160235","27.560193958401214","27.560193958401214","27.560193958401214","-97.52903032302856","-97.52903032302856","-97.52903032302856","10.777962932363153","10.777962932363153","10.777962932363153","28.98173227958614","28.98173227958614","28.98173227958614","69.00994190933488","69.00994190933488","69.00994190933488","56.98095693811774","56.98095693811774","56.98095693811774","76.8240802437067","76.8240802437067","76.8240802437067","69.3732066899538","69.3732066899538","69.3732066899538"
"316","21.75199069082737","21.75199069082737","21.75199069082737","43.28161069750786","43.28161069750786","43.28161069750786","67.88334068655968","67.88334068655968","67.88334068655968","-7.49880187632516","-7.49880187632516","-7.49880187632516","36.14933994412422","36.14933994412422","36.14933994412422","39.377256125211716","39.377256125211716","39.377256125211716","36.366110131144524","36.366110131144524","36.366110131144524","61.840967155992985","61.840967155992985","61.840967155992985","57.10932749696076","57.10932749696076","57.10932749696076","45.63886918919161","45.63886918919161","45.63886918919161"
"317","-9.753574177622795","-9.753574177622795","-9.753574177622795","58.7901870533824","58.7901870533824","58.7901870533824","46.302373077720404","46.302373077720404","46.302373077720404","15.026763880625367","15.026763880625367","15.026763880625367","-50.016723811626434","-50.016723811626434","-50.016723811626434","39.07511846721172","39.07511846721172","39.07511846721172","16.156637304928154","16.156637304928154","16.156637304928154","44.966235637664795","44.966235637664795","44.966235637664795","52.20126373320818","52.20126373320818","52.20126373320818","73.79630274325609","73.79630274325609","73.79630274325609"
"318","11.338624894618988","11.338624894618988","11.338624894618988","44.82552122604102","44.82552122604102","44.82552122604102","50.54101839289069","50.54101839289069","50.54101839289069","-69.74886044859886","-69.74886044859886","-69.74886044859886","43.91036482062191","43.91036482062191","43.91036482062191","64.84217900782824","64.84217900782824","64.84217900782824","-15.155599240213633","-15.155599240213633","-15.155599240213633","44.447467010468245","44.447467010468245","44.447467010468245","59.50659469142556","59.50659469142556","59.50659469142556","70.23975756019354","70.23975756019354","70.23975756019354"
"319","-2.887903418391943","-2.887903418391943","-2.887903418391943","3.147882493212819","3.147882493212819","3.147882493212819","47.76624763570726","47.76624763570726","47.76624763570726","47.48356646299362","47.48356646299362","47.48356646299362","63.56245782971382","63.56245782971382","63.56245782971382","17.654681034386158","17.654681034386158","17.654681034386158","72.72675258666277","72.72675258666277","72.72675258666277","40.153124305885285","40.153124305885285","40.153124305885285","58.19762234389782","58.19762234389782","58.19762234389782","66.83625021576881","66.83625021576881","66.83625021576881"
"320","6.60321973497048","6.60321973497048","6.60321973497048","42.16054322198033","42.16054322198033","42.16054322198033","6.72757014632225","6.72757014632225","6.72757014632225","38.337390154760215","38.337390154760215","38.337390154760215","26.31919425725937","26.31919425725937","26.31919425725937","17.757509843155276","17.757509843155276","17.757509843155276","29.937502924352884","29.937502924352884","29.937502924352884","65.21134670078754","65.21134670078754","65.21134670078754","-26.323706495575607","-26.323706495575607","-26.323706495575607","25.09854032099247","25.09854032099247","25.09854032099247"
"321","36.40464534237981","36.40464534237981","36.40464534237981","46.09775484725833","46.09775484725833","46.09775484725833","-73.64588379859924","-73.64588379859924","-73.64588379859924","63.44357165694237","63.44357165694237","63.44357165694237","43.856668055057526","43.856668055057526","43.856668055057526","29.103797839954495","29.103797839954495","29.103797839954495","67.66063709557056","67.66063709557056","67.66063709557056","53.912420286331326","53.912420286331326","53.912420286331326","22.966856185346842","22.966856185346842","22.966856185346842","51.23775205016136","51.23775205016136","51.23775205016136"
"322","-13.779576601460576","-13.779576601460576","-13.779576601460576","71.60636660456657","71.60636660456657","71.60636660456657","34.08443645387888","34.08443645387888","34.08443645387888","36.484319761395454","36.484319761395454","36.484319761395454","46.03665366768837","46.03665366768837","46.03665366768837","-31.316706747282296","-31.316706747282296","-31.316706747282296","4.55533002410084","4.55533002410084","4.55533002410084","40.409764146299494","40.409764146299494","40.409764146299494","62.90051403641701","62.90051403641701","62.90051403641701","62.64396512508392","62.64396512508392","62.64396512508392"
"323","13.790482218377292","13.790482218377292","13.790482218377292","57.30178937315941","57.30178937315941","57.30178937315941","16.727167875505984","16.727167875505984","16.727167875505984","42.71011430025101","42.71011430025101","42.71011430025101","26.58756944257766","26.58756944257766","26.58756944257766","39.59365659952164","39.59365659952164","39.59365659952164","66.21833448112011","66.21833448112011","66.21833448112011","69.94451674446464","69.94451674446464","69.94451674446464","47.28125508129597","47.28125508129597","47.28125508129597","63.895013839006424","63.895013839006424","63.895013839006424"
"324","5.427468424662948","5.427468424662948","5.427468424662948","-8.834975518286228","-8.834975518286228","-8.834975518286228","47.51303676189855","47.51303676189855","47.51303676189855","36.434745028615","36.434745028615","36.434745028615","56.87989687919617","56.87989687919617","56.87989687919617","-52.32108482345939","-52.32108482345939","-52.32108482345939","19.451808949932456","19.451808949932456","19.451808949932456","52.99718964006752","52.99718964006752","52.99718964006752","-23.08853398822248","-23.08853398822248","-23.08853398822248","61.463857151567936","61.463857151567936","61.463857151567936"
"325","20.25679257279262","20.25679257279262","20.25679257279262","37.345255406573415","37.345255406573415","37.345255406573415","50.7568267211318","50.7568267211318","50.7568267211318","48.36188802309334","48.36188802309334","48.36188802309334","64.29931363463402","64.29931363463402","64.29931363463402","-19.03450368961785","-19.03450368961785","-19.03450368961785","-90.31594864279032","-90.31594864279032","-90.31594864279032","79.43382656574249","79.43382656574249","79.43382656574249","78.89426851831377","78.89426851831377","78.89426851831377","75.6623215759173","75.6623215759173","75.6623215759173"
"326","-7.411646561697125","-7.411646561697125","-7.411646561697125","-9.088162541389465","-9.088162541389465","-9.088162541389465","-16.44125108420849","-16.44125108420849","-16.44125108420849","-91.30820712447166","-91.30820712447166","-91.30820712447166","47.972349256277084","47.972349256277084","47.972349256277084","29.356136947870255","29.356136947870255","29.356136947870255","9.945777762681246","9.945777762681246","9.945777762681246","63.842439383268356","63.842439383268356","63.842439383268356","32.98122837394476","32.98122837394476","32.98122837394476","54.41508748754859","54.41508748754859","54.41508748754859"
"327","-9.986354145687073","-9.986354145687073","-9.986354145687073","53.68044752627611","53.68044752627611","53.68044752627611","34.94763272628188","34.94763272628188","34.94763272628188","76.43316024541855","76.43316024541855","76.43316024541855","22.692242324352264","22.692242324352264","22.692242324352264","44.46789513528347","44.46789513528347","44.46789513528347","51.576913475990295","51.576913475990295","51.576913475990295","16.62079292535782","16.62079292535782","16.62079292535782","45.05170033313334","45.05170033313334","45.05170033313334","-7.3267782516777515","-7.3267782516777515","-7.3267782516777515"
"328","-48.68383093178272","-48.68383093178272","-48.68383093178272","-26.693393574096262","-26.693393574096262","-26.693393574096262","44.39818060398102","44.39818060398102","44.39818060398102","37.88843931350857","37.88843931350857","37.88843931350857","36.05469745397568","36.05469745397568","36.05469745397568","38.110340908169746","38.110340908169746","38.110340908169746","24.96220144047402","24.96220144047402","24.96220144047402","12.768677204847336","12.768677204847336","12.768677204847336","13.389521170582157","13.389521170582157","13.389521170582157","63.18799625337124","63.18799625337124","63.18799625337124"
"329","8.403047360479832","8.403047360479832","8.403047360479832","51.386010222136974","51.386010222136974","51.386010222136974","39.25918232090771","39.25918232090771","39.25918232090771","29.420217514038086","29.420217514038086","29.420217514038086","22.01236917451024","22.01236917451024","22.01236917451024","52.194763004779816","52.194763004779816","52.194763004779816","18.009382352232933","18.009382352232933","18.009382352232933","56.63618445396423","56.63618445396423","56.63618445396423","71.56325127184391","71.56325127184391","71.56325127184391","8.513001710583922","8.513001710583922","8.513001710583922"
"330","-40.7015281325439","-40.7015281325439","-40.7015281325439","47.83170794323087","47.83170794323087","47.83170794323087","40.6912372559309","40.6912372559309","40.6912372559309","28.677359972149134","28.677359972149134","28.677359972149134","2.1452620048075914","2.1452620048075914","2.1452620048075914","57.88739588484168","57.88739588484168","57.88739588484168","80.3010264635086","80.3010264635086","80.3010264635086","55.79731523990631","55.79731523990631","55.79731523990631","64.2850989997387","64.2850989997387","64.2850989997387","65.56476207077503","65.56476207077503","65.56476207077503"
"331","17.04366111755371","17.04366111755371","17.04366111755371","-80.91063727065921","-80.91063727065921","-80.91063727065921","38.828287452459335","38.828287452459335","38.828287452459335","-82.03897935152054","-82.03897935152054","-82.03897935152054","34.96862360090017","34.96862360090017","34.96862360090017","79.23892185091972","79.23892185091972","79.23892185091972","33.45862577855587","33.45862577855587","33.45862577855587","45.241712026298046","45.241712026298046","45.241712026298046","63.70383919775486","63.70383919775486","63.70383919775486","47.65397013165057","47.65397013165057","47.65397013165057"
"332","-22.635711084585637","-22.635711084585637","-22.635711084585637","57.06247016042471","57.06247016042471","57.06247016042471","39.69880645093508","39.69880645093508","39.69880645093508","37.73606410622597","37.73606410622597","37.73606410622597","42.28967346251011","42.28967346251011","42.28967346251011","18.445925986394286","18.445925986394286","18.445925986394286","54.38654214888811","54.38654214888811","54.38654214888811","24.018828853964806","24.018828853964806","24.018828853964806","65.61856297403574","65.61856297403574","65.61856297403574","44.44149100035429","44.44149100035429","44.44149100035429"
"333","-33.335672998800874","-33.335672998800874","-33.335672998800874","-0.24589812755584717","-0.24589812755584717","-0.24589812755584717","49.507275607436895","49.507275607436895","49.507275607436895","44.462136410176754","44.462136410176754","44.462136410176754","-29.833468749187887","-29.833468749187887","-29.833468749187887","53.08819741010666","53.08819741010666","53.08819741010666","48.72289007809013","48.72289007809013","48.72289007809013","-94.8884949684143","-94.8884949684143","-94.8884949684143","54.09338566660881","54.09338566660881","54.09338566660881","49.55383336544037","49.55383336544037","49.55383336544037"
"334","-23.45335342735052","-23.45335342735052","-23.45335342735052","51.161556005477905","51.161556005477905","51.161556005477905","1.0206848341040313","1.0206848341040313","1.0206848341040313","42.23601660877466","42.23601660877466","42.23601660877466","45.05289512872696","45.05289512872696","45.05289512872696","73.70395551621914","73.70395551621914","73.70395551621914","57.27541382610798","57.27541382610798","57.27541382610798","25.41191897727549","25.41191897727549","25.41191897727549","29.324972093105316","29.324972093105316","29.324972093105316","63.13168626278639","63.13168626278639","63.13168626278639"
"335","-4.478503219783306","-4.478503219783306","-4.478503219783306","-91.19730292260647","-91.19730292260647","-91.19730292260647","39.023829348385334","39.023829348385334","39.023829348385334","-93.16329336166382","-93.16329336166382","-93.16329336166382","56.10303061455488","56.10303061455488","56.10303061455488","39.78944706171751","39.78944706171751","39.78944706171751","10.858519517816603","10.858519517816603","10.858519517816603","54.51331403851509","54.51331403851509","54.51331403851509","12.163043111562729","12.163043111562729","12.163043111562729","48.57991871237755","48.57991871237755","48.57991871237755"
"336","-39.84323708713055","-39.84323708713055","-39.84323708713055","8.76294120401144","8.76294120401144","8.76294120401144","17.873621149454266","17.873621149454266","17.873621149454266","-14.292593028396368","-14.292593028396368","-14.292593028396368","23.876983305439353","23.876983305439353","23.876983305439353","69.80821108818054","69.80821108818054","69.80821108818054","14.68764445465058","14.68764445465058","14.68764445465058","-9.519510172307491","-9.519510172307491","-9.519510172307491","80.61235484480858","80.61235484480858","80.61235484480858","42.690685539040715","42.690685539040715","42.690685539040715"
"337","60.181503385305405","60.181503385305405","60.181503385305405","39.28710127621889","39.28710127621889","39.28710127621889","43.437849149282556","43.437849149282556","43.437849149282556","57.914491587667726","57.914491587667726","57.914491587667726","60.243696726858616","60.243696726858616","60.243696726858616","-88.51983770728111","-88.51983770728111","-88.51983770728111","43.33355075120926","43.33355075120926","43.33355075120926","-7.464996276423335","-7.464996276423335","-7.464996276423335","60.76555357128382","60.76555357128382","60.76555357128382","47.840661354362965","47.840661354362965","47.840661354362965"
"338","14.164635067805648","14.164635067805648","14.164635067805648","10.76172683382174","10.76172683382174","10.76172683382174","71.93102064728737","71.93102064728737","71.93102064728737","57.83084097504616","57.83084097504616","57.83084097504616","-65.81679013557732","-65.81679013557732","-65.81679013557732","12.166813895106316","12.166813895106316","12.166813895106316","31.447714956244454","31.447714956244454","31.447714956244454","38.00764398276806","38.00764398276806","38.00764398276806","52.19774564169347","52.19774564169347","52.19774564169347","72.78730654716492","72.78730654716492","72.78730654716492"
"339","65.40230862796307","65.40230862796307","65.40230862796307","66.25641945004463","66.25641945004463","66.25641945004463","27.66538556665182","27.66538556665182","27.66538556665182","42.685224413871765","42.685224413871765","42.685224413871765","75.2419673204422","75.2419673204422","75.2419673204422","14.638702899217606","14.638702899217606","14.638702899217606","46.89504271000624","46.89504271000624","46.89504271000624","39.16434574127197","39.16434574127197","39.16434574127197","69.73346241470426","69.73346241470426","69.73346241470426","63.234121279791","63.234121279791","63.234121279791"
"340","34.83225237741135","34.83225237741135","34.83225237741135","52.492602689075284","52.492602689075284","52.492602689075284","46.65511193871498","46.65511193871498","46.65511193871498","42.091126553714275","42.091126553714275","42.091126553714275","42.03480553627014","42.03480553627014","42.03480553627014","-92.90770173072815","-92.90770173072815","-92.90770173072815","54.569873452186584","54.569873452186584","54.569873452186584","43.6833686158061","43.6833686158061","43.6833686158061","45.73947118478827","45.73947118478827","45.73947118478827","56.95376543328166","56.95376543328166","56.95376543328166"
"341","41.72793269914109","41.72793269914109","41.72793269914109","40.257523578358814","40.257523578358814","40.257523578358814","10.440859423193615","10.440859423193615","10.440859423193615","-33.900986939668655","-33.900986939668655","-33.900986939668655","-41.31712231878191","-41.31712231878191","-41.31712231878191","49.46653378382325","49.46653378382325","49.46653378382325","10.577717546373606","10.577717546373606","10.577717546373606","46.68846021592617","46.68846021592617","46.68846021592617","43.91956106480211","43.91956106480211","43.91956106480211","65.89158269762993","65.89158269762993","65.89158269762993"
"342","-2.5129283145070076","-2.5129283145070076","-2.5129283145070076","48.4634164115414","48.4634164115414","48.4634164115414","74.10416927933693","74.10416927933693","74.10416927933693","38.69580306857824","38.69580306857824","38.69580306857824","-50.31756612658501","-50.31756612658501","-50.31756612658501","2.3291906639933586","2.3291906639933586","2.3291906639933586","69.49094018340111","69.49094018340111","69.49094018340111","38.9237892953679","38.9237892953679","38.9237892953679","66.55774185061455","66.55774185061455","66.55774185061455","58.50949001312256","58.50949001312256","58.50949001312256"
"343","-25.278028458356857","-25.278028458356857","-25.278028458356857","64.05795781500638","64.05795781500638","64.05795781500638","23.449598662555218","23.449598662555218","23.449598662555218","-58.54261916875839","-58.54261916875839","-58.54261916875839","35.30896735750139","35.30896735750139","35.30896735750139","57.56698792614043","57.56698792614043","57.56698792614043","59.2050018440932","59.2050018440932","59.2050018440932","19.519983649253845","19.519983649253845","19.519983649253845","45.86896790593164","45.86896790593164","45.86896790593164","59.759769327472895","59.759769327472895","59.759769327472895"
"344","18.487571167759597","18.487571167759597","18.487571167759597","54.68274984508753","54.68274984508753","54.68274984508753","67.02248376607895","67.02248376607895","67.02248376607895","32.40782577171922","32.40782577171922","32.40782577171922","26.1962972600013","26.1962972600013","26.1962972600013","47.27443342655897","47.27443342655897","47.27443342655897","58.55694945156574","58.55694945156574","58.55694945156574","56.27024281024933","56.27024281024933","56.27024281024933","70.84236866049469","70.84236866049469","70.84236866049469","71.16719600558281","71.16719600558281","71.16719600558281"
"345","-30.50128615833819","-30.50128615833819","-30.50128615833819","-94.06160548329353","-94.06160548329353","-94.06160548329353","45.27663554251194","45.27663554251194","45.27663554251194","39.001621171832085","39.001621171832085","39.001621171832085","-40.91876075230539","-40.91876075230539","-40.91876075230539","63.52237159013748","63.52237159013748","63.52237159013748","56.38239113241434","56.38239113241434","56.38239113241434","58.37545158341527","58.37545158341527","58.37545158341527","48.58870986010879","48.58870986010879","48.58870986010879","57.1909408532083","57.1909408532083","57.1909408532083"
"346","52.05107635259628","52.05107635259628","52.05107635259628","68.43409715499729","68.43409715499729","68.43409715499729","29.901529601658694","29.901529601658694","29.901529601658694","34.560299376025796","34.560299376025796","34.560299376025796","67.98279832303524","67.98279832303524","67.98279832303524","54.47078932262957","54.47078932262957","54.47078932262957","27.500351924449205","27.500351924449205","27.500351924449205","32.72440095990896","32.72440095990896","32.72440095990896","65.86276560276747","65.86276560276747","65.86276560276747","-89.99241287261248","-89.99241287261248","-89.99241287261248"
"347","-28.337500346358865","-28.337500346358865","-28.337500346358865","62.83099767565727","62.83099767565727","62.83099767565727","15.712373178219423","15.712373178219423","15.712373178219423","53.31882513104938","53.31882513104938","53.31882513104938","55.49706384539604","55.49706384539604","55.49706384539604","75.36876460909843","75.36876460909843","75.36876460909843","-9.220454322174191","-9.220454322174191","-9.220454322174191","60.052149787545204","60.052149787545204","60.052149787545204","62.567809734493494","62.567809734493494","62.567809734493494","69.98520974814892","69.98520974814892","69.98520974814892"
"348","-44.40319952950813","-44.40319952950813","-44.40319952950813","38.57685141568072","38.57685141568072","38.57685141568072","-52.206430424936116","-52.206430424936116","-52.206430424936116","-7.898591767530888","-7.898591767530888","-7.898591767530888","45.8701514005661","45.8701514005661","45.8701514005661","49.22951316833496","49.22951316833496","49.22951316833496","13.048628370132064","13.048628370132064","13.048628370132064","50.99965074658394","50.99965074658394","50.99965074658394","64.09556404873729","64.09556404873729","64.09556404873729","62.262680396437645","62.262680396437645","62.262680396437645"
"349","-15.460564902052283","-15.460564902052283","-15.460564902052283","39.81297431141138","39.81297431141138","39.81297431141138","45.600385561585426","45.600385561585426","45.600385561585426","42.16794490069151","42.16794490069151","42.16794490069151","3.153230145573616","3.153230145573616","3.153230145573616","54.5939067825675","54.5939067825675","54.5939067825675","36.14788630604744","36.14788630604744","36.14788630604744","64.89458445459604","64.89458445459604","64.89458445459604","1.5043978486210108","1.5043978486210108","1.5043978486210108","71.39041197299957","71.39041197299957","71.39041197299957"
"350","11.859096196945757","11.859096196945757","11.859096196945757","62.77537277340889","62.77537277340889","62.77537277340889","59.05255609750748","59.05255609750748","59.05255609750748","-46.74363612011075","-46.74363612011075","-46.74363612011075","-64.28094079345465","-64.28094079345465","-64.28094079345465","9.11060506105423","9.11060506105423","9.11060506105423","31.961415039375424","31.961415039375424","31.961415039375424","68.11433459818363","68.11433459818363","68.11433459818363","44.86424141214229","44.86424141214229","44.86424141214229","25.606932943686843","25.606932943686843","25.606932943686843"
"351","33.983346505090594","33.983346505090594","33.983346505090594","75.36151894927025","75.36151894927025","75.36151894927025","52.90082586556673","52.90082586556673","52.90082586556673","22.385272979736328","22.385272979736328","22.385272979736328","-19.706570021808147","-19.706570021808147","-19.706570021808147","31.386669440194964","31.386669440194964","31.386669440194964","57.51483213715255","57.51483213715255","57.51483213715255","70.2839982546866","70.2839982546866","70.2839982546866","52.04336329549551","52.04336329549551","52.04336329549551","69.93553838133812","69.93553838133812","69.93553838133812"
"352","-64.59329503029585","-64.59329503029585","-64.59329503029585","57.988382294774055","57.988382294774055","57.988382294774055","-30.120813012123108","-30.120813012123108","-30.120813012123108","19.514744568616152","19.514744568616152","19.514744568616152","-54.54348609270528","-54.54348609270528","-54.54348609270528","24.93582360818982","24.93582360818982","24.93582360818982","11.470264894887805","11.470264894887805","11.470264894887805","52.889376253820956","52.889376253820956","52.889376253820956","48.954597756266594","48.954597756266594","48.954597756266594","32.272351710125804","32.272351710125804","32.272351710125804"
"353","-34.80166272073984","-34.80166272073984","-34.80166272073984","39.04545862786472","39.04545862786472","39.04545862786472","41.54984416812658","41.54984416812658","41.54984416812658","-76.39488120377064","-76.39488120377064","-76.39488120377064","62.17281737923622","62.17281737923622","62.17281737923622","-14.621194302570075","-14.621194302570075","-14.621194302570075","48.119978551752865","48.119978551752865","48.119978551752865","38.552018316462636","38.552018316462636","38.552018316462636","68.14963327348232","68.14963327348232","68.14963327348232","57.395335365086794","57.395335365086794","57.395335365086794"
"354","21.005809385329485","21.005809385329485","21.005809385329485","74.48530447483063","74.48530447483063","74.48530447483063","45.11594879627228","45.11594879627228","45.11594879627228","31.1926891207695","31.1926891207695","31.1926891207695","54.344247210770845","54.344247210770845","54.344247210770845","57.919252718798816","57.919252718798816","57.919252718798816","7.384815721772611","7.384815721772611","7.384815721772611","32.98638080141973","32.98638080141973","32.98638080141973","38.07745477370918","38.07745477370918","38.07745477370918","47.716199099086225","47.716199099086225","47.716199099086225"
"355","-18.8895802795887","-18.8895802795887","-18.8895802795887","56.71933859959245","56.71933859959245","56.71933859959245","49.61366073042154","49.61366073042154","49.61366073042154","-52.15143306553364","-52.15143306553364","-52.15143306553364","18.695818089530803","18.695818089530803","18.695818089530803","18.06035265699029","18.06035265699029","18.06035265699029","33.17546987533569","33.17546987533569","33.17546987533569","50.15297081321478","50.15297081321478","50.15297081321478","59.0660894960165","59.0660894960165","59.0660894960165","64.75267094373703","64.75267094373703","64.75267094373703"
"356","-31.072332188487053","-31.072332188487053","-31.072332188487053","62.85127631574869","62.85127631574869","62.85127631574869","48.80998358875513","48.80998358875513","48.80998358875513","-1.9550486500374973","-1.9550486500374973","-1.9550486500374973","-56.26886837929487","-56.26886837929487","-56.26886837929487","78.42192952521145","78.42192952521145","78.42192952521145","54.32380308955908","54.32380308955908","54.32380308955908","74.51366778835654","74.51366778835654","74.51366778835654","-31.78812047885731","-31.78812047885731","-31.78812047885731","44.428881376981735","44.428881376981735","44.428881376981735"
"357","-23.974915053026052","-23.974915053026052","-23.974915053026052","46.92377648502588","46.92377648502588","46.92377648502588","52.465876776957884","52.465876776957884","52.465876776957884","51.44748320244253","51.44748320244253","51.44748320244253","57.466488011181355","57.466488011181355","57.466488011181355","29.697471453808248","29.697471453808248","29.697471453808248","45.58841339126229","45.58841339126229","45.58841339126229","57.89541197975632","57.89541197975632","57.89541197975632","18.007592328824103","18.007592328824103","18.007592328824103","66.78777518868446","66.78777518868446","66.78777518868446"
"359","-20.503395745065063","-20.503395745065063","-20.503395745065063","-59.40859533846378","-59.40859533846378","-59.40859533846378","68.37599075585604","68.37599075585604","68.37599075585604","7.474715743213892","7.474715743213892","7.474715743213892","63.45618146657944","63.45618146657944","63.45618146657944","47.58381652832031","47.58381652832031","47.58381652832031","32.141530831111595","32.141530831111595","32.141530831111595","46.09376890351996","46.09376890351996","46.09376890351996","59.514549639075994","59.514549639075994","59.514549639075994","62.84753071516752","62.84753071516752","62.84753071516752"
"360","46.17831236869097","46.17831236869097","46.17831236869097","64.35986803472042","64.35986803472042","64.35986803472042","11.107394233345985","11.107394233345985","11.107394233345985","38.36420364957303","38.36420364957303","38.36420364957303","18.05591653008014","18.05591653008014","18.05591653008014","59.661678463220596","59.661678463220596","59.661678463220596","68.9869093336165","68.9869093336165","68.9869093336165","64.47254968434572","64.47254968434572","64.47254968434572","54.71253674244508","54.71253674244508","54.71253674244508","21.271355994045734","21.271355994045734","21.271355994045734"
"361","6.513057511067018","6.513057511067018","6.513057511067018","28.27907770127058","28.27907770127058","28.27907770127058","66.73327559232712","66.73327559232712","66.73327559232712","56.44961375743151","56.44961375743151","56.44961375743151","12.841680902987719","12.841680902987719","12.841680902987719","-72.99114242196083","-72.99114242196083","-72.99114242196083","78.3904534354806","78.3904534354806","78.3904534354806","69.25358670949936","69.25358670949936","69.25358670949936","47.572936987970024","47.572936987970024","47.572936987970024","57.656734585762024","57.656734585762024","57.656734585762024"
