"Step","dreamerv3/small/ih_15/room0/run4 - train/score","dreamerv3/small/ih_15/room0/run4 - train/score__MIN","dreamerv3/small/ih_15/room0/run4 - train/score__MAX","dreamerv3/small/ih_15/room0/run3 - train/score","dreamerv3/small/ih_15/room0/run3 - train/score__MIN","dreamerv3/small/ih_15/room0/run3 - train/score__MAX","dreamerv3/small/ih_15/room0/run2 - train/score","dreamerv3/small/ih_15/room0/run2 - train/score__MIN","dreamerv3/small/ih_15/room0/run2 - train/score__MAX","dreamerv3/small/ih_15/room0/run1 - train/score","dreamerv3/small/ih_15/room0/run1 - train/score__MIN","dreamerv3/small/ih_15/room0/run1 - train/score__MAX","dreamerv3/small/ih_15/room0/run0 - train/score","dreamerv3/small/ih_15/room0/run0 - train/score__MIN","dreamerv3/small/ih_15/room0/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/run1 - train/score","dreamerv3/medium/ih_15/room0/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/run4 - train/score","dreamerv3/medium/ih_15/room0/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/run3 - train/score","dreamerv3/medium/ih_15/room0/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/run2 - train/score","dreamerv3/medium/ih_15/room0/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/run0 - train/score","dreamerv3/medium/ih_15/room0/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/run0 - train/score__MAX"
"601","40.64791180193424","40.64791180193424","40.64791180193424","49.790644388180226","49.790644388180226","49.790644388180226","56.77012422680855","56.77012422680855","56.77012422680855","44.996880607679486","44.996880607679486","44.996880607679486","-35.52385348826647","-35.52385348826647","-35.52385348826647","68.21972601115704","68.21972601115704","68.21972601115704","32.670431181788445","32.670431181788445","32.670431181788445","67.48382315784693","67.48382315784693","67.48382315784693","42.85849477304146","42.85849477304146","42.85849477304146","56.35490480065346","56.35490480065346","56.35490480065346"
"602","31.597295373678207","31.597295373678207","31.597295373678207","76.2192212343216","76.2192212343216","76.2192212343216","62.60909716039896","62.60909716039896","62.60909716039896","22.01714028418064","22.01714028418064","22.01714028418064","18.055862027511466","18.055862027511466","18.055862027511466","54.0741230584681","54.0741230584681","54.0741230584681","64.05595499277115","64.05595499277115","64.05595499277115","54.6641791164875","54.6641791164875","54.6641791164875","70.57683119177818","70.57683119177818","70.57683119177818","72.42445027828217","72.42445027828217","72.42445027828217"
"603","-1.328541986644268","-1.328541986644268","-1.328541986644268","49.96830930747092","49.96830930747092","49.96830930747092","31.915603309869766","31.915603309869766","31.915603309869766","39.2883191506844","39.2883191506844","39.2883191506844","-50.46894061937928","-50.46894061937928","-50.46894061937928","56.62125213444233","56.62125213444233","56.62125213444233","74.70860284566879","74.70860284566879","74.70860284566879","75.24303112924099","75.24303112924099","75.24303112924099","65.82109063863754","65.82109063863754","65.82109063863754","43.05995848495513","43.05995848495513","43.05995848495513"
"604","68.72915069758892","68.72915069758892","68.72915069758892","1.371462257578969","1.371462257578969","1.371462257578969","68.19222390837967","68.19222390837967","68.19222390837967","51.811133563518524","51.811133563518524","51.811133563518524","36.94787386804819","36.94787386804819","36.94787386804819","67.97415435314178","67.97415435314178","67.97415435314178","50.20269685611129","50.20269685611129","50.20269685611129","62.703622832894325","62.703622832894325","62.703622832894325","62.95991575717926","62.95991575717926","62.95991575717926","44.41264586150646","44.41264586150646","44.41264586150646"
"605","50.91977788414806","50.91977788414806","50.91977788414806","-19.894430350512266","-19.894430350512266","-19.894430350512266","36.51799926161766","36.51799926161766","36.51799926161766","69.97404996678233","69.97404996678233","69.97404996678233","23.59787306562066","23.59787306562066","23.59787306562066","47.20833805575967","47.20833805575967","47.20833805575967","55.89530912321061","55.89530912321061","55.89530912321061","57.88521981984377","57.88521981984377","57.88521981984377","52.76503963023424","52.76503963023424","52.76503963023424","46.30718903243542","46.30718903243542","46.30718903243542"
"606","7.5607064492069185","7.5607064492069185","7.5607064492069185","42.7021604552865","42.7021604552865","42.7021604552865","50.826979057863355","50.826979057863355","50.826979057863355","62.328140154480934","62.328140154480934","62.328140154480934","69.81614117324352","69.81614117324352","69.81614117324352","33.106759034097195","33.106759034097195","33.106759034097195","58.295059613883495","58.295059613883495","58.295059613883495","55.45381214283407","55.45381214283407","55.45381214283407","78.5956302806735","78.5956302806735","78.5956302806735","78.15158894658089","78.15158894658089","78.15158894658089"
"607","36.395938631147146","36.395938631147146","36.395938631147146","63.637353003025055","63.637353003025055","63.637353003025055","77.09242197871208","77.09242197871208","77.09242197871208","41.445848647505045","41.445848647505045","41.445848647505045","-6.787376284599304","-6.787376284599304","-6.787376284599304","51.37864688038826","51.37864688038826","51.37864688038826","64.3069099150598","64.3069099150598","64.3069099150598","73.04048773646355","73.04048773646355","73.04048773646355","75.18387451767921","75.18387451767921","75.18387451767921","49.3309196382761","49.3309196382761","49.3309196382761"
"608","-18.10989217273891","-18.10989217273891","-18.10989217273891","57.63874476402998","57.63874476402998","57.63874476402998","56.078135803341866","56.078135803341866","56.078135803341866","67.84140929579735","67.84140929579735","67.84140929579735","75.2221143245697","75.2221143245697","75.2221143245697","67.8135401904583","67.8135401904583","67.8135401904583","-13.469517716672271","-13.469517716672271","-13.469517716672271","53.36400602012873","53.36400602012873","53.36400602012873","66.78223744034767","66.78223744034767","66.78223744034767","47.7427112609148","47.7427112609148","47.7427112609148"
"609","33.39111286401749","33.39111286401749","33.39111286401749","57.13549829274416","57.13549829274416","57.13549829274416","55.24735702574253","55.24735702574253","55.24735702574253","49.17447907850146","49.17447907850146","49.17447907850146","28.36688842624426","28.36688842624426","28.36688842624426","54.256308890879154","54.256308890879154","54.256308890879154","75.6378593891859","75.6378593891859","75.6378593891859","57.13410251890309","57.13410251890309","57.13410251890309","66.79899407550693","66.79899407550693","66.79899407550693","79.4353806078434","79.4353806078434","79.4353806078434"
"610","-32.34929918497801","-32.34929918497801","-32.34929918497801","76.1505481749773","76.1505481749773","76.1505481749773","65.7052755355835","65.7052755355835","65.7052755355835","2.895406022667885","2.895406022667885","2.895406022667885","71.89602750912309","71.89602750912309","71.89602750912309","58.60304065141827","58.60304065141827","58.60304065141827","57.23876965045929","57.23876965045929","57.23876965045929","70.08453425765038","70.08453425765038","70.08453425765038","49.819324916170444","49.819324916170444","49.819324916170444","43.978301441296935","43.978301441296935","43.978301441296935"
"611","58.03711719252169","58.03711719252169","58.03711719252169","64.06043709814548","64.06043709814548","64.06043709814548","40.09095851704478","40.09095851704478","40.09095851704478","36.857644736766815","36.857644736766815","36.857644736766815","68.67710930109024","68.67710930109024","68.67710930109024","43.79297081194818","43.79297081194818","43.79297081194818","51.509777325205505","51.509777325205505","51.509777325205505","78.79632794857025","78.79632794857025","78.79632794857025","59.69388183951378","59.69388183951378","59.69388183951378","65.49172981083393","65.49172981083393","65.49172981083393"
"612","-26.050190448760986","-26.050190448760986","-26.050190448760986","68.96688403189182","68.96688403189182","68.96688403189182","63.70356476306915","63.70356476306915","63.70356476306915","-93.16425675153732","-93.16425675153732","-93.16425675153732","48.30364170670509","48.30364170670509","48.30364170670509","64.81433734297752","64.81433734297752","64.81433734297752","78.5654328726232","78.5654328726232","78.5654328726232","62.5724166482687","62.5724166482687","62.5724166482687","66.10688252188265","66.10688252188265","66.10688252188265","80.01792789250612","80.01792789250612","80.01792789250612"
"613","45.67354167532176","45.67354167532176","45.67354167532176","30.673675284720957","30.673675284720957","30.673675284720957","68.87863884866238","68.87863884866238","68.87863884866238","57.00389203056693","57.00389203056693","57.00389203056693","53.39316011685878","53.39316011685878","53.39316011685878","61.841841123998165","61.841841123998165","61.841841123998165","77.18346759676933","77.18346759676933","77.18346759676933","34.80237207794562","34.80237207794562","34.80237207794562","80.69595995545387","80.69595995545387","80.69595995545387","74.50464844703674","74.50464844703674","74.50464844703674"
"614","45.112626576796174","45.112626576796174","45.112626576796174","38.951783418655396","38.951783418655396","38.951783418655396","64.99061235412955","64.99061235412955","64.99061235412955","77.544717669487","77.544717669487","77.544717669487","17.49465347826481","17.49465347826481","17.49465347826481","64.65536218322814","64.65536218322814","64.65536218322814","48.579125955700874","48.579125955700874","48.579125955700874","74.68963350355625","74.68963350355625","74.68963350355625","58.44167095422745","58.44167095422745","58.44167095422745","68.2743307352066","68.2743307352066","68.2743307352066"
"615","46.02961636707187","46.02961636707187","46.02961636707187","73.18573367968202","73.18573367968202","73.18573367968202","60.467430144548416","60.467430144548416","60.467430144548416","20.38686054944992","20.38686054944992","20.38686054944992","69.53641301393509","69.53641301393509","69.53641301393509","68.91540974378586","68.91540974378586","68.91540974378586","71.41969606280327","71.41969606280327","71.41969606280327","65.72193902730942","65.72193902730942","65.72193902730942","59.941623251885176","59.941623251885176","59.941623251885176","40.43090569600463","40.43090569600463","40.43090569600463"
"617","13.165715291164815","13.165715291164815","13.165715291164815","44.01261782646179","44.01261782646179","44.01261782646179","59.23193883895874","59.23193883895874","59.23193883895874","38.730022041127086","38.730022041127086","38.730022041127086","50.79015299677849","50.79015299677849","50.79015299677849","32.658214919269085","32.658214919269085","32.658214919269085","39.6147698443383","39.6147698443383","39.6147698443383","59.48320886492729","59.48320886492729","59.48320886492729","69.84836193919182","69.84836193919182","69.84836193919182","73.04018242628081","73.04018242628081","73.04018242628081"
"618","21.903135877102613","21.903135877102613","21.903135877102613","72.27265325188637","72.27265325188637","72.27265325188637","12.950933381915092","12.950933381915092","12.950933381915092","66.06297609210014","66.06297609210014","66.06297609210014","44.381807608529925","44.381807608529925","44.381807608529925","57.26778995152563","57.26778995152563","57.26778995152563","67.56240320950747","67.56240320950747","67.56240320950747","53.785281874239445","53.785281874239445","53.785281874239445","48.74625763297081","48.74625763297081","48.74625763297081","59.59250432252884","59.59250432252884","59.59250432252884"
"619","53.10962310433388","53.10962310433388","53.10962310433388","57.45378894265741","57.45378894265741","57.45378894265741","58.27249139547348","58.27249139547348","58.27249139547348","52.063650727272034","52.063650727272034","52.063650727272034","75.52344466000795","75.52344466000795","75.52344466000795","29.163683652877808","29.163683652877808","29.163683652877808","61.72080299258232","61.72080299258232","61.72080299258232","76.82881505042315","76.82881505042315","76.82881505042315","44.215180695056915","44.215180695056915","44.215180695056915","79.51439714431763","79.51439714431763","79.51439714431763"
"620","66.18686916679144","66.18686916679144","66.18686916679144","47.62470602244139","47.62470602244139","47.62470602244139","54.13108864426613","54.13108864426613","54.13108864426613","51.720549350604415","51.720549350604415","51.720549350604415","71.37174253165722","71.37174253165722","71.37174253165722","53.13817446306348","53.13817446306348","53.13817446306348","39.10426369309425","39.10426369309425","39.10426369309425","46.86007189191878","46.86007189191878","46.86007189191878","54.17085984442383","54.17085984442383","54.17085984442383","62.54422643780708","62.54422643780708","62.54422643780708"
"621","24.755347479134798","24.755347479134798","24.755347479134798","62.76255339756608","62.76255339756608","62.76255339756608","29.73648391664028","29.73648391664028","29.73648391664028","27.221716772997752","27.221716772997752","27.221716772997752","61.941201478242874","61.941201478242874","61.941201478242874","40.00541289150715","40.00541289150715","40.00541289150715","47.918591841124","47.918591841124","47.918591841124","26.686006038682535","26.686006038682535","26.686006038682535","50.37110333144665","50.37110333144665","50.37110333144665","41.313732981681824","41.313732981681824","41.313732981681824"
"622","-34.87988165766001","-34.87988165766001","-34.87988165766001","42.2692436799407","42.2692436799407","42.2692436799407","63.49675238132477","63.49675238132477","63.49675238132477","68.65828428883106","68.65828428883106","68.65828428883106","72.91690474748611","72.91690474748611","72.91690474748611","52.986442282795906","52.986442282795906","52.986442282795906","78.365233913064","78.365233913064","78.365233913064","68.36471661925316","68.36471661925316","68.36471661925316","62.736062047071755","62.736062047071755","62.736062047071755","63.588408537209034","63.588408537209034","63.588408537209034"
"623","-20.1951594799757","-20.1951594799757","-20.1951594799757","24.235328768729232","24.235328768729232","24.235328768729232","70.55564060946926","70.55564060946926","70.55564060946926","42.48077094554901","42.48077094554901","42.48077094554901","-3.886337932664901","-3.886337932664901","-3.886337932664901","70.99625611305237","70.99625611305237","70.99625611305237","47.50312531692907","47.50312531692907","47.50312531692907","32.02905232831836","32.02905232831836","32.02905232831836","77.28323262929916","77.28323262929916","77.28323262929916","74.01902437210083","74.01902437210083","74.01902437210083"
"624","-18.136631245724857","-18.136631245724857","-18.136631245724857","54.674815982580185","54.674815982580185","54.674815982580185","23.21021370217204","23.21021370217204","23.21021370217204","6.248215917265043","6.248215917265043","6.248215917265043","62.030247896909714","62.030247896909714","62.030247896909714","63.52864781022072","63.52864781022072","63.52864781022072","41.5724490005523","41.5724490005523","41.5724490005523","50.35945236682892","50.35945236682892","50.35945236682892","52.45024223253131","52.45024223253131","52.45024223253131","66.1541079878807","66.1541079878807","66.1541079878807"
"625","53.85029420256615","53.85029420256615","53.85029420256615","70.39279168844223","70.39279168844223","70.39279168844223","62.58442397415638","62.58442397415638","62.58442397415638","19.6583782536909","19.6583782536909","19.6583782536909","-96.00707200169563","-96.00707200169563","-96.00707200169563","61.772809624671936","61.772809624671936","61.772809624671936","-15.489403368905187","-15.489403368905187","-15.489403368905187","68.75637958198786","68.75637958198786","68.75637958198786","53.815427425317466","53.815427425317466","53.815427425317466","69.94150039553642","69.94150039553642","69.94150039553642"
"626","14.438545262441039","14.438545262441039","14.438545262441039","74.54592051007785","74.54592051007785","74.54592051007785","35.00722347944975","35.00722347944975","35.00722347944975","66.2499797642231","66.2499797642231","66.2499797642231","66.24239958822727","66.24239958822727","66.24239958822727","77.89580282196403","77.89580282196403","77.89580282196403","81.19539597630501","81.19539597630501","81.19539597630501","69.27681267261505","69.27681267261505","69.27681267261505","58.791470900177956","58.791470900177956","58.791470900177956","30.224578827619553","30.224578827619553","30.224578827619553"
"627","-89.68108829110861","-89.68108829110861","-89.68108829110861","-24.737061153165996","-24.737061153165996","-24.737061153165996","60.000052818097174","60.000052818097174","60.000052818097174","44.636852245777845","44.636852245777845","44.636852245777845","69.22007310390472","69.22007310390472","69.22007310390472","57.25042995810509","57.25042995810509","57.25042995810509","66.47788727283478","66.47788727283478","66.47788727283478","63.333658741321415","63.333658741321415","63.333658741321415","55.6803932338953","55.6803932338953","55.6803932338953","47.396179950330406","47.396179950330406","47.396179950330406"
"628","-22.238378290086985","-22.238378290086985","-22.238378290086985","20.004596833139658","20.004596833139658","20.004596833139658","72.3832816183567","72.3832816183567","72.3832816183567","56.74902904033661","56.74902904033661","56.74902904033661","40.62014651298523","40.62014651298523","40.62014651298523","45.437209501862526","45.437209501862526","45.437209501862526","72.45125491917133","72.45125491917133","72.45125491917133","53.02368623018265","53.02368623018265","53.02368623018265","54.78015595674515","54.78015595674515","54.78015595674515","67.61036339402199","67.61036339402199","67.61036339402199"
"629","40.017609717324376","40.017609717324376","40.017609717324376","56.22634606063366","56.22634606063366","56.22634606063366","72.13231826014817","72.13231826014817","72.13231826014817","-2.8421895895153284","-2.8421895895153284","-2.8421895895153284","-10.402562082279474","-10.402562082279474","-10.402562082279474","62.40948015730828","62.40948015730828","62.40948015730828","70.66597843170166","70.66597843170166","70.66597843170166","78.32819747924805","78.32819747924805","78.32819747924805","69.7265045940876","69.7265045940876","69.7265045940876","63.153544414788485","63.153544414788485","63.153544414788485"
"630","-20.170833096839488","-20.170833096839488","-20.170833096839488","67.82801425457001","67.82801425457001","67.82801425457001","2.7589144948869944","2.7589144948869944","2.7589144948869944","66.52998263016343","66.52998263016343","66.52998263016343","61.80229216814041","61.80229216814041","61.80229216814041","71.76093786582351","71.76093786582351","71.76093786582351","42.925077399238944","42.925077399238944","42.925077399238944","-93.35341700911522","-93.35341700911522","-93.35341700911522","53.392518416047096","53.392518416047096","53.392518416047096","49.187185019254684","49.187185019254684","49.187185019254684"
"631","13.528819276951253","13.528819276951253","13.528819276951253","78.0890603363514","78.0890603363514","78.0890603363514","67.06367487460375","67.06367487460375","67.06367487460375","20.72574160248041","20.72574160248041","20.72574160248041","24.817551385611296","24.817551385611296","24.817551385611296","58.81161219626665","58.81161219626665","58.81161219626665","49.54539658129215","49.54539658129215","49.54539658129215","70.60316148400307","70.60316148400307","70.60316148400307","73.84127858281136","73.84127858281136","73.84127858281136","57.51053836254869","57.51053836254869","57.51053836254869"
"632","-52.549069587141275","-52.549069587141275","-52.549069587141275","52.10112947225571","52.10112947225571","52.10112947225571","69.40989726781845","69.40989726781845","69.40989726781845","-19.267013678327203","-19.267013678327203","-19.267013678327203","62.58206972712651","62.58206972712651","62.58206972712651","43.12022868916392","43.12022868916392","43.12022868916392","48.53130914201029","48.53130914201029","48.53130914201029","73.4381245970726","73.4381245970726","73.4381245970726","48.107048846781254","48.107048846781254","48.107048846781254","62.722836405038834","62.722836405038834","62.722836405038834"
"633","24.260672111064196","24.260672111064196","24.260672111064196","11.13112984597683","11.13112984597683","11.13112984597683","60.20137497782707","60.20137497782707","60.20137497782707","47.69639129936695","47.69639129936695","47.69639129936695","-2.7216322477906942","-2.7216322477906942","-2.7216322477906942","58.143315229564905","58.143315229564905","58.143315229564905","58.698097825050354","58.698097825050354","58.698097825050354","49.164403807371855","49.164403807371855","49.164403807371855","67.2365364767611","67.2365364767611","67.2365364767611","50.77328557986766","50.77328557986766","50.77328557986766"
"634","52.0230228304863","52.0230228304863","52.0230228304863","0.5285635124891996","0.5285635124891996","0.5285635124891996","14.165025393012911","14.165025393012911","14.165025393012911","62.48076078761369","62.48076078761369","62.48076078761369","-46.50879695825279","-46.50879695825279","-46.50879695825279","48.38200080674142","48.38200080674142","48.38200080674142","56.58906188607216","56.58906188607216","56.58906188607216","56.16691244393587","56.16691244393587","56.16691244393587","74.38957884907722","74.38957884907722","74.38957884907722","68.28172370791435","68.28172370791435","68.28172370791435"
"635","56.0746776163578","56.0746776163578","56.0746776163578","64.28465849161148","64.28465849161148","64.28465849161148","42.313156351447105","42.313156351447105","42.313156351447105","8.498725589364767","8.498725589364767","8.498725589364767","47.48517468571663","47.48517468571663","47.48517468571663","40.25698759779334","40.25698759779334","40.25698759779334","66.7646869122982","66.7646869122982","66.7646869122982","85.38295829296112","85.38295829296112","85.38295829296112","77.36625255923718","77.36625255923718","77.36625255923718","73.38873033225536","73.38873033225536","73.38873033225536"
"636","-18.173925520852208","-18.173925520852208","-18.173925520852208","46.14755469560623","46.14755469560623","46.14755469560623","67.50834694504738","67.50834694504738","67.50834694504738","-17.476390467491","-17.476390467491","-17.476390467491","66.56088790856302","66.56088790856302","66.56088790856302","73.04843252897263","73.04843252897263","73.04843252897263","20.45249468460679","20.45249468460679","20.45249468460679","50.08420220017433","50.08420220017433","50.08420220017433","71.24584567546844","71.24584567546844","71.24584567546844","68.76772594451904","68.76772594451904","68.76772594451904"
"637","12.1904377033934","12.1904377033934","12.1904377033934","58.03933308273554","58.03933308273554","58.03933308273554","36.85747054219246","36.85747054219246","36.85747054219246","62.876221826300025","62.876221826300025","62.876221826300025","73.3399235457182","73.3399235457182","73.3399235457182","52.40156154334545","52.40156154334545","52.40156154334545","21.45069562923163","21.45069562923163","21.45069562923163","35.48544968292117","35.48544968292117","35.48544968292117","37.08828775584698","37.08828775584698","37.08828775584698","67.58392694592476","67.58392694592476","67.58392694592476"
"638","-13.852320924235755","-13.852320924235755","-13.852320924235755","52.117914102971554","52.117914102971554","52.117914102971554","69.46885389089584","69.46885389089584","69.46885389089584","48.93623279593885","48.93623279593885","48.93623279593885","66.3756094276905","66.3756094276905","66.3756094276905","64.4412572234869","64.4412572234869","64.4412572234869","54.16890335083008","54.16890335083008","54.16890335083008","38.98454928398132","38.98454928398132","38.98454928398132","31.932155556976795","31.932155556976795","31.932155556976795","63.56810761988163","63.56810761988163","63.56810761988163"
"639","50.52496436238289","50.52496436238289","50.52496436238289","81.25091874599457","81.25091874599457","81.25091874599457","69.89393184171058","69.89393184171058","69.89393184171058","59.000554783735424","59.000554783735424","59.000554783735424","75.54404804110527","75.54404804110527","75.54404804110527","53.152517944574356","53.152517944574356","53.152517944574356","76.05278319120407","76.05278319120407","76.05278319120407","-12.028014043578878","-12.028014043578878","-12.028014043578878","46.64526714105159","46.64526714105159","46.64526714105159","61.613919004797935","61.613919004797935","61.613919004797935"
"640","6.502271108329296","6.502271108329296","6.502271108329296","62.5864282483235","62.5864282483235","62.5864282483235","50.84033052250743","50.84033052250743","50.84033052250743","-8.258884283713996","-8.258884283713996","-8.258884283713996","-59.40323608368635","-59.40323608368635","-59.40323608368635","49.058523535728455","49.058523535728455","49.058523535728455","13.616659156279638","13.616659156279638","13.616659156279638","63.2229288071394","63.2229288071394","63.2229288071394","73.32317087054253","73.32317087054253","73.32317087054253","68.85155975818634","68.85155975818634","68.85155975818634"
"641","9.250196296721697","9.250196296721697","9.250196296721697","55.38128659129143","55.38128659129143","55.38128659129143","-23.19442910637008","-23.19442910637008","-23.19442910637008","25.60789382457733","25.60789382457733","25.60789382457733","61.9565349817276","61.9565349817276","61.9565349817276","","","","81.33721901476383","81.33721901476383","81.33721901476383","55.04983301460743","55.04983301460743","55.04983301460743","67.31144838780165","67.31144838780165","67.31144838780165","61.535000167787075","61.535000167787075","61.535000167787075"
"642","-32.60886146500707","-32.60886146500707","-32.60886146500707","-11.517524644732475","-11.517524644732475","-11.517524644732475","61.82293690741062","61.82293690741062","61.82293690741062","51.677939742803574","51.677939742803574","51.677939742803574","34.09953344240785","34.09953344240785","34.09953344240785","74.06497710943222","74.06497710943222","74.06497710943222","75.49231063621119","75.49231063621119","75.49231063621119","65.44558364897966","65.44558364897966","65.44558364897966","-7.7599097159691155","-7.7599097159691155","-7.7599097159691155","-2.288029055518564","-2.288029055518564","-2.288029055518564"
"643","9.801708117127419","9.801708117127419","9.801708117127419","15.661438405164517","15.661438405164517","15.661438405164517","69.25332456827164","69.25332456827164","69.25332456827164","-84.6071992451325","-84.6071992451325","-84.6071992451325","72.22344255447388","72.22344255447388","72.22344255447388","55.35377770662308","55.35377770662308","55.35377770662308","46.08361401408911","46.08361401408911","46.08361401408911","73.82789374887943","73.82789374887943","73.82789374887943","79.0694004399702","79.0694004399702","79.0694004399702","60.4414636567235","60.4414636567235","60.4414636567235"
"644","64.60937328636646","64.60937328636646","64.60937328636646","54.494379377458245","54.494379377458245","54.494379377458245","-18.088439100421965","-18.088439100421965","-18.088439100421965","69.94866108894348","69.94866108894348","69.94866108894348","-88.3102015554905","-88.3102015554905","-88.3102015554905","39.921680726110935","39.921680726110935","39.921680726110935","51.097967587411404","51.097967587411404","51.097967587411404","42.55826405249536","42.55826405249536","42.55826405249536","-93.74042782187462","-93.74042782187462","-93.74042782187462","59.26294034719467","59.26294034719467","59.26294034719467"
"645","53.3531729131937","53.3531729131937","53.3531729131937","","","","77.81012776494026","77.81012776494026","77.81012776494026","22.80995849519968","22.80995849519968","22.80995849519968","13.992892414331436","13.992892414331436","13.992892414331436","43.117933332920074","43.117933332920074","43.117933332920074","76.11685407161713","76.11685407161713","76.11685407161713","60.284737383946776","60.284737383946776","60.284737383946776","59.391520123928785","59.391520123928785","59.391520123928785","61.77217814326286","61.77217814326286","61.77217814326286"
"646","-10.01478433702141","-10.01478433702141","-10.01478433702141","-22.83721650019288","-22.83721650019288","-22.83721650019288","40.58829981088638","40.58829981088638","40.58829981088638","58.22184082120657","58.22184082120657","58.22184082120657","36.63850924745202","36.63850924745202","36.63850924745202","50.94765791296959","50.94765791296959","50.94765791296959","56.75521218776703","56.75521218776703","56.75521218776703","66.5073891878128","66.5073891878128","66.5073891878128","60.335500471293926","60.335500471293926","60.335500471293926","22.40425383299589","22.40425383299589","22.40425383299589"
"647","-17.18495166162029","-17.18495166162029","-17.18495166162029","55.31942343711853","55.31942343711853","55.31942343711853","59.57021187990904","59.57021187990904","59.57021187990904","79.75634248182178","79.75634248182178","79.75634248182178","-25.245916994288564","-25.245916994288564","-25.245916994288564","74.15509493649006","74.15509493649006","74.15509493649006","19.880815921351314","19.880815921351314","19.880815921351314","70.16915455460548","70.16915455460548","70.16915455460548","77.33357495069504","77.33357495069504","77.33357495069504","24.957133163698018","24.957133163698018","24.957133163698018"
"648","42.47547334432602","42.47547334432602","42.47547334432602","74.72798737883568","74.72798737883568","74.72798737883568","73.49209970235825","73.49209970235825","73.49209970235825","59.72332052886486","59.72332052886486","59.72332052886486","25.584481827914715","25.584481827914715","25.584481827914715","50.114437289536","50.114437289536","50.114437289536","54.597822427749634","54.597822427749634","54.597822427749634","77.13418939709663","77.13418939709663","77.13418939709663","38.202361257746816","38.202361257746816","38.202361257746816","58.55510876327753","58.55510876327753","58.55510876327753"
"649","-29.515316215343773","-29.515316215343773","-29.515316215343773","44.66476374864578","44.66476374864578","44.66476374864578","-93.90460231900215","-93.90460231900215","-93.90460231900215","38.86640528589487","38.86640528589487","38.86640528589487","64.88356579467654","64.88356579467654","64.88356579467654","53.737919985316694","53.737919985316694","53.737919985316694","48.55114288628101","48.55114288628101","48.55114288628101","63.068250849843025","63.068250849843025","63.068250849843025","43.93428834993392","43.93428834993392","43.93428834993392","64.03817342221737","64.03817342221737","64.03817342221737"
"650","","","","63.318267941474915","63.318267941474915","63.318267941474915","57.425365924835205","57.425365924835205","57.425365924835205","71.25653302669525","71.25653302669525","71.25653302669525","50.03345056809485","50.03345056809485","50.03345056809485","66.25601679086685","66.25601679086685","66.25601679086685","59.72920937323943","59.72920937323943","59.72920937323943","73.23100969940424","73.23100969940424","73.23100969940424","74.62597027420998","74.62597027420998","74.62597027420998","74.18782989680767","74.18782989680767","74.18782989680767"
"651","55.46024386584759","55.46024386584759","55.46024386584759","19.030187766999006","19.030187766999006","19.030187766999006","84.7172689139843","84.7172689139843","84.7172689139843","53.07395933941007","53.07395933941007","53.07395933941007","16.24626400694251","16.24626400694251","16.24626400694251","52.33048191666603","52.33048191666603","52.33048191666603","65.08452795445919","65.08452795445919","65.08452795445919","70.50136488676071","70.50136488676071","70.50136488676071","73.59453788399696","73.59453788399696","73.59453788399696","72.76823705434799","72.76823705434799","72.76823705434799"
"652","-86.88033465808257","-86.88033465808257","-86.88033465808257","78.93876111507416","78.93876111507416","78.93876111507416","62.893342696130276","62.893342696130276","62.893342696130276","52.63941887021065","52.63941887021065","52.63941887021065","51.390400648117065","51.390400648117065","51.390400648117065","61.47045524418354","61.47045524418354","61.47045524418354","70.56427025794983","70.56427025794983","70.56427025794983","35.98061932064593","35.98061932064593","35.98061932064593","77.95469056069851","77.95469056069851","77.95469056069851","75.94883686304092","75.94883686304092","75.94883686304092"
"653","45.86280930042267","45.86280930042267","45.86280930042267","35.92713665962219","35.92713665962219","35.92713665962219","44.784704729914665","44.784704729914665","44.784704729914665","48.21276678331196","48.21276678331196","48.21276678331196","49.36219742894173","49.36219742894173","49.36219742894173","65.68445846438408","65.68445846438408","65.68445846438408","67.27245754003525","67.27245754003525","67.27245754003525","69.64957356452942","69.64957356452942","69.64957356452942","52.07910287263803","52.07910287263803","52.07910287263803","","",""
"654","21.811919439118356","21.811919439118356","21.811919439118356","20.24842530488968","20.24842530488968","20.24842530488968","60.55908379005268","60.55908379005268","60.55908379005268","38.146655129268765","38.146655129268765","38.146655129268765","25.080288007855415","25.080288007855415","25.080288007855415","-0.6261159181594849","-0.6261159181594849","-0.6261159181594849","59.941525995731354","59.941525995731354","59.941525995731354","69.07717811316252","69.07717811316252","69.07717811316252","57.74730096384883","57.74730096384883","57.74730096384883","73.36232832074165","73.36232832074165","73.36232832074165"
